version 5, schema units_tables
Unit_ID(string)	Screen_Name(string)	Category(string)	Class(string)	MP_Cost_Early(int)	MP_Cost_Late(int)	Turns_to_Build(int)	Cost(int)	Upkeep(int)	Campaign_Map_Action_Points(int)	Enabled__x0023__True_x0020_Disabled__x0023__False(boolean)	unknown4(string)	Unit_Icon_Path(string)	Unit_Info_Pic_Path(string)	Localisation_Key(string)	Region_IDRef(optstring)	Unit_Limit(int)	MP_Category(string)	Early_Availability(boolean)	Related_with_x0020_Early_x0020_availability(boolean)	Late_Availability(boolean)	unknown9(int)	Garrison_Availability(boolean)	MP_Unit_Limit(int)	unknown25(optstring)	unknown26(boolean)
"Inf_Line_Brunswick_Line_Infantry"	"Brunswick Line Infantry"	"infantry"	"infantry_line"	780	780	2	630	210	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Line_Brunswick_Line_Infantry"	"global"	1	"mp_infantry"	false	false	false	0	false	1	"line_infantry"	false
"Inf_Line_Dutch_Line_Infantry"	"Dutch Line Infantry"	"infantry"	"infantry_line"	710	710	2	580	140	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Line_Line_Infantry"	"global"	0	"mp_infantry"	false	false	false	0	false	0	"line_infantry"	false
"Inf_Line_Egy_Ottoman_Nizam_I_Cedit_Infantry"	"Nizam-I Cedit Infantry"	"infantry"	"infantry_line"	780	780	2	630	150	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Line_Ottoman_Nizam_I_Cedit_Infantry"	"ottoman_elite"	0	"mp_infantry"	true	true	true	0	false	0	"line_infantry"	false
"Inf_Line_French_18th_Ligne"	"18th Regiment d’Infanterie de Ligne “The Brave”"	"infantry"	"infantry_line"	780	780	2	640	160	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Line_French_18th_Ligne"	"global"	1	"mp_infantry"	true	true	true	0	false	1	"line_infantry"	true
"Inf_Line_French_Fusiliers"	"Fusiliers of Line"	"infantry"	"infantry_line"	710	710	2	590	140	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Line_French_Fusiliers"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"line_infantry"	false
"Inf_Line_French_Milan_Revolutionary_Infantry"	"Revolutionary Infantry"	"infantry"	"infantry_line"	670	670	2	550	130	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Line_French_Revolutionary_Infantry"	"milan"	2	"mp_infantry"	false	false	false	0	false	2	"line_infantry"	false
"Inf_Line_French_Modena_Revolutionary_Infantry"	"Revolutionary Infantry"	"infantry"	"infantry_line"	670	670	2	550	130	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Line_French_Revolutionary_Infantry"	"modena"	2	"mp_infantry"	false	false	false	0	false	2	"line_infantry"	false
"Inf_Line_French_Revolutionary_Infantry"	"Revolutionary Infantry"	"infantry"	"infantry_line"	670	670	2	550	130	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Line_French_Revolutionary_Infantry"	"france"	0	"mp_infantry"	true	true	true	0	false	0	"line_infantry"	false
"Inf_Line_French_Tutorial_Fusiliers"	"Fusiliers of Line"	"infantry"	"infantry_line"	870	870	1	700	170	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Line_French_Fusiliers"	"global"	5	"mp_infantry"	true	true	true	0	false	0	"line_infantry"	false
"Inf_Line_Line_Infantry"	"Line Infantry"	"infantry"	"infantry_line"	710	710	2	580	140	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Line_Line_Infantry"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"line_infantry"	false
"Inf_Line_Musketeers"	"Musketeers"	"infantry"	"infantry_line"	710	710	2	580	140	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Line_Line_Infantry"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"line_infantry"	false
"Inf_Line_Ottoman_Beylik_Janissary_Musketeers"	"Beylik Janissary Musketeers"	"infantry"	"infantry_line"	710	710	2	580	140	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Line_Ottoman_Beylik_Janissary_Musketeers"	"ottoman_elite"	0	"mp_infantry"	true	true	true	0	false	0	"line_infantry"	false
"Inf_Line_Ottoman_Nizam_I_Cedit_Infantry"	"Nizam-I Cedit Infantry"	"infantry"	"infantry_line"	780	780	2	630	150	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Line_Ottoman_Nizam_I_Cedit_Infantry"	"ottoman_elite"	0	"mp_infantry"	true	true	true	0	false	0	"line_infantry"	false
"Inf_Line_Polish_Legion"	"Polish Legion"	"infantry"	"infantry_line"	770	770	2	630	150	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Line_Polish_Legion"	"poland"	4	"mp_infantry"	true	true	true	0	false	4	"line_infantry"	false
"Inf_Line_Portuguese_Infantry"	"Infantry"	"infantry"	"infantry_line"	730	730	2	600	150	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Line_Line_Infantry"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"line_infantry"	false
"Inf_Line_Provincial_Egy_Ottoman_Nizam_I_Cedit"	"Provincial Nizam-I Cedit"	"infantry"	"infantry_line"	710	710	2	580	140	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Line_Provincial_Ottoman_Nizam_I_Cedit"	"ottoman_elite"	0	"mp_infantry"	true	true	true	0	false	0	"line_infantry"	false
"Inf_Line_Provincial_Ottoman_Nizam_I_Cedit"	"Provincial Nizam-I Cedit"	"infantry"	"infantry_line"	710	710	2	580	140	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Line_Provincial_Ottoman_Nizam_I_Cedit"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"line_infantry"	false
"Inf_Line_Prussian_Musketeers"	"Musketeers"	"infantry"	"infantry_line"	720	720	2	590	140	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Line_Prussian_Musketeers"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"line_infantry"	false
"Inf_Line_Russian_Moscow_Musketeers"	"Moscow Musketeers"	"infantry"	"infantry_line"	810	810	2	660	160	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Line_Russian_Moscow_Musketeers"	"global"	1	"mp_infantry"	true	true	true	0	false	1	"line_infantry"	false
"Inf_Line_Russian_Musketeers"	"Musketeers"	"infantry"	"infantry_line"	740	740	2	600	150	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Line_Russian_Musketeers"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"line_infantry"	false
"Inf_Line_Spanish_Line_Infantry"	"Line Infantry"	"infantry"	"infantry_line"	600	600	2	500	120	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Line_Line_Infantry"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"line_infantry"	false
"Inf_Line_Swiss_Foot"	"Swiss Foot"	"infantry"	"infantry_line"	720	720	2	590	140	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Line_Swiss_Foot"	"switzerland"	4	"mp_infantry"	true	true	true	0	false	4	"line_infantry"	false
"Inf_Melee_Ottoman_Cemaat_Janissaries"	"Cemaat Janissaries"	"infantry"	"infantry_melee"	500	500	2	430	100	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Melee_Ottoman_Cemaat_Janissaries"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"melee_infantry"	false
"Inf_Militia_Austrian_Landesschutzen"	"Landesschutzen"	"infantry"	"infantry_skirmishers"	560	560	2	470	110	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Militia_Austrian_Landesschutzen"	"tyrol"	4	"mp_infantry"	true	true	true	0	false	4	"riflemen"	false
"Inf_Militia_Austrian_Landwehr"	"Landwehr"	"infantry"	"infantry_militia"	380	380	1	340	80	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Militia_Prussian_Landwehr"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"line_infantry"	false
"Inf_Militia_British_Fencibles"	"Fencibles"	"infantry"	"infantry_militia"	400	400	1	350	110	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Militia_Militia"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"line_infantry"	false
"Inf_Militia_French_National_Guard"	"National Guard"	"infantry"	"infantry_militia"	470	470	1	410	100	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Militia_French_National_Guard"	"france"	0	"mp_infantry"	true	true	true	0	false	0	"line_infantry"	false
"Inf_Militia_Landwehr"	"Landwehr"	"infantry"	"infantry_militia"	380	380	1	340	80	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Militia_Prussian_Landwehr"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"line_infantry"	false
"Inf_Militia_Militia"	"Militia"	"infantry"	"infantry_militia"	380	380	1	340	80	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Militia_Militia"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"line_infantry"	false
"Inf_Militia_Militiamen"	"Militiamen"	"infantry"	"infantry_militia"	380	380	1	340	80	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Militia_Militia"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"line_infantry"	false
"Inf_Militia_Ottoman_Libyan_Bedouin"	"Libyan Bedouin"	"infantry"	"infantry_militia"	380	380	1	330	80	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Militia_Ottoman_Libyan_Bedouin"	"libya"	0	"mp_infantry"	true	true	true	0	false	0	"line_infantry"	false
"Inf_Militia_Ottoman_Palestinian_Auxiliaries"	"Palestinian Auxiliaries"	"infantry"	"infantry_militia"	480	480	1	410	100	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Militia_Ottoman_Palestinian_Auxiliaries"	"palestine"	0	"mp_infantry"	true	true	true	0	false	0	"line_infantry"	false
"Inf_Militia_Ottoman_Peasant_Levy"	"Peasant Levy"	"infantry"	"infantry_militia"	360	360	1	310	70	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Militia_Ottoman_Peasant_Levy"	nil	0	"mp_infantry"	true	true	true	0	false	0	"line_infantry"	false
"Inf_Militia_Portuguese_Militia"	"Militia"	"infantry"	"infantry_militia"	400	400	1	350	80	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Militia_Militia"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"line_infantry"	false
"Inf_Militia_Prussian_Landwehr"	"Landwehr"	"infantry"	"infantry_militia"	400	400	1	350	80	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Militia_Prussian_Landwehr"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"line_infantry"	false
"Inf_Militia_Russian_Opelchenie"	"Opelchenie"	"infantry"	"infantry_militia"	420	420	1	370	90	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Militia_Militia"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"line_infantry"	false
"Inf_Militia_Spanish_Provincial_Militia"	"Provincial Militia"	"infantry"	"infantry_militia"	380	380	1	330	80	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Militia_Militia"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"line_infantry"	false
"Inf_Mob_Armed_Citizenry"	"Armed Citizenry"	"infantry"	"infantry_mob"	0	0	0	0	0	27	true	"infantry_citizen"	"placeholder"	"placeholder"	"Inf_Mob_Armed_Citizenry"	nil	0	"mp_infantry"	false	false	false	0	true	0	"line_infantry"	false
"Inf_Mob_Armed_Populace"	"Armed Populace"	"infantry"	"infantry_mob"	0	0	0	0	0	27	true	"infantry_citizen"	"placeholder"	"placeholder"	"Inf_Mob_Armed_Citizenry"	nil	0	"mp_infantry"	false	false	false	0	true	0	"melee_infantry"	false
"Inf_Mob_Armed_Populace_Firelock"	"Firelock Armed Populace"	"infantry"	"infantry_mob"	0	0	0	0	0	27	true	"infantry_citizen"	"placeholder"	"placeholder"	"Inf_Mob_Armed_Citizenry"	nil	0	"mp_infantry"	false	false	false	0	true	0	"line_infantry"	false
"Inf_Mob_Portuguese_Ordenza"	"Ordenza"	"infantry"	"infantry_mob"	0	0	0	0	0	27	true	"infantry_citizen"	"placeholder"	"placeholder"	"Inf_Mob_Armed_Citizenry"	nil	0	"mp_infantry"	false	false	false	0	true	0	"line_infantry"	false
"Inf_Skirm_Austrian_Jager"	"Jägers"	"infantry"	"infantry_skirmishers"	740	740	2	610	150	30	true	"infantry_jaegers"	"placeholder"	"placeholder"	"Inf_Skirm_Jager"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"riflemen"	false
"Inf_Skirm_Austrian_Windbucshe_Jager"	"Windbüchse Jägers"	"infantry"	"infantry_skirmishers"	1230	1230	3	980	240	30	true	"infantry_jaegers"	"placeholder"	"placeholder"	"Inf_Skirm_Austrian_Windbucshe_Jager"	"global"	1	"mp_infantry"	true	true	true	10	false	1	"riflemen"	false
"Inf_Skirm_British_Rifles"	"Rifles"	"infantry"	"infantry_skirmishers"	860	860	2	700	230	30	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Skirm_British_Rifles"	"global"	6	"mp_infantry"	true	true	true	5	false	6	"riflemen"	false
"Inf_Skirm_French_Voltiguers"	"Voltiguers"	"infantry"	"infantry_skirmishers"	550	550	2	470	110	30	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Skirm_French_Voltiguers"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"light_infantry"	false
"Inf_Skirm_Jager"	"Jägers"	"infantry"	"infantry_skirmishers"	740	740	2	610	150	30	true	"infantry_jaegers"	"placeholder"	"placeholder"	"Inf_Skirm_Jager"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"riflemen"	false
"Inf_Skirm_Nassau_Jager"	"Nassau Jägers"	"infantry"	"infantry_skirmishers"	740	740	2	610	150	30	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Skirm_Jager"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"riflemen"	false
"Inf_Skirm_Nizam_I_Cedit_Rifles"	"Nizam-I Cedit Rifles"	"infantry"	"infantry_skirmishers"	740	740	2	610	150	30	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Skirm_Nizam_I_Cedit_Rifles"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"riflemen"	false
"Inf_Skirm_Norwegian_Ski_Troops"	"Norwegian Ski Troops"	"infantry"	"infantry_skirmishers"	780	780	2	640	160	30	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Skirm_Norwegian_Ski_Troops"	"norway"	6	"mp_infantry"	true	true	true	0	false	6	"riflemen"	false
"Inf_Skirm_Portuguese_Tiradores"	"Tiradores"	"infantry"	"infantry_skirmishers"	800	800	2	650	160	30	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Skirm_Portuguese_Tiradores"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"riflemen"	false
"Inf_Skirm_Prussian_Jager"	"Jägers"	"infantry"	"infantry_skirmishers"	760	760	2	620	150	30	true	"infantry_jaegers"	"placeholder"	"placeholder"	"Inf_Skirm_Jager"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"riflemen"	false
"Inf_Skirm_Prussian_Silesian_Schuetzen"	"Silesian Schuetzen"	"infantry"	"infantry_skirmishers"	850	850	4	690	170	30	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Skirm_Prussian_Silesian_Schuetzen"	"silesia"	2	"mp_infantry"	true	true	true	5	false	4	"riflemen"	false
"Inf_Skirm_Sharpshooters"	"Sharpshooters"	"infantry"	"infantry_skirmishers"	770	770	2	630	150	30	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Skirm_Jager"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"riflemen"	false
"Mounted_Inf_Egy_Ottoman_Mounted_Nizam_I_Cedit"	"Mounted Nizam-I Cedit"	"dragoons"	"dragoons"	370	370	2	320	100	32	true	"dragoons"	"placeholder_cavalry"	"placeholder"	"Mounted_Inf_Ottoman_Mounted_Nizam_I_Cedit"	"ottoman_elite"	0	"mp_cavalry"	true	true	true	0	false	0	"missile_cavalry"	false
"Mounted_Inf_Ottoman_Mounted_Nizam_I_Cedit"	"Mounted Nizam-I Cedit"	"dragoons"	"dragoons"	550	550	2	460	140	32	true	"dragoons"	"placeholder_cavalry"	"placeholder"	"Mounted_Inf_Ottoman_Mounted_Nizam_I_Cedit"	"ottoman_elite"	0	"mp_cavalry"	true	true	true	0	false	0	"missile_cavalry"	false
"Mounted_Inf_Russian_Mounted_Rifles"	"Mounted Rifles"	"dragoons"	"dragoons"	650	650	2	550	170	32	true	"dragoons"	"placeholder_cavalry"	"placeholder"	"Mounted_Inf_Russian_Mounted_Rifles"	"global"	0	"mp_cavalry"	true	true	true	0	false	0	"missile_cavalry"	false
"Mounted_Inf_Spanish_Mounted_Cazadores"	"Mounted Cazadores"	"dragoons"	"dragoons"	580	580	2	490	150	32	true	"dragoons"	"placeholder_cavalry"	"placeholder"	"Mounted_Inf_Spanish_Mounted_Cazadores"	"global"	0	"mp_cavalry"	true	true	true	0	false	0	"missile_cavalry"	false
"Mounted_Inf_Swedish_Mounted_Jager"	"Mounted Jägers"	"dragoons"	"dragoons"	550	550	2	460	140	32	true	"dragoons"	"placeholder_cavalry"	"placeholder"	"Mounted_Inf_Swedish_Mounted_Jager"	"global"	0	"mp_cavalry"	true	true	true	0	false	0	"missile_cavalry"	false
"Small_Brig"	"Brig"	"naval_auxiliary"	"naval_brig"	300	300	3	260	60	85	true	"naval_captain"	"brig"	"brig"	"Small_Brig"	"global"	0	"mp_naval_line_of_battle"	true	true	true	0	false	0	nil	false
"Small_British_Brig"	"Brig"	"naval_auxiliary"	"naval_brig"	290	290	3	250	60	85	true	"naval_captain"	"brig"	"brig"	"Small_Brig"	"global"	0	"mp_naval_line_of_battle"	true	true	true	0	false	0	nil	false
"Small_British_Sloop"	"Sloop"	"naval_auxiliary"	"naval_sloop"	280	280	3	240	60	85	true	"naval_captain"	"sloop"	"sloop"	"Small_Sloop"	"global"	0	"mp_naval_line_of_battle"	true	true	true	0	false	0	nil	false
"Small_Dutch_Brig"	"Brig"	"naval_auxiliary"	"naval_brig"	300	300	3	260	60	85	true	"naval_captain"	"brig"	"brig"	"Small_Brig"	"global"	0	"mp_naval_line_of_battle"	true	true	true	0	false	0	nil	false
"Small_Dutch_Sloop"	"Sloop"	"naval_auxiliary"	"naval_sloop"	290	290	3	250	60	85	true	"naval_captain"	"sloop"	"sloop"	"Small_Sloop"	"global"	0	"mp_naval_line_of_battle"	true	true	true	0	false	0	nil	false
"Small_French_Brig"	"Brig"	"naval_auxiliary"	"naval_brig"	320	320	3	270	60	85	true	"naval_captain"	"brig"	"brig"	"Small_Brig"	"global"	0	"mp_naval_line_of_battle"	true	true	true	0	false	0	nil	false
"Small_French_Corvette"	"Corvette"	"naval_frigate"	"naval_sixth_rate"	460	460	5	390	90	70	true	"naval_captain"	"1deck_24"	"1deck_24"	"Small_French_Corvette"	"global"	0	"mp_naval_line_of_battle"	true	true	true	0	false	0	nil	false
"Small_French_Sloop"	"Sloop"	"naval_auxiliary"	"naval_sloop"	310	310	3	270	60	85	true	"naval_captain"	"sloop"	"sloop"	"Small_Sloop"	"global"	0	"mp_naval_line_of_battle"	true	true	true	0	false	0	nil	false
"Small_Galley"	"Galley"	"naval_galley"	"naval_medium_galley"	260	260	3	220	50	55	true	"naval_captain"	"galley"	"galley"	"Small_Galley"	"global"	0	"mp_naval_line_of_battle"	true	true	true	0	false	0	nil	false
"Small_Ottoman_Brig"	"Brig"	"naval_auxiliary"	"naval_brig"	300	300	3	260	60	85	true	"naval_captain"	"brig"	"brig"	"Small_Brig"	"global"	0	"mp_naval_line_of_battle"	true	true	true	0	false	0	nil	false
"Small_Ottoman_Galley"	"Galley"	"naval_galley"	"naval_medium_galley"	260	260	3	220	50	55	true	"naval_captain"	"galley"	"galley"	"Small_Galley"	"global"	0	"mp_naval_line_of_battle"	true	true	true	0	false	0	nil	false
"Small_Ottoman_Sloop"	"Sloop"	"naval_auxiliary"	"naval_sloop"	290	290	3	250	60	85	true	"naval_captain"	"sloop"	"sloop"	"Small_Sloop"	"global"	0	"mp_naval_line_of_battle"	true	true	true	0	false	0	nil	false
"Small_Russian_Brig"	"Brig"	"naval_auxiliary"	"naval_brig"	300	300	3	260	60	85	true	"naval_captain"	"brig"	"brig"	"Small_Brig"	"global"	0	"mp_naval_line_of_battle"	true	true	true	0	false	0	nil	false
"Small_Russian_Sloop"	"Sloop"	"naval_auxiliary"	"naval_sloop"	290	290	3	250	60	85	true	"naval_captain"	"sloop"	"sloop"	"Small_Sloop"	"global"	0	"mp_naval_line_of_battle"	true	true	true	0	false	0	nil	false
"Small_Scandinavian_Brig"	"Brig"	"naval_auxiliary"	"naval_brig"	300	300	3	260	60	85	true	"naval_captain"	"brig"	"brig"	"Small_Brig"	"global"	0	"mp_naval_line_of_battle"	true	true	true	0	false	0	nil	false
"Small_Scandinavian_Sloop"	"Sloop"	"naval_auxiliary"	"naval_sloop"	290	290	3	250	60	85	true	"naval_captain"	"sloop"	"sloop"	"Small_Sloop"	"global"	0	"mp_naval_line_of_battle"	true	true	true	0	false	0	nil	false
"Small_Sloop"	"Sloop"	"naval_auxiliary"	"naval_sloop"	290	290	3	250	60	85	true	"naval_captain"	"sloop"	"sloop"	"Small_Sloop"	"global"	0	"mp_naval_line_of_battle"	true	true	true	0	false	0	nil	false
"Small_Spanish_Brig"	"Brig"	"naval_auxiliary"	"naval_brig"	300	300	3	260	60	85	true	"naval_captain"	"brig"	"brig"	"Small_Brig"	"global"	0	"mp_naval_line_of_battle"	true	true	true	0	false	0	nil	false
"Small_Spanish_Corvette"	"Corvette"	"naval_frigate"	"naval_sixth_rate"	430	430	5	370	90	70	true	"naval_captain"	"1deck_24"	"1deck_24"	"Small_French_Corvette"	"global"	0	"mp_naval_line_of_battle"	true	true	true	0	false	0	nil	false
"Small_Spanish_Sloop"	"Sloop"	"naval_auxiliary"	"naval_sloop"	290	290	3	250	60	85	true	"naval_captain"	"sloop"	"sloop"	"Small_Sloop"	"global"	0	"mp_naval_line_of_battle"	true	true	true	0	false	0	nil	false
"Special_Bomb_Ketch"	"Bomb Ketch"	"naval_specialist"	"naval_bomb_ketch"	1250	1250	5	1040	260	55	true	"naval_captain"	"Bomb_Ketch"	"Bomb_Ketch"	"Special_Bomb_Ketch"	"global"	0	"mp_naval_small_ship"	true	true	true	2	false	4	nil	false
"Special_British_Bomb_Ketch"	"Bomb Ketch"	"naval_specialist"	"naval_bomb_ketch"	1170	1170	5	980	240	55	true	"naval_captain"	"Bomb_Ketch"	"Bomb_Ketch"	"Special_Bomb_Ketch"	"global"	0	"mp_naval_small_ship"	true	true	true	2	false	4	nil	false
"Special_British_Rocket_Ship"	"Rocket Ship"	"naval_specialist"	"naval_rocket_ship"	1440	1440	3	1190	290	55	true	"naval_captain"	"rocket_ship"	"rocket_ship"	"Special_Rocket_Ship"	"global"	0	"mp_naval_small_ship"	true	true	true	3	false	4	nil	false
"Special_Dutch_Bomb_Ketch"	"Bomb Ketch"	"naval_specialist"	"naval_bomb_ketch"	1250	1250	5	1040	260	55	true	"naval_captain"	"Bomb_Ketch"	"Bomb_Ketch"	"Special_Bomb_Ketch"	"global"	0	"mp_naval_small_ship"	true	true	true	2	false	4	nil	false
"Special_French_Bomb_Ketch"	"Bomb Ketch"	"naval_specialist"	"naval_bomb_ketch"	1260	1260	5	1050	260	55	true	"naval_captain"	"Bomb_Ketch"	"Bomb_Ketch"	"Special_Bomb_Ketch"	"global"	0	"mp_naval_small_ship"	true	true	true	2	false	4	nil	false
"Special_French_Rocket_Ship"	"Rocket Ship"	"naval_specialist"	"naval_rocket_ship"	1540	1540	3	1270	310	55	true	"naval_captain"	"rocket_ship"	"rocket_ship"	"Special_Rocket_Ship"	"global"	0	"mp_naval_small_ship"	true	true	true	3	false	4	nil	false
"Special_Ottoman_Bomb_Ketch"	"Bomb Ketch"	"naval_specialist"	"naval_bomb_ketch"	1250	1250	5	1040	260	55	true	"naval_captain"	"Bomb_Ketch"	"Bomb_Ketch"	"Special_Bomb_Ketch"	"global"	0	"mp_naval_small_ship"	true	true	true	2	false	4	nil	false
"Special_Rocket_Ship"	"Rocket Ship"	"naval_specialist"	"naval_rocket_ship"	1540	1540	3	1270	310	55	true	"naval_captain"	"rocket_ship"	"rocket_ship"	"Special_Rocket_Ship"	"global"	0	"mp_naval_small_ship"	true	true	true	3	false	4	nil	false
"Special_Russian_Bomb_Ketch"	"Bomb Ketch"	"naval_specialist"	"naval_bomb_ketch"	1250	1250	5	1040	260	55	true	"naval_captain"	"Bomb_Ketch"	"Bomb_Ketch"	"Special_Bomb_Ketch"	"global"	0	"mp_naval_small_ship"	true	true	true	2	false	4	nil	false
"Special_Scandinavian_Bomb_Ketch"	"Bomb Ketch"	"naval_specialist"	"naval_bomb_ketch"	1250	1250	5	1040	260	55	true	"naval_captain"	"Bomb_Ketch"	"Bomb_Ketch"	"Special_Bomb_Ketch"	"global"	0	"mp_naval_small_ship"	true	true	true	2	false	4	nil	false
"Special_Spanish_Bomb_Ketch"	"Bomb Ketch"	"naval_specialist"	"naval_bomb_ketch"	1250	1250	5	1040	260	55	true	"naval_captain"	"Bomb_Ketch"	"Bomb_Ketch"	"Special_Bomb_Ketch"	"global"	0	"mp_naval_small_ship"	true	true	true	2	false	4	nil	false
"Special_Spanish_Rocket_Ship"	"Rocket Ship"	"naval_specialist"	"naval_rocket_ship"	1540	1540	3	1270	310	50	true	"naval_captain"	"rocket_ship"	"rocket_ship"	"Special_Rocket_Ship"	"global"	0	"mp_naval_small_ship"	true	true	true	3	false	4	nil	false
"Steam_Ship_38"	"38-gun Steam Ship"	"naval_frigate"	"naval_fifth_rate"	1020	1020	5	860	210	70	true	"naval_captain"	"1deck38_steam"	"1deck38_steam"	"Steam_Ship_38"	"global"	0	"mp_naval_line_of_battle"	true	true	true	7	false	0	nil	false
"Steam_Ship_80"	"80-gun Steam Ship"	"naval_line_of_battle"	"naval_second_rate"	3150	3150	8	2550	630	55	true	"naval_captain"	"2deck80_steam"	"2deck80_steam"	"Steam_Ship_80"	"global"	0	"mp_naval_line_of_battle"	true	true	true	7	false	0	nil	false
"Steam_Ship_British_38"	"38-gun Steam Ship"	"naval_frigate"	"naval_fifth_rate"	1000	1000	5	850	210	70	true	"naval_captain"	"1deck38_steam"	"1deck38_steam"	"Steam_Ship_38"	"global"	0	"mp_naval_line_of_battle"	true	true	true	7	false	0	nil	false
"Steam_Ship_British_80"	"80-gun Steam Ship"	"naval_line_of_battle"	"naval_second_rate"	3050	3050	8	2480	620	55	true	"naval_captain"	"2deck80_steam"	"2deck80_steam"	"Steam_Ship_80"	"global"	0	"mp_naval_line_of_battle"	true	true	true	7	false	0	nil	false
"Steam_Ship_British_Frigate"	"Steam Paddle Frigate"	"naval_frigate"	"naval_steam_ship"	1510	1510	5	1260	310	70	true	"naval_captain"	"steam_frigate"	"steamer"	"Steam_Ship_Frigate"	"global"	0	"mp_naval_line_of_battle"	true	true	true	5	false	0	nil	false
"Steam_Ship_British_Ironclad"	"Ironclad"	"naval_line_of_battle"	"naval_second_rate"	3950	3950	10	3160	790	55	true	"naval_captain"	"ironclad"	"ironclad"	"Steam_Ship_British_Ironclad"	"global"	0	"mp_naval_line_of_battle"	true	true	true	10	false	2	nil	false
