version 1, schema uniforms_tables
unknown1(string)	unknown2(string)	unknown3(string)	unknown4(string)
"Naples_Art_Foot_6_lber"	"naples"	"Naples_Art_Foot_6_lber"	"Art_Foot_6_lber"
"Naples_Art_Foot_7_lber_Howitzer"	"naples"	"Naples_Art_Foot_7_lber_Howitzer"	"Art_Foot_7_lber_Howitzer"
"Naples_Art_Horse_6_lber"	"naples"	"Naples_Art_Horse_6_lber"	"Art_Horse_6_lber"
"Naples_Cav_Heavy_Dragoons"	"naples"	"Naples_Cav_Heavy_Dragoons"	"Cav_Heavy_Dragoons"
"Naples_Cav_Light_Hussars"	"naples"	"Naples_Cav_Light_Hussars"	"Cav_Light_Hussars"
"Naples_Gen_Generals_Staff"	"naples"	"Naples_Gen_Generals_Staff"	"Gen_Generals_Staff"
"Naples_Inf_Gren_Grenadiers"	"naples"	"Naples_Inf_Gren_Grenadiers"	"Inf_Gren_Grenadiers"
"Naples_Inf_Light_Light_Infantry"	"naples"	"Naples_Inf_Light_Light_Infantry"	"Inf_Light_Light_Infantry"
"Naples_Inf_Line_Line_Infantry"	"naples"	"Naples_Inf_Line_Line_Infantry"	"Inf_Line_Line_Infantry"
"Naples_Inf_Militia_Militia"	"naples"	"Naples_Inf_Militia_Militia"	"Inf_Militia_Militia"
"Naples_Inf_Mob_Armed_Citizenry"	"naples"	"Naples_Inf_Mob_Armed_Citizenry"	"Inf_Mob_Armed_Citizenry"
"Netherlands_Art_Foot_12_lber"	"netherlands"	"Netherlands_Art_Foot_12_lber"	"Art_Foot_12_lber"
"Netherlands_Art_Foot_6_lber"	"netherlands"	"Netherlands_Art_Foot_6_lber"	"Art_Foot_6_lber"
"Netherlands_Art_Foot_7_lber_Howitzer"	"netherlands"	"Netherlands_Art_Foot_7_lber_Howitzer"	"Art_Foot_7_lber_Howitzer"
"Netherlands_Art_Horse_6_lber"	"netherlands"	"Netherlands_Art_Horse_6_lber"	"Art_Horse_6_lber"
"Netherlands_Cav_Heavy_Dragoons"	"netherlands"	"Netherlands_Cav_Heavy_Dragoons"	"Cav_Heavy_Dragoons"
"Netherlands_Cav_Light_Light_Dragoons"	"netherlands"	"Netherlands_Cav_Light_Light_Dragoons"	"Cav_Light_Light_Dragoons"
"Netherlands_Gen_Generals_Staff"	"netherlands"	"Netherlands_Gen_Generals_Staff"	"Gen_Generals_Staff"
"Netherlands_Inf_Gren_Grenadiers"	"netherlands"	"Netherlands_Inf_Gren_Grenadiers"	"Inf_Gren_Grenadiers"
"Netherlands_Inf_Line_Line_Infantry"	"netherlands"	"Netherlands_Inf_Line_Line_Infantry"	"Inf_Line_Line_Infantry"
"Netherlands_Inf_Militia_Militia"	"netherlands"	"Netherlands_Inf_Militia_Militia"	"Inf_Militia_Militia"
"Netherlands_Inf_Mob_Armed_Citizenry"	"netherlands"	"Netherlands_Inf_Mob_Armed_Citizenry"	"Inf_Mob_Armed_Citizenry"
"Netherlands_Inf_Skirm_Jager"	"netherlands"	"Netherlands_Inf_Skirm_Jager"	"Inf_Skirm_Jager"
"Norway_Art_Foot_12_lber"	"norway"	"Norway_Art_Foot_12_lber"	"Art_Foot_12_lber"
"Norway_Art_Foot_6_lber"	"norway"	"Norway_Art_Foot_6_lber"	"Art_Foot_6_lber"
"Norway_Art_Foot_7_lber_Howitzer"	"norway"	"Norway_Art_Foot_7_lber_Howitzer"	"Art_Foot_7_lber_Howitzer"
"Norway_Art_Horse_6_lber"	"norway"	"Norway_Art_Horse_6_lber"	"Art_Horse_6_lber"
"Norway_Cav_Heavy_Dragoons"	"norway"	"Norway_Cav_Heavy_Dragoons"	"Cav_Heavy_Dragoons"
"Norway_Cav_Light_Light_Dragoons"	"norway"	"Norway_Cav_Light_Light_Dragoons"	"Cav_Light_Light_Dragoons"
"Norway_Gen_Generals_Staff"	"norway"	"Norway_Gen_Generals_Staff"	"Gen_Generals_Staff"
"Norway_Inf_Gren_Grenadiers"	"norway"	"Norway_Inf_Gren_Grenadiers"	"Inf_Gren_Grenadiers"
"Norway_Inf_Line_Line_Infantry"	"norway"	"Norway_Inf_Line_Line_Infantry"	"Inf_Line_Line_Infantry"
"Norway_Inf_Militia_Militia"	"norway"	"Norway_Inf_Militia_Militia"	"Inf_Militia_Militia"
"Norway_Inf_Mob_Armed_Citizenry"	"norway"	"Norway_Inf_Mob_Armed_Citizenry"	"Inf_Mob_Armed_Citizenry"
"Norway_Inf_Skirm_Jager"	"norway"	"Norway_Inf_Skirm_Jager"	"Inf_Skirm_Jager"
"Norway_Inf_Skirm_Norwegian_Ski_Troops"	"norway"	"Norway_Inf_Skirm_Norwegian_Ski_Troops"	"Inf_Skirm_Norwegian_Ski_Troops"
"Oldenburg_Art_Foot_12_lber"	"oldenburg"	"Oldenburg_Art_Foot_12_lber"	"Art_Foot_12_lber"
"Oldenburg_Art_Foot_6_lber"	"oldenburg"	"Oldenburg_Art_Foot_6_lber"	"Art_Foot_6_lber"
"Oldenburg_Art_Foot_7_lber_Howitzer"	"oldenburg"	"Oldenburg_Art_Foot_7_lber_Howitzer"	"Art_Foot_7_lber_Howitzer"
"Oldenburg_Art_Horse_6_lber"	"oldenburg"	"Oldenburg_Art_Horse_6_lber"	"Art_Horse_6_lber"
"Oldenburg_Cav_Stand_Chevauxlegers"	"oldenburg"	"Oldenburg_Cav_Stand_Chevauxlegers"	"Cav_Stand_Chevauxlegers"
"Oldenburg_Gen_Generals_Staff"	"oldenburg"	"Oldenburg_Gen_Generals_Staff"	"Gen_Generals_Staff"
"Oldenburg_Inf_Gren_Grenadiers"	"oldenburg"	"Oldenburg_Inf_Gren_Grenadiers"	"Inf_Gren_Grenadiers"
"Oldenburg_Inf_Line_Line_Infantry"	"oldenburg"	"Oldenburg_Inf_Line_Line_Infantry"	"Inf_Line_Line_Infantry"
"Oldenburg_Inf_Militia_Landwehr"	"oldenburg"	"Oldenburg_Inf_Militia_Landwehr"	"Inf_Militia_Landwehr"
"Oldenburg_Inf_Mob_Armed_Citizenry"	"oldenburg"	"Oldenburg_Inf_Mob_Armed_Citizenry"	"Inf_Mob_Armed_Citizenry"
"Oldenburg_Inf_Skirm_Jager"	"oldenburg"	"Oldenburg_Inf_Skirm_Jager"	"Inf_Skirm_Jager"
"Ottoman_Rebels_Art_Foot_Ottoman_9_lber"	"ottoman_rebels"	"Ottoman_Rebels_Art_Foot_Ottoman_9_lber"	"Art_Foot_Ottoman_9_lber"
"Ottoman_Rebels_Cav_Light_Ottoman_Deli_Horsemen"	"ottoman_rebels"	"Ottoman_Rebels_Cav_Light_Ottoman_Deli_Horsemen"	"Cav_Light_Ottoman_Deli_Horsemen"
"Ottoman_Rebels_Gen_Generals_Bodyguard"	"ottoman_rebels"	"Ottoman_Rebels_Gen_Generals_Bodyguard"	"Gen_Generals_Bodyguard"
"Ottoman_Rebels_Inf_Irreg_Ottoman_Azzars"	"ottoman_rebels"	"Ottoman_Rebels_Inf_Irreg_Ottoman_Azzars"	"Inf_Irreg_Ottoman_Azzars"
"Ottoman_Rebels_Inf_Irreg_Ottoman_Bashi_Bazouks"	"ottoman_rebels"	"Ottoman_Rebels_Inf_Irreg_Ottoman_Bashi_Bazouks"	"Inf_Irreg_Ottoman_Bashi_Bazouks"
"Ottoman_Rebels_Inf_Militia_Ottoman_Peasant_Levy"	"ottoman_rebels"	"Ottoman_Rebels_Inf_Militia_Ottoman_Peasant_Levy"	"Inf_Militia_Ottoman_Peasant_Levy"
"Ottoman_Rebels_Inf_Mob_Armed_Populace"	"ottoman_rebels"	"Ottoman_Rebels_Inf_Mob_Armed_Populace"	"Inf_Mob_Armed_Populace"
"Ottoman_Rebels_Inf_Mob_Armed_Populace_Firelock"	"ottoman_rebels"	"Ottoman_Rebels_Inf_Mob_Armed_Populace_Firelock"	"Inf_Mob_Armed_Populace_Firelock"
"Ottomans_Art_Fix_Ottoman_Bombardment_Mortars"	"ottomans"	"Ottomans_Art_Fix_Ottoman_Bombardment_Mortars"	"Art_Fix_Ottoman_Bombardment_Mortars"
"Ottomans_Art_Foot_Ottoman_18_lber"	"ottomans"	"Ottomans_Art_Foot_Ottoman_18_lber"	"Art_Foot_Ottoman_18_lber"
"Ottomans_Art_Foot_Ottoman_9_lber"	"ottomans"	"Ottomans_Art_Foot_Ottoman_9_lber"	"Art_Foot_Ottoman_9_lber"
"Ottomans_Art_Foot_Ottoman_Howitzers"	"ottomans"	"Ottomans_Art_Foot_Ottoman_Howitzers"	"Art_Foot_Ottoman_Howitzers"
"Ottomans_Cav_Heavy_Ottoman_Silahtar_Guard"	"ottomans"	"Ottomans_Cav_Heavy_Ottoman_Silahtar_Guard"	"Cav_Heavy_Ottoman_Silahtar_Guard"
"Ottomans_Cav_Heavy_Ottoman_Siphai_Cavalry"	"ottomans"	"Ottomans_Cav_Heavy_Ottoman_Siphai_Cavalry"	"Cav_Heavy_Ottoman_Siphai_Cavalry"
"Ottomans_Cav_Light_Ottoman_Deli_Horsemen"	"ottomans"	"Ottomans_Cav_Light_Ottoman_Deli_Horsemen"	"Cav_Light_Ottoman_Deli_Horsemen"
"Ottomans_Cav_Miss_Ottoman_Shaturnal_Camel_Gunners"	"ottomans"	"Ottomans_Cav_Miss_Ottoman_Shaturnal_Camel_Gunners"	"Cav_Miss_Ottoman_Shaturnal_Camel_Gunners"
"Ottomans_Gen_Ahmed_Al-Jazzar"	"ottomans"	"Ottomans_Gen_Ahmed_Al-Jazzar"	"Gen_Ahmed_Al-Jazzar"
"Ottomans_Gen_Generals_Bodyguard"	"ottomans"	"Ottomans_Gen_Generals_Bodyguard"	"Gen_Generals_Bodyguard"
"Ottomans_Gen_Ibrahim_Basha"	"ottomans"	"Ottomans_Gen_Ibrahim_Basha"	"Gen_Ibrahim_Basha"
"Ottomans_Gen_Mehmed_Ali"	"ottomans"	"Ottomans_Gen_Mehmed_Ali"	"Gen_Mehmed_Ali"
"Ottomans_Gen_Murad_Bey"	"ottomans"	"Ottomans_Gen_Murad_Bey"	"Gen_Murad_Bey"
"Ottomans_Inf_Gren_Ottoman_Beylik_Janissary_Grenadiers"	"ottomans"	"Ottomans_Inf_Gren_Ottoman_Beylik_Janissary_Grenadiers"	"Inf_Gren_Ottoman_Beylik_Janissary_Grenadiers"
"Ottomans_Inf_Irreg_Ottoman_Azzars"	"ottomans"	"Ottomans_Inf_Irreg_Ottoman_Azzars"	"Inf_Irreg_Ottoman_Azzars"
"Ottomans_Inf_Irreg_Ottoman_Bashi_Bazouks"	"ottomans"	"Ottomans_Inf_Irreg_Ottoman_Bashi_Bazouks"	"Inf_Irreg_Ottoman_Bashi_Bazouks"
"Ottomans_Inf_Light_Ottoman_Nizam_I_Cedit_Light_Infantry"	"ottomans"	"Ottomans_Inf_Light_Ottoman_Nizam_I_Cedit_Light_Infantry"	"Inf_Light_Ottoman_Nizam_I_Cedit_Light_Infantry"
"Ottomans_Inf_Line_Ottoman_Beylik_Janissary_Musketeers"	"ottomans"	"Ottomans_Inf_Line_Ottoman_Beylik_Janissary_Musketeers"	"Inf_Line_Ottoman_Beylik_Janissary_Musketeers"
"Ottomans_Inf_Line_Ottoman_Nizam_I_Cedit_Infantry"	"ottomans"	"Ottomans_Inf_Line_Ottoman_Nizam_I_Cedit_Infantry"	"Inf_Line_Ottoman_Nizam_I_Cedit_Infantry"
"Ottomans_Inf_Line_Provincial_Ottoman_Nizam_I_Cedit"	"ottomans"	"Ottomans_Inf_Line_Provincial_Ottoman_Nizam_I_Cedit"	"Inf_Line_Provincial_Ottoman_Nizam_I_Cedit"
"Ottomans_Inf_Melee_Ottoman_Cemaat_Janissaries"	"ottomans"	"Ottomans_Inf_Melee_Ottoman_Cemaat_Janissaries"	"Inf_Melee_Ottoman_Cemaat_Janissaries"
"Ottomans_Inf_Militia_Ottoman_Libyan_Bedouin"	"ottomans"	"Ottomans_Inf_Militia_Ottoman_Libyan_Bedouin"	"Inf_Militia_Ottoman_Libyan_Bedouin"
"Ottomans_Inf_Militia_Ottoman_Palestinian_Auxiliaries"	"ottomans"	"Ottomans_Inf_Militia_Ottoman_Palestinian_Auxiliaries"	"Inf_Militia_Ottoman_Palestinian_Auxiliaries"
"Ottomans_Inf_Militia_Ottoman_Peasant_Levy"	"ottomans"	"Ottomans_Inf_Militia_Ottoman_Peasant_Levy"	"Inf_Militia_Ottoman_Peasant_Levy"
"Ottomans_Inf_Mob_Armed_Populace"	"ottomans"	"Ottomans_Inf_Mob_Armed_Populace"	"Inf_Mob_Armed_Populace"
"Ottomans_Inf_Mob_Armed_Populace_Firelock"	"ottomans"	"Ottomans_Inf_Mob_Armed_Populace_Firelock"	"Inf_Mob_Armed_Populace_Firelock"
"Ottomans_Inf_Skirm_Nizam_I_Cedit_Rifles"	"ottomans"	"Ottomans_Inf_Skirm_Nizam_I_Cedit_Rifles"	"Inf_Skirm_Nizam_I_Cedit_Rifles"
"Ottomans_Mounted_Inf_Ottoman_Mounted_Nizam_I_Cedit"	"ottomans"	"Ottomans_Mounted_Inf_Ottoman_Mounted_Nizam_I_Cedit"	"Mounted_Inf_Ottoman_Mounted_Nizam_I_Cedit"
"Savoy_Art_Foot_12_lber"	"piedmont_savoy"	"Savoy_Art_Foot_12_lber"	"Art_Foot_12_lber"
"Savoy_Art_Foot_6_lber"	"piedmont_savoy"	"Savoy_Art_Foot_6_lber"	"Art_Foot_6_lber"
"Savoy_Art_Foot_7_lber_Howitzer"	"piedmont_savoy"	"Savoy_Art_Foot_7_lber_Howitzer"	"Art_Foot_7_lber_Howitzer"
"Savoy_Art_Horse_6_lber"	"piedmont_savoy"	"Savoy_Art_Horse_6_lber"	"Art_Horse_6_lber"
"Savoy_Cav_Heavy_Dragoons"	"piedmont_savoy"	"Savoy_Cav_Heavy_Dragoons"	"Cav_Heavy_Dragoons"
"Savoy_Cav_Heavy_Life_Guards_of_Horse"	"piedmont_savoy"	"Savoy_Cav_Heavy_Life_Guards_of_Horse"	"Cav_Heavy_Life_Guards_of_Horse"
"Savoy_Gen_Generals_Staff"	"piedmont_savoy"	"Savoy_Gen_Generals_Staff"	"Gen_Generals_Staff"
"Savoy_Inf_Elite_Grenadier_Guards"	"piedmont_savoy"	"Savoy_Inf_Elite_Grenadier_Guards"	"Inf_Elite_Grenadier_Guards"
"Savoy_Inf_Line_Line_Infantry"	"piedmont_savoy"	"Savoy_Inf_Line_Line_Infantry"	"Inf_Line_Line_Infantry"
"Savoy_Inf_Militia_Militia"	"piedmont_savoy"	"Savoy_Inf_Militia_Militia"	"Inf_Militia_Militia"
"Savoy_Inf_Mob_Armed_Citizenry"	"piedmont_savoy"	"Savoy_Inf_Mob_Armed_Citizenry"	"Inf_Mob_Armed_Citizenry"
"Poland_Art_Foot_12_lber"	"poland_lithuania"	"Poland_Art_Foot_12_lber"	"Art_Foot_12_lber"
"Poland_Art_Foot_6_lber"	"poland_lithuania"	"Poland_Art_Foot_6_lber"	"Art_Foot_6_lber"
"Poland_Art_Foot_7_lber_Howitzer"	"poland_lithuania"	"Poland_Art_Foot_7_lber_Howitzer"	"Art_Foot_7_lber_Howitzer"
"Poland_Art_Horse_6_lber"	"poland_lithuania"	"Poland_Art_Horse_6_lber"	"Art_Horse_6_lber"
"Poland_Cav_Heavy_Cuirassiers"	"poland_lithuania"	"Poland_Cav_Heavy_Cuirassiers"	"Cav_Heavy_Cuirassiers"
"Poland_Cav_Lancer_Lancers"	"poland_lithuania"	"Poland_Cav_Lancer_Lancers"	"Cav_Lancer_Lancers"
"Poland_Cav_Light_Hussars"	"poland_lithuania"	"Poland_Cav_Light_Hussars"	"Cav_Light_Hussars"
"Poland_Gen_Generals_Staff"	"poland_lithuania"	"Poland_Gen_Generals_Staff"	"Gen_Generals_Staff"
"Poland_Inf_Gren_Grenadiers"	"poland_lithuania"	"Poland_Inf_Gren_Grenadiers"	"Inf_Gren_Grenadiers"
"Poland_Inf_Light_Light_Infantry"	"poland_lithuania"	"Poland_Inf_Light_Light_Infantry"	"Inf_Light_Light_Infantry"
"Poland_Inf_Line_Line_Infantry"	"poland_lithuania"	"Poland_Inf_Line_Line_Infantry"	"Inf_Line_Line_Infantry"
"Poland_Inf_Militia_Militia"	"poland_lithuania"	"Poland_Inf_Militia_Militia"	"Inf_Militia_Militia"
"Poland_Inf_Mob_Armed_Citizenry"	"poland_lithuania"	"Poland_Inf_Mob_Armed_Citizenry"	"Inf_Mob_Armed_Citizenry"
"Portugal_Art_Foot_Portuguese_12_lber"	"portugal"	"Portugal_Art_Foot_Portuguese_12_lber"	"Art_Foot_Portuguese_12_lber"
"Portugal_Art_Foot_Portuguese_6_lber"	"portugal"	"Portugal_Art_Foot_Portuguese_6_lber"	"Art_Foot_Portuguese_6_lber"
"Portugal_Art_Foot_Portuguese_9_lber"	"portugal"	"Portugal_Art_Foot_Portuguese_9_lber"	"Art_Foot_Portuguese_9_lber"
"Portugal_Cav_Stand_Portuguese_Cavalry"	"portugal"	"Portugal_Cav_Stand_Portuguese_Cavalry"	"Cav_Stand_Portuguese_Cavalry"
"Portugal_Gen_Antonio_Henriques"	"portugal"	"Portugal_Gen_Antonio_Henriques"	"Gen_Antonio_Henriques"
"Portugal_Gen_Generals_Staff"	"portugal"	"Portugal_Gen_Generals_Staff"	"Gen_Generals_Staff"
"Portugal_Gen_Gomes_Freire_de_Andrade"	"portugal"	"Portugal_Gen_Gomes_Freire_de_Andrade"	"Gen_Gomes_Freire_de_Andrade"
"Portugal_Gen_Luis_do_Rego_Barreto"	"portugal"	"Portugal_Gen_Luis_do_Rego_Barreto"	"Gen_Luis_do_Rego_Barreto"
"Portugal_Inf_Gren_Portuguese_Grenadiers"	"portugal"	"Portugal_Inf_Gren_Portuguese_Grenadiers"	"Inf_Gren_Portuguese_Grenadiers"
"Portugal_Inf_Light_Portuguese_Cazadores"	"portugal"	"Portugal_Inf_Light_Portuguese_Cazadores"	"Inf_Light_Portuguese_Cazadores"
"Portugal_Inf_Line_Portuguese_Infantry"	"portugal"	"Portugal_Inf_Line_Portuguese_Infantry"	"Inf_Line_Portuguese_Infantry"
"Portugal_Inf_Militia_Portuguese_Militia"	"portugal"	"Portugal_Inf_Militia_Portuguese_Militia"	"Inf_Militia_Portuguese_Militia"
"Portugal_Inf_Mob_Portuguese_Ordenza"	"portugal"	"Portugal_Inf_Mob_Portuguese_Ordenza"	"Inf_Mob_Portuguese_Ordenza"
"Portugal_Inf_Skirm_Portuguese_Tiradores"	"portugal"	"Portugal_Inf_Skirm_Portuguese_Tiradores"	"Inf_Skirm_Portuguese_Tiradores"
"Prussia_Art_Fix_Prussian_Rocket_Troop"	"prussia"	"Prussia_Art_Fix_Prussian_Rocket_Troop"	"Art_Fix_Prussian_Rocket_Troop"
"Prussia_Art_Foot_Prussian_12_lber"	"prussia"	"Prussia_Art_Foot_Prussian_12_lber"	"Art_Foot_Prussian_12_lber"
"Prussia_Art_Foot_Prussian_6_lber"	"prussia"	"Prussia_Art_Foot_Prussian_6_lber"	"Art_Foot_Prussian_6_lber"
"Prussia_Art_Foot_Prussian_7_lber_Howitzer"	"prussia"	"Prussia_Art_Foot_Prussian_7_lber_Howitzer"	"Art_Foot_Prussian_7_lber_Howitzer"
"Prussia_Art_Foot_Prussian_Experimental_Howitzer"	"prussia"	"Prussia_Art_Foot_Prussian_Experimental_Howitzer"	"Art_Foot_Prussian_Experimental_Howitzer"
"Prussia_Art_Horse_Prussian_6_lber"	"prussia"	"Prussia_Art_Horse_Prussian_6_lber"	"Art_Horse_Prussian_6_lber"
"Prussia_Cav_Heavy_Prussian_Cuirassiers"	"prussia"	"Prussia_Cav_Heavy_Prussian_Cuirassiers"	"Cav_Heavy_Prussian_Cuirassiers"
"Prussia_Cav_Heavy_Prussian_Dragoons"	"prussia"	"Prussia_Cav_Heavy_Prussian_Dragoons"	"Cav_Heavy_Prussian_Dragoons"
"Prussia_Cav_Heavy_Republican_Horse_Guards"	"prussia"	"Prussia_Cav_Heavy_Republican_Horse_Guards"	"Cav_Heavy_Republican_Horse_Guards"
"Prussia_Cav_Lancer_Prussian_Brandenburg_Uhlans"	"prussia"	"Prussia_Cav_Lancer_Prussian_Brandenburg_Uhlans"	"Cav_Lancer_Prussian_Brandenburg_Uhlans"
"Prussia_Cav_Lancer_Prussian_Lancers"	"prussia"	"Prussia_Cav_Lancer_Prussian_Lancers"	"Cav_Lancer_Prussian_Lancers"
"Prussia_Cav_Lancer_Prussian_Towarczys"	"prussia"	"Prussia_Cav_Lancer_Prussian_Towarczys"	"Cav_Lancer_Prussian_Towarczys"
"Prussia_Cav_Light_Prussian_Hussars"	"prussia"	"Prussia_Cav_Light_Prussian_Hussars"	"Cav_Light_Prussian_Hussars"
"Prussia_Gen_Count_von_Gneisenau"	"prussia"	"Prussia_Gen_Count_von_Gneisenau"	"Gen_Count_von_Gneisenau"
"Prussia_Gen_Generals_Staff"	"prussia"	"Prussia_Gen_Generals_Staff"	"Gen_Generals_Staff"
"Prussia_Gen_Gerhard_Blucher"	"prussia"	"Prussia_Gen_Gerhard_Blucher"	"Gen_Gerhard_Blucher"
"Prussia_Gen_Gerhard_von_Scharnhorst"	"prussia"	"Prussia_Gen_Gerhard_von_Scharnhorst"	"Gen_Gerhard_von_Scharnhorst"
"Prussia_Inf_Elite_Prussian_Foot_Guards"	"prussia"	"Prussia_Inf_Elite_Prussian_Foot_Guards"	"Inf_Elite_Prussian_Foot_Guards"
"Prussia_Inf_Elite_Prussian_Life_Regiment"	"prussia"	"Prussia_Inf_Elite_Prussian_Life_Regiment"	"Inf_Elite_Prussian_Life_Regiment"
"Prussia_Inf_Elite_Republican_Guards"	"prussia"	"Prussia_Inf_Elite_Republican_Guards"	"Inf_Elite_Republican_Guards"
"Prussia_Inf_Gren_Prussian_East_Prussian_Grenadiers"	"prussia"	"Prussia_Inf_Gren_Prussian_East_Prussian_Grenadiers"	"Inf_Gren_Prussian_East_Prussian_Grenadiers"
"Prussia_Inf_Gren_Prussian_Grenadiers"	"prussia"	"Prussia_Inf_Gren_Prussian_Grenadiers"	"Inf_Gren_Prussian_Grenadiers"
"Prussia_Inf_Light_Prussian_Fusiliers"	"prussia"	"Prussia_Inf_Light_Prussian_Fusiliers"	"Inf_Light_Prussian_Fusiliers"
"Prussia_Inf_Line_Prussian_Musketeers"	"prussia"	"Prussia_Inf_Line_Prussian_Musketeers"	"Inf_Line_Prussian_Musketeers"
"Prussia_Inf_Militia_Prussian_Landwehr"	"prussia"	"Prussia_Inf_Militia_Prussian_Landwehr"	"Inf_Militia_Prussian_Landwehr"
"Prussia_Inf_Mob_Armed_Citizenry"	"prussia"	"Prussia_Inf_Mob_Armed_Citizenry"	"Inf_Mob_Armed_Citizenry"
"Prussia_Inf_Skirm_Prussian_Jager"	"prussia"	"Prussia_Inf_Skirm_Prussian_Jager"	"Inf_Skirm_Prussian_Jager"
"Prussia_Inf_Skirm_Prussian_Silesian_Schuetzen"	"prussia"	"Prussia_Inf_Skirm_Prussian_Silesian_Schuetzen"	"Inf_Skirm_Prussian_Silesian_Schuetzen"
"Prussian_Rebels_Art_Foot_12_lber"	"prussian_rebels"	"Prussian_Rebels_Art_Foot_12_lber"	"Art_Foot_12_lber"
"Prussian_Rebels_Art_Foot_7_lber_Howitzer"	"prussian_rebels"	"Prussian_Rebels_Art_Foot_7_lber_Howitzer"	"Art_Foot_7_lber_Howitzer"
"Prussian_Rebels_Art_Horse_6_lber"	"prussian_rebels"	"Prussian_Rebels_Art_Horse_6_lber"	"Art_Horse_6_lber"
"Prussian_Rebels_Cav_Heavy_Dragoons"	"prussian_rebels"	"Prussian_Rebels_Cav_Heavy_Dragoons"	"Cav_Heavy_Dragoons"
"Prussian_Rebels_Cav_Lancer_Lancers"	"prussian_rebels"	"Prussian_Rebels_Cav_Lancer_Lancers"	"Cav_Lancer_Lancers"
"Prussian_Rebels_Cav_Light_Hussars"	"prussian_rebels"	"Prussian_Rebels_Cav_Light_Hussars"	"Cav_Light_Hussars"
"Prussian_Rebels_Gen_Generals_Staff"	"prussian_rebels"	"Prussian_Rebels_Gen_Generals_Staff"	"Gen_Generals_Staff"
"Prussian_Rebels_Inf_Elite_Life_Regiment"	"prussian_rebels"	"Prussian_Rebels_Inf_Elite_Life_Regiment"	"Inf_Elite_Life_Regiment"
"Prussian_Rebels_Inf_Gren_Grenadiers"	"prussian_rebels"	"Prussian_Rebels_Inf_Gren_Grenadiers"	"Inf_Gren_Grenadiers"
"Prussian_Rebels_Inf_Light_Fusiliers"	"prussian_rebels"	"Prussian_Rebels_Inf_Light_Fusiliers"	"Inf_Light_Fusiliers"
"Prussian_Rebels_Inf_Line_Musketeers"	"prussian_rebels"	"Prussian_Rebels_Inf_Line_Musketeers"	"Inf_Line_Musketeers"
"Prussian_Rebels_Inf_Militia_Landwehr"	"prussian_rebels"	"Prussian_Rebels_Inf_Militia_Landwehr"	"Inf_Militia_Landwehr"
"Prussian_Rebels_Inf_Mob_Armed_Citizenry"	"prussian_rebels"	"Prussian_Rebels_Inf_Mob_Armed_Citizenry"	"Inf_Mob_Armed_Citizenry"
"Prussian_Rebels_Inf_Skirm_Jager"	"prussian_rebels"	"Prussian_Rebels_Inf_Skirm_Jager"	"Inf_Skirm_Jager"
"Romania_Art_Foot_12_lber"	"romania"	"Romania_Art_Foot_12_lber"	"Art_Foot_12_lber"
"Romania_Art_Foot_6_lber"	"romania"	"Romania_Art_Foot_6_lber"	"Art_Foot_6_lber"
"Romania_Art_Foot_7_lber_Howitzer"	"romania"	"Romania_Art_Foot_7_lber_Howitzer"	"Art_Foot_7_lber_Howitzer"
"Romania_Art_Horse_6_lber"	"romania"	"Romania_Art_Horse_6_lber"	"Art_Horse_6_lber"
"Romania_Cav_Heavy_Dragoons"	"romania"	"Romania_Cav_Heavy_Dragoons"	"Cav_Heavy_Dragoons"
"Romania_Cav_Light_Hussars"	"romania"	"Romania_Cav_Light_Hussars"	"Cav_Light_Hussars"
"Romania_Gen_Generals_Staff"	"romania"	"Romania_Gen_Generals_Staff"	"Gen_Generals_Staff"
"Romania_Inf_Gren_Grenadiers"	"romania"	"Romania_Inf_Gren_Grenadiers"	"Inf_Gren_Grenadiers"
"Romania_Inf_Line_Line_Infantry"	"romania"	"Romania_Inf_Line_Line_Infantry"	"Inf_Line_Line_Infantry"
"Romania_Inf_Militia_Militia"	"romania"	"Romania_Inf_Militia_Militia"	"Inf_Militia_Militia"
"Romania_Inf_Mob_Armed_Citizenry"	"romania"	"Romania_Inf_Mob_Armed_Citizenry"	"Inf_Mob_Armed_Citizenry"
"Romania_Inf_Skirm_Jager"	"romania"	"Romania_Inf_Skirm_Jager"	"Inf_Skirm_Jager"
"Russia_Art_Fix_Russian_Rocket_Troop"	"russia"	"Russia_Art_Fix_Russian_Rocket_Troop"	"Art_Fix_Russian_Rocket_Troop"
"Russia_Art_Foot_Russian_10_lber_Unicorn"	"russia"	"Russia_Art_Foot_Russian_10_lber_Unicorn"	"Art_Foot_Russian_10_lber_Unicorn"
"Russia_Art_Foot_Russian_12_lber"	"russia"	"Russia_Art_Foot_Russian_12_lber"	"Art_Foot_Russian_12_lber"
"Russia_Art_Foot_Russian_20_lber_Unicorn"	"russia"	"Russia_Art_Foot_Russian_20_lber_Unicorn"	"Art_Foot_Russian_20_lber_Unicorn"
"Russia_Art_Foot_Russian_6_lber"	"russia"	"Russia_Art_Foot_Russian_6_lber"	"Art_Foot_Russian_6_lber"
"Russia_Art_Foot_Russian_Experimental_Howitzer"	"russia"	"Russia_Art_Foot_Russian_Experimental_Howitzer"	"Art_Foot_Russian_Experimental_Howitzer"
"Russia_Art_Horse_Russian_6_lber"	"russia"	"Russia_Art_Horse_Russian_6_lber"	"Art_Horse_Russian_6_lber"
