version 1, schema advice_levels_tables
Key(string)	Thread_Name(string)	advice_thread_level(int)	points_needed(int)	game_area(string)	category(string)	sub_category(string)	max_repeat_count(int)	repeat_interval(int)	pause_battle(boolean)	priority_level(int)	high_verbosity_only(boolean)	locatable(boolean)	parameter(string)	on_display_script(optstring)	suppressible(boolean)	unknown15(boolean)	unknown16(boolean)	audio_clip(string)
"-241052794"	"1022a_Campaign_Advice_UI_Set_Taxes_Slider_Thread"	1	1	"Campaign"	"UI"	"Sliders"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"-237447599"	"1014f_Campaign_Advice_UI_Diplomacy_Panel_Thread"	1	1	"Campaign"	"UI"	"Buttons"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"-234487411"	"0023_Battle_Advice_Outflanking_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	2	true	false	"none"	""	false	true	false	"n"
"-234324348"	"4024_Campaign_Advice_AI_Research_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"
"-225357316"	"5230_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-219212433"	"4023_Campaign_Advice_AI_Research_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"
"-208627057"	"0816_bat_tut_strafing_camera"	1	1	"Battle"	"Tutorial"	"1"	1	1	false	1	false	false	"none"	""	false	false	false	"n"
"-198409726"	"1071_Campaign_Advice_Character_Selected_Thread"	1	1	"Campaign"	"Characters"	"Agents"	1	0	false	2	false	false	"none"	""	false	false	false	"n"
"-194615910"	"1215_Campaign_Advice_UI_Help_Details_Thread"	1	1	"Campaign"	"UI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"
"-192886419"	"5199_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-188258973"	"5017_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-176910586"	"5036_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-175988330"	"5084_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-174893187"	"1202_Campaign_Advice_UI_Help_Buildings_Thread"	1	1	"Campaign"	"UI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"
"-174045022"	"5056_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-173615649"	"0123_Battle_Advice_Howitzers_Thread"	1	1	"Battle"	"Units"	"Land"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"-168058357"	"0075_Battle_Advice_Artillery_Deployment_Thread"	1	1	"Battle"	"Units"	"Deployment"	2	2	false	2	false	false	"none"	""	false	false	false	"n"
"-160700882"	"1075_Campaign_Advice_Character_Selected_Thread"	1	1	"Campaign"	"Characters"	"Pirates"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"-157988888"	"1184_Campaign_Advice_Warning_Bankrupt_Thread"	1	1	"Campaign"	"Warnings"	"Bankruptcy"	0	2	false	1	false	false	"none"	""	false	false	false	"n"
"-155246553"	"0732_ep_bat_2_intro"	1	1	"Battle"	"Episodic"	"1"	1	1	false	0	false	false	"none"	""	false	false	false	"n"
"-154269326"	"3101_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-152525085"	"1183_Campaign_Advice_Research_Halted_Thread"	1	20	"Campaign"	"Warnings"	"Research"	0	3	false	1	false	false	"none"	""	false	false	false	"n"
"-146349219"	"5031_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-145936557"	"0190_Battle_Advice_Left_Broadside_Button_Thread"	1	1	"Naval Battle"	"UI"	"Buttons"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"-144246646"	"5232_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-140148580"	"3075_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-135169234"	"5091_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-134567048"	"3033_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-132949274"	"0703_ep_1_shroud_2_unlocked"	1	1	"Campaign"	"Episodic"	"1"	100	1	false	0	false	false	"none"	""	false	false	false	"n"
"-124656062"	"5208_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-122702475"	"1015_Campaign_Advice_UI_Prestige_Panel_Thread"	1	1	"Campaign"	"UI"	"Panels"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"-111077650"	"0185_Battle_Advice_Naval_Round_Shot_Thread"	1	1	"Naval Battle"	"Units"	"Ammo"	1	0	false	2	false	false	"none"	""	false	false	false	"n"
"-110387293"	"4035_Campaign_Advice_AI_Research_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"
"-109318922"	"0145_Battle_Advice_Kill_Their_General_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	3	true	false	"none"	""	false	false	false	"n"
"-105179146"	"1042_Campaign_Advice_UI_Incoming_Message_Thread"	1	1	"Campaign"	"UI"	"Messages"	1	0	false	1	true	false	"none"	""	false	false	false	"n"
"-98507501"	"0135_Battle_Advice_Irregular_Troops_Thread"	1	1	"Battle"	"Units"	"Land"	1	0	false	2	true	false	"none"	""	false	false	false	"n"
"-97375295"	"0184_Battle_Advice_Hiding_At_Sea_Thread"	1	1	"Naval Battle"	"Units"	"Tactics"	1	0	false	3	true	false	"none"	""	false	false	false	"n"
"-93615626"	"5114_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-92389698"	"0169_Battle_Advice_Frigate_Characteristics_Thread"	1	1	"Naval Battle"	"Units"	"Naval"	1	0	false	2	false	false	"none"	""	false	false	false	"n"
"-89087258"	"3219_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-88556559"	"5105_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-88285416"	"5218_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-85917859"	"5215_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-85499791"	"0019_Battle_Advice_Fight_To_The_Death_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	2	true	false	"none"	""	false	false	false	"n"
"-82261605"	"5026_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-82202670"	"3133_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-77363709"	"3179_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-73737536"	"0805_bat_tut_morale"	1	1	"Battle"	"Tutorial"	"1"	1	1	false	1	false	false	"none"	""	false	false	false	"n"
"-66325824"	"0183_Battle_Advice_Weather_Gauge_Thread"	1	1	"Naval Battle"	"Units"	"Formations"	1	0	false	3	false	false	"none"	""	false	false	false	"n"
"-62652922"	"3003_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-56839928"	"1099_Campaign_Advice_Government_Type_Thread"	1	1	"Campaign"	"Government"	"Type"	1	0	false	2	false	false	"none"	""	false	false	false	"n"
"-44546044"	"5254_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-36544127"	"4044_Campaign_Advice_AI_Research_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"
"-30884661"	"5103_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-27800320"	"5089_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-27409666"	"3142_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-25508009"	"3090_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-23369280"	"4085_Campaign_Advice_AI_Research_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"
"-20296952"	"5137_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-12280667"	"5086_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-10809208"	"5112_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-4470508"	"3184_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-2693399"	"0144_Battle_Advice_Defending_Forts_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"164466"	"1148_Campaign_Advice_Port_Blockaded_Thread"	1	1	"Campaign"	"Features"	"Blockades"	1	0	false	1	false	true	"port"	""	false	false	false	"n"
"4066993"	"1096b_Campaign_Advice_Ungarrisoned_Region_Thread"	1	1	"Campaign"	"Slots"	"Garrisons"	0	1	false	1	true	true	"region"	""	false	false	false	"n"
"5978166"	"0086_Battle_Advice_Fighting_Elephants_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	1	true	false	"none"	""	false	false	false	"n"
"6619953"	"3010_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"11026539"	"1071_Campaign_Advice_Character_Selected_Thread"	4	12	"Campaign"	"Characters"	"Agents"	1	0	false	2	false	false	"none"	""	false	false	false	"n"
"11188541"	"3124_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"17591341"	"0033_Battle_Advice_Cavalry_Cycle_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	3	true	false	"none"	""	false	false	false	"n"
"22903610"	"3215_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"24938511"	"5037_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"31183906"	"3207_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"31286299"	"0804_bat_tut_right_click_attack"	1	1	"Battle"	"Tutorial"	"1"	1	1	false	1	false	false	"none"	""	false	false	false	"n"
"34840220"	"1175_Campaign_Advice_Change_Minister_Thread"	1	10	"Campaign"	"Characters"	"Replace"	0	1	false	3	true	true	"character"	""	false	false	false	"n"
"37156607"	"0202_Battle_Advice_Siege_Sapping_Thread"	1	1	"Battle"	"Siege"	"Attack"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"1151086989"	"5167_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"1152775702"	"0717_ep_1_garrisoned_units_3"	1	1	"Campaign"	"Episodic"	"1"	1	1	false	0	false	false	"none"	""	false	false	false	"n"
"1154063823"	"1019_Campaign_Advice_UI_Technology_Panel_Thread"	3	6	"Campaign"	"UI"	"Panels"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"1154728376"	"5002_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"1169098043"	"0150_Battle_Advice_Target_Their_Weaknesses_Thread"	1	1	"Naval Battle"	"Units"	"Naval"	1	0	false	2	true	false	"none"	""	false	false	false	"n"
"1169151428"	"0163_Battle_Advice_Ship_Captured_Thread"	1	1	"Naval Battle"	"Units"	"Naval"	1	0	false	1	false	true	"battle_ship"	""	false	false	false	"n"
"1170317847"	"0047_Battle_Advice_Good_Artillery_Target_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	1	true	false	"none"	""	false	false	false	"n"
"1172572278"	"4068_Campaign_Advice_AI_Research_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"
"1176638359"	"0006_Battle_Advice_Player_Outnumbered_Thread"	3	3	"Battle"	"Units"	"Tactics"	0	4	false	3	true	false	"none"	""	false	false	false	"n"
"1181858998"	"3203_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"1182792960"	"3156_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"1183411151"	"0735_ep_1_recruitment_queue"	1	1	"Campaign"	"Episodic"	"1"	1	1	false	0	false	false	"none"	""	false	false	false	"n"
"1394471961"	"3034_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"1398483380"	"3152_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"1400166497"	"1069a_Campaign_Advice_Character_Selected_Thread"	1	1	"Campaign"	"Characters"	"Agents"	1	0	false	2	false	false	"none"	""	false	false	false	"n"
"1402760909"	"3198_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"1412070137"	"1065_Campaign_Advice_Character_Selected_Thread"	6	25	"Campaign"	"Characters"	"Commanders"	1	0	false	2	false	false	"none"	""	false	false	false	"n"
"1420018541"	"3076_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"1422760764"	"5166_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"1424352004"	"0103_Battle_Advice_Melee_Button_Thread"	1	2	"Battle"	"UI"	"Buttons"	1	0	false	1	true	false	"none"	""	false	false	false	"n"
"1426874090"	"5080_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"1429281375"	"1068_Campaign_Advice_Character_Selected_Thread"	1	1	"Campaign"	"Characters"	"Agents"	1	0	false	2	false	false	"none"	""	false	false	false	"n"
"1431102331"	"0091_Battle_Advice_Facing_Cavalry_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"1447626053"	"1004_Campaign_Advice_Ottoman_Initial_Turns_Thread"	1	1	"Campaign"	"Factions"	"Initial"	0	0	false	0	false	false	"none"	""	false	false	false	"n"
"2038440041"	"4067_Campaign_Advice_AI_Research_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"
"2045097248"	"1081_Campaign_Advice_Right_Click_Details_Thread"	3	6	"Campaign"	"UI"	"Panels"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"2045945760"	"5058_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"2047305771"	"1014d_Campaign_Advice_UI_Diplomacy_Panel_Thread"	1	1	"Campaign"	"UI"	"Buttons"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"2048119369"	"5203_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"2048785608"	"1158_Campaign_Advice_Build_Industrial_Thread"	1	2	"Campaign"	"Suggestions"	"Building"	0	5	false	2	true	true	"region_slot"	""	false	false	false	"n"
"2051045331"	"1141_Campaign_Advice_Warning_Population_Thread"	1	5	"Campaign"	"Warnings"	"Population"	0	3	false	1	false	true	"region"	""	false	false	false	"n"
"2059425148"	"3197_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"2064380940"	"3061_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"2073557980"	"4032_Campaign_Advice_AI_Research_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"
"2073993693"	"0188_Battle_Advice_Naval_Radar_Map_Thread"	1	1	"Naval Battle"	"UI"	"HUD"	1	0	false	1	true	false	"none"	""	false	false	false	"n"
"38575449"	"5154_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"38812162"	"0042_Battle_Advice_Cavalry_Against_Camels_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	1	true	false	"none"	""	false	false	false	"n"
"44290589"	"0049_Battle_Advice_Poor_Artillery_Target_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	1	true	false	"none"	""	false	false	false	"n"
"56130669"	"1120_Campaign_Advice_Warning_Revolution_Thread"	1	1	"Campaign"	"Warnings"	"Revolutions"	0	1	false	1	false	true	"region"	""	false	false	false	"n"
"59529986"	"1094_Campaign_Advice_Slums_Appear_Thread"	2	3	"Campaign"	"Slots"	"Slums"	1	0	false	1	false	true	"region_slot"	""	false	false	false	"n"
"68074087"	"1092_Campaign_Advice_Region_Capital_Thread"	1	1	"Campaign"	"Slots"	"Cities"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"68241043"	"1086_Campaign_Advice_Ambush_Thread"	1	1	"Campaign"	"Character"	"Movement"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"70141776"	"1057_Campaign_Advice_Slot_Selected_Thread"	1	1	"Campaign"	"Slots"	"Ports"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"73044707"	"1187_Campaign_Advice_End_Year_Report_Thread"	1	1	"Campaign"	"UI"	"Messages"	1	0	false	1	true	false	"none"	""	false	false	false	"n"
"74393512"	"0714_ep1_end_turn"	1	1	"Campaign"	"Episodic"	"1"	1	3	false	0	false	false	"none"	""	false	false	false	"n"
"77909409"	"1069_Campaign_Advice_Character_Selected_Thread"	3	8	"Campaign"	"Characters"	"Agents"	1	0	false	2	false	false	"none"	""	false	false	false	"n"
"79709028"	"5100_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"80786550"	"5172_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"81764695"	"5029_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"82168132"	"5190_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"87716186"	"5216_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"92458083"	"1121_Campaign_Advice_Warning_Clamour_Reform_Thread"	1	1	"Campaign"	"Warnings"	"Reform"	0	5	false	1	false	true	"region"	""	false	false	false	"n"
"93066875"	"3118_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"96726372"	"0736_ep_1_Jamestown_recruitment"	1	1	"Campaign"	"Episodic"	"1"	3	3	false	0	false	false	"none"	""	false	false	false	"n"
"97123942"	"0101_Battle_Advice_Hour_Glass_Thread"	1	1	"Battle"	"UI"	"HUD"	1	0	false	1	true	false	"none"	""	false	false	false	"n"
"102894246"	"5188_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"111349601"	"0008_Battle_Advice_Player_Defending_Hill_Thread"	2	2	"Battle"	"Units"	"Tactics"	1	4	false	3	true	false	"none"	""	false	false	false	"n"
"111920871"	"3074_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"113649401"	"1039_Campaign_Advice_UI_Prebattle_Panel_Thread"	2	2	"Campaign"	"UI"	"Panels"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"118827822"	"3158_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"122378402"	"0741_ep_2_recruit_natives"	1	1	"Campaign"	"Episodic"	"2"	1	1	false	0	false	false	"none"	""	false	false	false	"n"
"124410149"	"0002_Battle_Advice_Enemy_Forming_Up_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	4	false	2	true	false	"none"	""	false	false	false	"n"
"125086532"	"3067_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"126614197"	"3132_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"129929020"	"4062_Campaign_Advice_AI_Research_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"
"131718024"	"0067_Battle_Advice_Distract_The_Enemy_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	3	true	false	"none"	""	false	false	false	"n"
"132393743"	"0072_Campaign_Advice_Mountain_Passes_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	2	true	false	"none"	""	false	false	false	"n"
"136682062"	"3211_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"137476954"	"0053_Battle_Advice_Artillery_Vs_Elephants_Thread"	2	2	"Battle"	"Units"	"Tactics"	0	1	false	2	false	false	"none"	""	false	false	false	"n"
"137821385"	"0176_Battle_Advice_Sailing_Into_Wind_Thread"	1	1	"Naval Battle"	"Units"	"Tactics"	1	0	false	1	true	false	"none"	""	false	false	false	"n"
"143874018"	"0027_Battle_Advice_Reserves_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	2	true	false	"none"	""	false	false	false	"n"
"151876182"	"1010_Campaign_Advice_Mughal_Initial_Turns_Thread"	1	1	"Campaign"	"Factions"	"Initial"	0	0	false	0	false	false	"none"	""	false	false	false	"n"
"153226663"	"0110_Battle_Advice_Defences_Chevaux_Thread"	1	1	"Battle"	"Units"	"Land"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"158073737"	"3233_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"160565684"	"1111_Campaign_Advice_Slots_Thread"	1	1	"Campaign"	"Features"	"Slots"	1	0	false	2	false	false	"none"	""	false	false	false	"n"
"186164476"	"1154_Campaign_Advice_Port_Blockaded_Thread"	1	1	"Campaign"	"Features"	"Blockades"	1	0	false	1	false	true	"port"	""	false	false	false	"n"
"194008638"	"5196_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"200587099"	"3155_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"207683567"	"1079a_Campaign_Advice_Right_Click_Details_Thread"	1	1	"Campaign"	"UI"	"Panels"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"214835431"	"5013_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"230009517"	"1089_Campaign_Advice_Town_Appears_Thread"	1	1	"Campaign"	"Slots"	"Towns"	0	5	false	1	false	true	"region"	""	false	false	false	"n"
"234855394"	"5143_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"242012776"	"3079_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"243207387"	"3239_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"259232068"	"1079b_Campaign_Advice_Right_Click_Details_Thread"	1	1	"Campaign"	"UI"	"Panels"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"259529015"	"0094_Battle_Advice_Line_Wavering_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	1	true	true	"battle_unit"	""	false	false	false	"n"
"268406185"	"3202_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
