version 2, schema cdir_events_dilemma_option_junctions_tables, guid 00f66b40-f5e5-49f2-a0ef-4003f35a7b79
unknown1(string)	unknown2(int)	unknown3(float)	unknown4(string)	unknown5(optstring)
"d_otomo_baptism"	8475	0	"CND_CONSTRUCTING_BUILDING_CHAIN"	"SHO_Christian"
"d_otomo_baptism"	8485	0	"CND_TECHNOLOGY_RESEARCHED"	"shogun_civil_religion_otomo_essence_of_the_spirit"
"d_otomo_baptism"	8491	0	"VAR_CHANCE"	"8"
"d_otomo_baptism"	8497	0	"CND_FIRST_ROUND"	"20"
"d_otomo_baptism"	8501	0	"CND_UNIQUE"	nil
"d_otomo_baptism"	8511	0	"VAR_FOLLOWUP_CHANCE"	"50"
"d_otomo_baptism"	8515	0	"GEN_TARGET_NONE"	nil
"d_otomo_embassy"	8522	0	"CND_CAMPAIGN"	"jap_shogun"
"d_otomo_embassy"	8525	0	"CND_FACTION"	"otomo"
"d_otomo_embassy"	8526	0	"CND_BUILDING_LEVEL"	"SHO_Port_4_Nanban_Quarter"
"d_otomo_embassy"	8527	0	"CND_BUILDING_CHAIN"	"SHO_Christian"
"d_otomo_embassy"	8531	0	"CND_TECHNOLOGY_RESEARCHED"	"shogun_civil_core_tea_ceremony"
"d_otomo_embassy"	8534	0	"VAR_CHANCE"	"5"
"d_otomo_embassy"	8538	0	"CND_FIRST_ROUND"	"20"
"d_otomo_embassy"	8540	0	"CND_UNIQUE"	nil
"d_otomo_embassy"	8545	0	"VAR_FOLLOWUP_CHANCE"	"50"
"d_otomo_embassy"	8548	0	"GEN_TARGET_NONE"	nil
"d_otomo_embassy"	8549	0	"CND_MIN_TREASURY"	"1200"
"d_otomo_nanban_shipwreck"	8559	0	"CND_CAMPAIGN"	"jap_shogun"
"d_otomo_nanban_shipwreck"	8565	0	"CND_FACTION"	"otomo"
"d_otomo_nanban_shipwreck"	8575	0	"CND_BUILDING_LEVEL"	"SHO_Port_4_Nanban_Quarter"
"d_otomo_nanban_shipwreck"	8576	0	"VAR_CHANCE"	"3"
"d_otomo_nanban_shipwreck"	8584	0	"CND_FIRST_ROUND"	"12"
"d_otomo_nanban_shipwreck"	8594	0	"CND_UNIQUE"	nil
"d_otomo_nanban_shipwreck"	8598	0	"GEN_TARGET_NONE"	nil
"d_otomo_nanban_shipwreck"	8608	0	"CND_MIN_COASTAL_REGIONS_OWNED"	"8"
"d_otomo_nanban_shipwreck"	8615	0	"CND_MIN_TREASURY"	"700"
"d_otomo_trade_venture_gift"	8621	0	"CND_CAMPAIGN"	"jap_shogun"
"d_otomo_trade_venture_gift"	8625	0	"CND_FACTION"	"otomo"
"d_otomo_trade_venture_gift"	8634	0	"CND_BUILDING_LEVEL"	"SHO_Port_4_Nanban_Quarter"
"d_otomo_trade_venture_gift"	8635	0	"CND_MIN_TRADE"	"6"
"d_otomo_trade_venture_gift"	8638	0	"VAR_CHANCE"	"5"
"d_otomo_trade_venture_gift"	8639	0	"CND_FIRST_ROUND"	"20"
"d_otomo_trade_venture_gift"	8641	0	"CND_UNIQUE"	nil
"d_otomo_trade_venture_gift"	8644	0	"GEN_TARGET_NONE"	nil
"d_otomo_western_knowledge"	8647	0	"CND_CAMPAIGN"	"jap_shogun"
"d_otomo_western_knowledge"	8649	0	"CND_FACTION"	"otomo"
"d_otomo_western_knowledge"	8653	0	"CND_BUILDING_LEVEL"	"SHO_Port_4_Nanban_Quarter"
"d_otomo_western_knowledge"	8655	0	"VAR_CHANCE"	"5"
"d_otomo_western_knowledge"	8656	0	"CND_FIRST_ROUND"	"12"
"d_otomo_western_knowledge"	8659	0	"CND_UNIQUE"	nil
"d_otomo_western_knowledge"	8666	0	"GEN_TARGET_NONE"	nil
"d_otomo_western_knowledge"	8674	0	"CND_MIN_TREASURY"	"2200"
