version 6, schema unit_stats_land_tables
Unit(string)	Size(int)	_x0023__x0020_Horses(int)	_x0023__x0020_Artillery(int)	Officer(string)	Drummer(optstring)	Standard_x0020_Bearer(optstring)	Soldier_x0020_Model(string)	Man_entity_x0020_-_x0020_links_x0020_to_x0020_battle_entities_x0020_table(string)	Man_x0020_Animations_x0020_Table(string)	Warscape_Equipment_Theme_IDRef(string)	Armor_Value(int)	Armor_Audio(string)	Man_x0020_Health(int)	Mount_x0020_Model(optstring)	Cavalry_x0020_Battle_x0020_Entity(optstring)	Mount_x0020_Animations_x0020_Table(optstring)	Mount_x0020_Armour_x0020_Value(string)	Mount_x0020_Health(string)	Carriage_x0020_Battle_x0020_Entity(optstring)	Ammo_x0020_Train_x0020_Battle_x0020_Entity(optstring)	Ammo_x0020_Caisson_x0020_Model(optstring)	Artillery_1(optstring)	Has_Artillery_2(boolean)	Gun(optstring)	Primary_x0020_Missile_x0020_Weapon(optstring)	Accuracy(int)	Reloading_x0020_Skill(int)	Primary_x0020_Missile_x0020_Attack(string)	Firing_x0020_Mechanism(string)	Projectile(optstring)	Ammo(int)	Skeleton_x0020_Missile(optstring)	Melee_x0020_Weapon_x0020_Type(string)	Melee_x0020_Attack_x0020_Skill(int)	Charge_x0020_Bonus(int)	Defense_x0020_Skill(int)	Shield_x0020_Bonus(int)	Skeleton_x0020_Melee(string)	Pistols(string)	Unit_x0020_Drill_x0020_Set(string)	Training(string)	Morale(int)	Deployed_x0020_Ranks(int)	File_x0020_Spacing(float)	Rank_x0020_Spacing(float)	File_x0020_Spacing_x0020_Loose_x0020_Formation(float)	Rank_x0020_Spacing_x0020_Loose_x0020_Formation(float)	File_x0020_Spacing_x0020_Dismounted(float)	Rank_x0020_Spacing_x0020_Dismounted(float)	Base_x0020_Density(float)	Anti_Cavalry_Bonus(int)	Can_x0020_Throw_x0020_Grenades(boolean)	Can_x0020_Skirmish(boolean)	Can_x0020_Guard(boolean)	Can_x0020_Dismount(boolean)	Can_x0020_Place_x0020_Stakes(boolean)	Is_x0020_Slow_x0020_Moving(boolean)	Can_x0020_Rally_x0020_Comrades_x0020__x0023_Has_x0020_No_x0020_In-Game_x0020_Effect_x0023_(boolean)	Can_x0020_Hide_x0020_In_x0020_Woodland(boolean)	Can_Hide_in_Light_Scrub(boolean)	Can_Hide_in_Long_Grass(boolean)	Can_Hide_in_Buildings(boolean)	Can_Hide_When_Walking(boolean)	Can_Hide_While_Firing(boolean)	Can_Fire_from_Horseback(boolean)	Tree_x0020_Spotting_x0020_Distance(float)	Scrub_x0020_Spotting_x0020_Distance(float)	Long_x0020_Grass_x0020_Spotting_x0020_Distance(float)	Paths_x0020_Seldom_x0020_Trod(boolean)	Garrison_x0020_Police_x0020_Bonus(boolean)	Discipined(boolean)	Impetuous(boolean)	Scares_x0020_Horses(boolean)	Scares_x0020_Enemies(boolean)	Inspires_x0020_Allies(boolean)	Good_x0020_Stamina(boolean)	Can_x0020_Use_x0020_Rope_x0020_Ladders(boolean)	Heat_x0020_Resistant(boolean)	Cold_x0020_Resistant(boolean)	Can_x0020_Do_x0020_Formed_x0020_Attack(boolean)	Can_x0020_Use_x0020_Pike_x0020_Wall(boolean)	Can_x0020_Use_x0020_Pike_x0020_Square(boolean)	Can_x0020_Shoot_x0020_While_x0020_Moving_x0020__x0023_Is_x0020_Immune_x0020_to_x0020_Attrition_x0020_in_x0020_Napoleon(boolean)	Can_x0020_Shoot_x0020_While_x0020_Moving(boolean)	Flutist(optstring)	Limber_Destructed_Model(optstring)	Limber_Destruction_Model(optstring)	Guerilla_Deployment(boolean)
"Inf_Militia_Ottoman_Peasant_Levy"	160	0	0	"ottoman_officer"	"ottoman_drummer"	"ottoman_standard_bearer"	"euroline"	"infantry_euro_medium"	"man_musket"	"ottoman_musket"	2	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	25	10	"0"	"matchlock"	"musket_flintlock"	10	"foot_musket"	"rifle_butt"	3	1	2	0	"foot_rifle_butt"	"0"	"drill_set_infantry_mob"	"poorly_trained"	3	3	1.1	1.75	2.4	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	true	true	false	true	false	false	false	false	"ottoman_flutist"	nil	nil	false
"Inf_Militia_Portuguese_Militia"	160	0	0	"euro_officer"	"british_drummer"	"euro_standard_bearer"	"euroline"	"infantry_euro_medium"	"man_musket"	"britain_musket"	2	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	35	25	"0"	"matchlock"	"musket_flintlock"	10	"foot_musket"	"socket_bayonet"	4	9	2	0	"foot_bayonet"	"0"	"drill_set_infantry_mob"	"poorly_trained"	3	3	1.1	1.75	2.4	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	true	false	false	false	false	false	false	true	false	false	true	false	false	false	false	nil	nil	nil	false
"Inf_Militia_Prussian_Landwehr"	160	0	0	"euro_officer"	"prussian_drummer"	"euro_standard_bearer"	"euroline"	"infantry_euro_medium"	"man_musket"	"prussia_musket"	2	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	35	20	"0"	"matchlock"	"musket_flintlock"	10	"foot_musket"	"socket_bayonet"	4	9	2	0	"foot_bayonet"	"0"	"drill_set_infantry_mob"	"poorly_trained"	3	3	1.1	1.75	2.4	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	true	false	false	false	false	false	false	true	false	false	true	false	false	false	false	nil	nil	nil	false
"Inf_Militia_Russian_Opelchenie"	160	0	0	"euro_officer"	"russian_drummer"	"euro_standard_bearer"	"euroline"	"infantry_euro_medium"	"man_musket"	"russia_musket"	2	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	25	10	"0"	"matchlock"	"musket_flintlock"	10	"foot_musket"	"socket_bayonet"	4	19	4	0	"foot_bayonet"	"0"	"drill_set_infantry_mob"	"poorly_trained"	4	3	1.1	1.75	2.4	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	true	false	false	false	false	false	false	true	false	true	true	false	false	false	false	nil	nil	nil	false
"Inf_Militia_Spanish_Provincial_Militia"	160	0	0	"euro_officer"	"euro_drummer"	"euro_standard_bearer"	"euroline"	"infantry_euro_medium"	"man_musket"	"generic_musket"	2	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	30	5	"0"	"matchlock"	"musket_flintlock"	10	"foot_musket"	"socket_bayonet"	4	9	3	0	"foot_bayonet"	"0"	"drill_set_infantry_mob"	"poorly_trained"	3	3	1.1	1.75	2.4	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	true	false	false	false	false	false	false	true	false	false	true	false	false	false	false	nil	nil	nil	false
"Inf_Mob_Armed_Citizenry"	160	0	0	"euro_officer"	nil	nil	"euroline"	"infantry_euro_light"	"man_musket"	"generic_musket"	1	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	25	5	"0"	"matchlock"	"musket_flintlock"	3	nil	"rifle_butt"	3	1	2	0	"foot_rifle_butt"	"0"	"drill_set_infantry_mob"	"rabble"	4	4	1.5	2	3	4	0	0	20	0	false	false	true	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false	nil	nil	nil	false
"Inf_Mob_Armed_Populace"	160	0	0	"ottoman_officer"	nil	nil	"euroline"	"infantry_euro_light"	"man_sword_slash"	"ottoman_sword"	1	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"scimitar"	7	8	2	0	"foot_sword"	"0"	"drill_set_infantry_mob"	"rabble"	4	4	1.5	2	3	4	0	0	20	0	false	false	true	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false	nil	nil	nil	false
"Inf_Mob_Armed_Populace_Firelock"	160	0	0	"ottoman_officer"	nil	nil	"euroline"	"infantry_euro_light"	"man_musket"	"ottoman_musket_sword"	1	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	25	5	"0"	"matchlock"	"musket_flintlock"	3	nil	"rifle_butt"	3	1	2	0	"foot_rifle_butt"	"0"	"drill_set_infantry_mob"	"rabble"	4	4	1.5	2	3	4	0	0	20	0	false	false	true	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false	nil	nil	nil	false
"Inf_Mob_Portuguese_Ordenza"	160	0	0	"euro_officer"	nil	nil	"euroline"	"infantry_euro_light"	"man_musket"	"generic_musket"	1	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	30	15	"0"	"matchlock"	"musket_flintlock"	3	nil	"rifle_butt"	3	1	2	0	"foot_rifle_butt"	"0"	"drill_set_infantry_mob"	"rabble"	4	4	1.5	2	3	4	0	0	20	0	false	false	true	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false	nil	nil	nil	false
"Inf_Skirm_Austrian_Jager"	80	0	0	"euro_officer"	"euro_bugler"	nil	"euroline"	"infantry_euro_light"	"man_rifle"	"generic_short_rifle"	2	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"rifle"	65	25	"0"	"flintlock"	"musket_rifle"	15	"foot_rifle"	"rifle_butt"	3	1	2	0	"foot_rifle_butt"	"0"	"drill_set_infantry_light"	"mob"	6	2	2.1	2.5	2.2	4	0	0	15	0	false	true	true	false	true	false	false	true	true	true	false	false	false	false	50	100	150	true	false	false	false	false	false	false	true	true	false	false	false	false	false	false	false	nil	nil	nil	false
"Inf_Skirm_Austrian_Windbucshe_Jager"	60	0	0	"euro_officer"	"euro_bugler"	nil	"euroline"	"infantry_euro_light"	"man_rifle"	"generic_air_rifle"	2	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"rifle_air"	75	40	"0"	"flintlock"	"airgun"	15	"foot_rifle"	"rifle_butt"	4	2	4	0	"foot_rifle_butt"	"0"	"drill_set_infantry_light"	"mob"	7	2	2.1	2.5	2.2	4	0	0	15	0	false	true	true	false	false	false	false	true	true	true	false	true	true	false	50	100	150	true	false	false	false	false	false	false	true	true	false	false	false	false	false	true	false	nil	nil	nil	false
"Inf_Skirm_British_Rifles"	80	0	0	"euro_officer"	"british_bugler"	nil	"euroline"	"infantry_euro_light"	"man_rifle"	"britain_short_rifle"	2	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"rifle"	80	55	"0"	"flintlock"	"musket_rifle"	15	"foot_musket"	"rifle_butt"	4	4	3	0	"foot_bayonet"	"0"	"drill_set_infantry_light"	"mob"	7	2	2.1	2.5	2.2	4	0	0	15	0	false	true	true	false	true	false	false	true	true	true	false	false	false	false	50	100	150	true	false	false	false	false	false	false	true	true	false	false	false	false	false	false	false	nil	nil	nil	false
"Inf_Skirm_French_Voltiguers"	80	0	0	"euro_officer"	"french_bugler"	nil	"euroline"	"infantry_euro_light"	"man_musket"	"france_musket"	2	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	60	50	"0"	"flintlock"	"musket_light_infantry_flintlock"	15	"foot_musket"	"rifle_butt"	4	4	3	0	"foot_rifle_butt"	"0"	"drill_set_infantry_light"	"mob"	7	2	2.1	2.5	2.2	4	0	0	15	0	false	true	true	false	true	false	false	true	true	true	false	false	false	false	50	100	150	true	false	false	false	false	false	false	true	true	false	false	false	false	false	false	false	nil	nil	nil	false
"Inf_Skirm_Jager"	80	0	0	"euro_officer"	"euro_bugler"	nil	"euroline"	"infantry_euro_light"	"man_rifle"	"generic_short_rifle"	2	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"rifle"	60	25	"0"	"flintlock"	"musket_rifle"	15	"foot_rifle"	"rifle_butt"	3	1	3	0	"foot_rifle_butt"	"0"	"drill_set_infantry_light"	"mob"	6	2	2.1	2.5	2.2	4	0	0	15	0	false	true	true	false	true	false	false	true	true	true	false	false	false	false	50	100	150	true	false	false	false	false	false	false	true	true	false	false	false	false	false	false	false	nil	nil	nil	false
"Inf_Skirm_Nassau_Jager"	80	0	0	"euro_officer"	"euro_bugler"	nil	"euroline"	"infantry_euro_light"	"man_rifle"	"generic_short_rifle"	2	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"rifle"	60	25	"0"	"flintlock"	"musket_rifle"	15	"foot_rifle"	"rifle_butt"	3	1	3	0	"foot_rifle_butt"	"0"	"drill_set_infantry_light"	"mob"	6	2	2.1	2.5	2.2	4	0	0	15	0	false	true	true	false	true	false	false	true	true	true	false	false	false	false	50	100	150	true	false	false	false	false	false	false	true	true	false	false	false	false	false	false	false	nil	nil	nil	false
"Inf_Skirm_Nizam_I_Cedit_Rifles"	80	0	0	"ottoman_officer"	"ottoman_bugler"	nil	"euroline"	"infantry_euro_light"	"man_rifle"	"ottoman_rifle"	2	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"rifle"	60	25	"0"	"flintlock"	"musket_rifle"	15	"foot_rifle"	"rifle_butt"	3	1	3	0	"foot_rifle_butt"	"0"	"drill_set_infantry_light"	"mob"	6	2	2.1	2.5	2.2	4	0	0	15	0	false	true	true	false	true	false	false	true	true	true	false	false	false	false	50	100	150	true	false	false	false	false	false	false	true	true	true	false	false	false	false	false	false	nil	nil	nil	false
"Inf_Skirm_Norwegian_Ski_Troops"	80	0	0	"euro_officer"	"euro_bugler"	nil	"euroline"	"infantry_euro_light"	"man_rifle"	"generic_short_rifle"	2	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"rifle"	65	30	"0"	"flintlock"	"musket_rifle"	15	"foot_rifle"	"rifle_butt"	4	2	5	0	"foot_rifle_butt"	"0"	"drill_set_infantry_light"	"mob"	7	2	2.1	2.5	2.2	4	0	0	15	0	false	true	true	false	true	false	false	true	true	true	false	false	false	false	50	100	150	true	false	false	false	false	false	false	true	true	false	false	false	false	false	false	false	nil	nil	nil	false
"Inf_Skirm_Portuguese_Tiradores"	80	0	0	"euro_officer"	"british_bugler"	nil	"euroline"	"infantry_euro_light"	"man_rifle"	"britain_short_rifle"	2	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"rifle"	75	45	"0"	"flintlock"	"musket_rifle"	15	"foot_rifle"	"rifle_butt"	3	1	1	0	"foot_rifle_butt"	"0"	"drill_set_infantry_light"	"mob"	6	2	2.1	2.5	2.2	4	0	0	15	0	false	true	true	false	true	false	false	true	true	true	false	false	false	false	50	100	150	true	false	false	false	false	false	false	true	true	false	false	false	false	false	false	false	nil	nil	nil	false
"Inf_Skirm_Prussian_Jager"	80	0	0	"euro_officer"	"prussian_bugler"	nil	"euroline"	"infantry_euro_light"	"man_rifle"	"prussia_short_rifle"	2	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"rifle"	65	30	"0"	"flintlock"	"musket_rifle"	15	"foot_rifle"	"rifle_butt"	3	1	3	0	"foot_rifle_butt"	"0"	"drill_set_infantry_light"	"mob"	6	2	2.1	2.5	2.2	4	0	0	15	0	false	true	true	false	true	false	false	true	true	true	false	false	false	false	50	100	150	true	false	false	false	false	false	false	true	true	false	false	false	false	false	false	false	nil	nil	nil	false
"Inf_Skirm_Prussian_Silesian_Schuetzen"	80	0	0	"euro_officer"	"prussian_bugler"	nil	"euroline"	"infantry_euro_light"	"man_rifle"	"prussia_short_rifle"	2	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"rifle"	80	50	"0"	"flintlock"	"musket_rifle"	15	"foot_rifle"	"rifle_butt"	4	2	3	0	"foot_rifle_butt"	"0"	"drill_set_infantry_light"	"mob"	7	2	2.1	2.5	2.2	4	0	0	15	0	false	true	true	false	true	false	false	true	true	true	false	false	false	false	50	100	150	true	false	false	false	false	false	false	true	true	false	false	false	false	false	true	false	nil	nil	nil	false
"Inf_Skirm_Sharpshooters"	80	0	0	"euro_officer"	"euro_bugler"	nil	"euroline"	"infantry_euro_light"	"man_rifle"	"generic_short_rifle"	2	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"rifle"	70	35	"0"	"flintlock"	"musket_rifle"	15	"foot_rifle"	"rifle_butt"	3	1	3	0	"foot_rifle_butt"	"0"	"drill_set_infantry_light"	"mob"	6	2	2.1	2.5	2.2	4	0	0	15	0	false	true	true	false	true	false	false	true	true	true	false	false	false	false	50	100	150	true	false	false	false	false	false	false	true	true	false	false	false	false	false	false	false	nil	nil	nil	false
"Mounted_Inf_Egy_Ottoman_Mounted_Nizam_I_Cedit"	80	80	0	"ottoman_officer"	"ottoman_bugler"	nil	"euroline"	"infantry_euro_medium"	"rider_musket_sabre"	"ottoman_cavalry_carbine_sabre"	2	"leather"	1	"horse_basic_mixed_brown"	"horse_medium"	"mount_horse"	"5"	"1"	nil	nil	nil	nil	false	nil	"carbine"	30	35	"0"	"flintlock"	"musket_flintlock"	10	"dragoon_carbine"	"sabre"	5	9	0	0	"mounted_slash"	"0"	"drill_set_cavalry"	"trained"	4	3	2	4.5	4	9	1.1	2	10	0	false	false	false	true	false	false	false	true	false	false	false	false	false	true	50	100	150	false	true	false	false	false	false	false	false	false	true	false	true	false	false	false	true	nil	nil	nil	false
"Mounted_Inf_Ottoman_Mounted_Nizam_I_Cedit"	80	80	0	"ottoman_officer"	"ottoman_bugler"	nil	"euroline"	"infantry_euro_medium"	"rider_musket_sabre"	"ottoman_cavalry_carbine_sabre"	2	"leather"	1	"horse_basic_mixed_brown"	"horse_medium"	"mount_horse"	"5"	"1"	nil	nil	nil	nil	false	nil	"carbine"	40	40	"0"	"flintlock"	"musket_flintlock"	10	"dragoon_carbine"	"sabre"	7	10	2	0	"mounted_slash"	"0"	"drill_set_cavalry"	"trained"	6	3	2	4.5	4	9	1.1	2	10	0	false	false	false	true	false	false	false	true	false	false	false	false	false	true	50	100	150	false	true	false	false	false	false	false	false	false	true	false	true	false	false	false	true	nil	nil	nil	false
"Mounted_Inf_Russian_Mounted_Rifles"	80	80	0	"euro_officer"	"euro_cavalry_bugler_sabre"	nil	"euroline"	"infantry_euro_medium"	"rider_musket_sabre"	"generic_cavalry_carbine_sabre"	2	"leather"	1	"horse_basic_mixed_brown"	"horse_medium"	"mount_horse"	"5"	"1"	nil	nil	nil	nil	false	nil	"carbine"	35	35	"0"	"flintlock"	"musket_flintlock"	10	"dragoon_carbine"	"sabre"	7	15	4	0	"mounted_slash"	"0"	"drill_set_cavalry"	"trained"	7	3	2	4.5	4	9	1.1	2	10	0	false	false	false	true	false	false	false	true	false	false	false	false	false	true	50	100	150	false	true	false	false	false	false	false	false	false	false	true	true	false	false	false	true	nil	nil	nil	false
"Mounted_Inf_Spanish_Mounted_Cazadores"	80	80	0	"euro_officer"	"euro_cavalry_bugler_sabre"	nil	"euroline"	"infantry_euro_medium"	"rider_musket_sabre"	"generic_cavalry_carbine_sabre"	2	"leather"	1	"horse_iberian_mixed_brown"	"horse_medium"	"mount_horse"	"5"	"1"	nil	nil	nil	nil	false	nil	"carbine"	40	30	"0"	"flintlock"	"musket_flintlock"	10	"dragoon_carbine"	"sabre"	7	10	3	0	"mounted_slash"	"0"	"drill_set_cavalry"	"trained"	6	3	2	4.5	4	9	1.1	2	10	0	false	false	false	true	false	false	false	true	false	false	false	false	false	true	50	100	150	false	true	false	false	false	false	false	false	false	false	false	true	false	false	false	true	nil	nil	nil	false
"Mounted_Inf_Swedish_Mounted_Jager"	80	80	0	"euro_officer"	"euro_cavalry_bugler_sabre"	nil	"euroline"	"infantry_euro_medium"	"rider_musket_sabre"	"generic_cavalry_carbine_sabre"	2	"leather"	1	"horse_basic_mixed_brown"	"horse_medium"	"mount_horse"	"5"	"1"	nil	nil	nil	nil	false	nil	"carbine"	40	40	"0"	"flintlock"	"musket_flintlock"	10	"dragoon_carbine"	"sabre"	7	10	2	0	"mounted_slash"	"0"	"drill_set_cavalry"	"trained"	6	3	2	4.5	4	9	1.1	2	10	0	false	false	false	true	false	false	false	true	false	false	false	false	false	true	50	100	150	false	true	false	false	false	false	false	false	false	false	false	true	false	false	false	true	nil	nil	nil	false
"Cav_Heavy_French_Empress_Dragoons"	60	60	0	"euro_officer"	"euro_cavalry_bugler_sword"	nil	"euroline"	"infantry_euro_heavy"	"rider_musket_sabre"	"generic_cavalry_carbine_sword"	5	"plate"	1	"horse_covered_mixed_brown"	"horse_heavy"	"mount_horse"	"6"	"1"	nil	nil	nil	nil	false	nil	"carbine"	45	45	"0"	"flintlock"	"musket_carbine"	10	"dragoon_carbine"	"sword"	15	19	12	0	"mounted_sword"	"0"	"drill_set_cavalry"	"well_trained"	11	3	2	4.5	4	9	1.1	2	10	0	false	false	false	true	false	false	false	false	false	false	false	false	false	false	50	75	100	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	false	nil	nil	nil	false
"Inf_Elite_French_Dutch_Grenadiers"	120	0	0	"euro_officer"	"french_drummer"	"euro_standard_bearer"	"euroline"	"infantry_euro_medium"	"man_musket"	"france_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	55	85	"0"	"flintlock"	"musket_flintlock"	10	"foot_musket"	"socket_bayonet"	10	17	11	0	"foot_bayonet"	"0"	"drill_set_infantry_line"	"elite"	12	3	0.8	1.75	2.2	4	0	0	20	0	true	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	true	false	false	false	true	false	true	false	false	true	false	false	true	false	"euro_flutist"	nil	nil	false
"Inf_Elite_French_Guard_Seamen"	160	0	0	"euro_officer"	"french_drummer"	"euro_standard_bearer"	"euroline"	"infantry_euro_medium"	"man_musket"	"france_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	50	80	"0"	"flintlock"	"musket_flintlock"	10	"foot_musket"	"socket_bayonet"	9	16	10	0	"foot_bayonet"	"0"	"drill_set_infantry_line"	"elite"	11	3	0.8	1.75	2.2	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	true	false	false	false	true	false	true	false	false	true	false	false	true	false	"euro_flutist"	nil	nil	false
"Cav_Light_French_Guard_Chasseurs_a_Cheval"	60	60	0	"euro_officer"	"euro_cavalry_bugler_sabre"	nil	"euroline"	"infantry_euro_medium"	"rider_musket_sabre"	"generic_cavalry_carbine_sabre"	3	"leather"	1	"horse_basic_mixed_brown"	"horse_light"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	"carbine"	55	50	"0"	"none"	"musket_carbine"	10	"dragoon_carbine"	"sabre"	13	15	9	0	"mounted_slash"	"0"	"drill_set_cavalry"	"well_trained"	11	3	2	4.5	4	9	0	0	10	0	false	true	false	false	false	false	false	true	false	false	false	false	false	true	50	100	150	true	false	false	false	false	false	false	true	false	false	false	false	false	false	false	true	nil	nil	nil	false
"Cav_Lancer_French_Polish_Guard_Lancers"	60	60	0	"euro_officer"	"euro_cavalry_bugler_sabre"	nil	"euroline"	"infantry_euro_medium"	"rider_lance"	"generic_cavalry_lance"	3	"leather"	1	"horse_basic_mixed_brown"	"horse_medium"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"lance"	12	44	8	0	"mounted_lance"	"0"	"drill_set_cavalry"	"well_trained"	12	3	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false	false	nil	nil	nil	false
"Cav_Lancer_French_Dutch_Guard_Lancers"	60	60	0	"euro_officer"	"euro_cavalry_bugler_sabre"	nil	"euroline"	"infantry_euro_medium"	"rider_lance"	"generic_cavalry_lance"	3	"leather"	1	"horse_basic_mixed_brown"	"horse_medium"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"lance"	12	42	6	0	"mounted_lance"	"0"	"drill_set_cavalry"	"well_trained"	14	3	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false	false	nil	nil	nil	false
"Art_Foot_British_Portuguese_6_lber_Auxiliary"	24	0	4	"euro_officer"	nil	nil	"euroline"	"infantry_euro_medium"	"rider_sabre"	"generic_gun"	2	"leather"	1	"horse_artillery_mixed_brown"	"horse_medium"	"mount_horse"	"0"	"0"	"gun_train_2_horse"	"ammo_caisson_small"	"limber_model"	"Field_Cannon_6lb"	true	"cannon_6_pounder"	nil	55	30	"0"	"matchlock"	nil	30	"cannon_crew"	"sword"	2	3	2	0	"one_handed"	"0"	"drill_set_artillery"	"trained"	3	1	8	12	16	16	1.5	3	7	0	false	false	false	false	false	true	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	nil	"Ammo_Caisson_destructed"	"Ammo_Caisson_destruction"	false
"Art_Foot_British_Spanish_9_lber_Auxiliary"	24	0	4	"euro_officer"	nil	nil	"euroline"	"infantry_euro_medium"	"rider_sabre"	"generic_gun"	2	"leather"	1	"horse_artillery_mixed_brown"	"horse_medium"	"mount_horse"	"0"	"0"	"gun_train_2_horse"	"ammo_caisson_small"	"limber_model"	"Field_Cannon_9lb"	true	"cannon_9_pounder"	nil	50	35	"0"	"matchlock"	nil	30	"cannon_crew"	"sword"	2	3	0	0	"one_handed"	"0"	"drill_set_artillery"	"trained"	3	1	8	12	16	16	1.5	3	7	0	false	false	false	false	false	true	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	nil	"Ammo_Caisson_destructed"	"Ammo_Caisson_destruction"	false
"Cav_Heavy_Spanish_Coraceros_Espanoles"	60	60	0	"euro_officer"	"euro_cavalry_bugler_sword"	nil	"euroline"	"infantry_euro_heavy"	"rider_sabre"	"generic_cavalry_sword"	8	"plate"	1	"horse_covered_dark_brown"	"horse_heavy"	"mount_horse"	"6"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"sword"	11	17	9	0	"mounted_sword"	"0"	"drill_set_cavalry"	"well_trained"	9	3	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	false	false	false	false	false	false	false	50	75	100	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	false	nil	nil	nil	false
"Cav_Lancer_Spanish_Lanceros"	60	60	0	"euro_officer"	"euro_cavalry_bugler_sabre"	nil	"euroline"	"infantry_euro_medium"	"rider_lance"	"generic_cavalry_lance"	3	"leather"	1	"horse_basic_mixed_brown"	"horse_medium"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"lance"	6	36	2	0	"mounted_lance"	"0"	"drill_set_cavalry"	"well_trained"	6	3	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false	false	nil	nil	nil	false
