version 1, schema campaign_character_anims_junctions_tables, guid cceac9a2-0e97-4527-9d64-f6930b217fcc
unknown1(string)	Character(string)	unknown2(string)	Anim_filepath(string)	unknown3(string)	unknown4(optstring)	unknown5(optstring)	unknown6(float)
"2135702507"	"general"	"damaged"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\GENERAL\\IDLE\\DAMAGED\\SHO_GEN_DAMAGED_SELECTED.anim"	"to_selected"	nil	nil	1
"2135702524"	"general"	"damaged"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\GENERAL\\TRANSITION\\SHO_GEN_DAMAGED_TO_STAND.anim"	"status_transition"	nil	"normal"	1
"2135702535"	"general"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\GENERAL\\TRANSITION\\SHO_GEN_STAND_TO_DAMAGED.anim"	"status_transition"	nil	"damaged"	1
"2135702617"	"general"	"damaged"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\GENERAL\\IDLE\\DAMAGED\\SHO_GEN_DAMAGED_IDLE_4.anim"	"idle"	nil	nil	1
"2135702619"	"general"	"damaged"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\GENERAL\\IDLE\\DAMAGED\\SHO_GEN_DAMAGED_IDLE_3.anim"	"idle"	nil	nil	1
"2135702620"	"general"	"damaged"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\GENERAL\\IDLE\\DAMAGED\\SHO_GEN_DAMAGED_IDLE_2.anim"	"idle"	nil	nil	1
"2135702624"	"general"	"damaged"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\GENERAL\\IDLE\\DAMAGED\\SHO_GEN_DAMAGED_IDLE_1.anim"	"idle"	nil	nil	1
"2135702628"	"general"	"damaged_out_of_ap"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\GENERAL\\IDLE\\DAMAGED_OUT_OF_AP\\SHO_GEN_DAMAGED_OUT_OF_AP_IDLE_1.anim"	"idle"	nil	nil	1
"2135702637"	"general"	"damaged_out_of_ap"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\GENERAL\\IDLE\\DAMAGED_OUT_OF_AP\\SHO_GEN_DAMAGED_OUT_OF_AP_IDLE_2.anim"	"idle"	nil	nil	1
"2135702647"	"general"	"damaged_out_of_ap"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\GENERAL\\IDLE\\DAMAGED_OUT_OF_AP\\SHO_GEN_DAMAGED_OUT_OF_AP_IDLE_3.anim"	"idle"	nil	nil	1
"2135702655"	"general"	"damaged_out_of_ap"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\GENERAL\\IDLE\\DAMAGED_OUT_OF_AP\\SHO_GEN_DAMAGED_OUT_OF_AP_IDLE_4.anim"	"idle"	nil	nil	1
"2135702665"	"general"	"damaged_out_of_ap"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\GENERAL\\IDLE\\DAMAGED_OUT_OF_AP\\SHO_GEN_DAMAGED_OUT_OF_AP_IDLE_5.anim"	"idle"	nil	nil	1
"2135702674"	"general"	"damaged_out_of_ap"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\GENERAL\\IDLE\\DAMAGED_OUT_OF_AP\\SHO_GEN_DAMAGED_OUT_OF_AP_SELECTED.anim"	"to_selected"	nil	nil	1
"2135702676"	"general"	"damaged_out_of_ap"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\GENERAL\\TRANSITION\\SHO_GEN_DAMAGED_OUT_OF_AP_TO_OUT_OF_AP.anim"	"status_transition"	nil	"normal_out_of_ap"	1
"2135702682"	"general"	"normal_out_of_ap"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\GENERAL\\TRANSITION\\SHO_GEN_OUT_OF_AP_TO_DAMAGED_OUT_OF_AP.anim"	"status_transition"	nil	"damaged_out_of_ap"	1
"2135702691"	"boshin_veteran"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\VETERAN\\IDLE\\STAND\\SHO_VET_stand_idle_1.anim"	"idle"	nil	nil	1
"2135702693"	"boshin_veteran"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\VETERAN\\IDLE\\STAND\\SHO_VET_stand_idle_2.anim"	"idle"	nil	nil	1
"2135702695"	"boshin_veteran"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\VETERAN\\IDLE\\STAND\\SHO_VET_stand_idle_3.anim"	"idle"	nil	nil	1
"2135702704"	"boshin_veteran"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\VETERAN\\IDLE\\STAND\\SHO_VET_stand_idle_4.anim"	"idle"	nil	nil	1
"2135702706"	"boshin_veteran"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\VETERAN\\IDLE\\STAND\\SHO_VET_stand_idle_5.anim"	"idle"	nil	nil	1
"2135702715"	"boshin_veteran"	"normal_out_of_ap"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\VETERAN\\IDLE\\OUT_OF_AP\\SHO_VET_out_of_ap_idle_4.anim"	"idle"	nil	nil	1
"2135702719"	"boshin_veteran"	"normal_out_of_ap"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\VETERAN\\IDLE\\OUT_OF_AP\\SHO_VET_out_of_ap_idle_3.anim"	"idle"	nil	nil	1
"2135702729"	"boshin_veteran"	"normal_out_of_ap"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\VETERAN\\IDLE\\OUT_OF_AP\\SHO_VET_out_of_ap_idle_2.anim"	"idle"	nil	nil	1
"2135702731"	"boshin_veteran"	"normal_out_of_ap"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\VETERAN\\IDLE\\OUT_OF_AP\\SHO_VET_out_of_ap_idle_1.anim"	"idle"	nil	nil	1
"2135702740"	"boshin_veteran"	"normal_out_of_ap"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\VETERAN\\IDLE\\OUT_OF_AP\\SHO_VET_out_of_ap_selected.anim"	"to_selected"	nil	nil	1
"2135702749"	"boshin_veteran"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\VETERAN\\IDLE\\STAND\\SHO_VET_stand_selected.anim"	"to_selected"	nil	nil	1
"2135702752"	"boshin_veteran"	"normal_out_of_ap"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\VETERAN\\TRANSITION\\SHO_VET_out_of_ap_to_stand.anim"	"status_transition"	nil	"normal"	1
"2135702756"	"boshin_veteran"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\VETERAN\\TRANSITION\\SHO_VET_stand_to_out_of_ap.anim"	"status_transition"	nil	"normal_out_of_ap"	1
"2135702764"	"boshin_veteran"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\VETERAN\\ACTION\\SHO_VET_generic_death.anim"	"action"	"generic_death"	nil	1
"2135702766"	"boshin_veteran"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\VETERAN\\ACTION\\SHO_VET_level_up.anim"	"action"	"level_up"	nil	1
"2135703150"	"general"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/GENERAL/MATCHED_ACTION/ASSASSINATION/SHO_GEN_ASSASSINATION_ATTEMPT_FAILED_COUNTERATTACK.anim"	"matched_action"	"bos_shi_assassination_died_from_fail"	nil	1
"2135703157"	"general"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/GENERAL/MATCHED_ACTION/ASSASSINATION/SHO_GEN_ASSASSINATION_ATTEMPT_FAILED.anim"	"matched_action"	"bos_shi_assassination_failed"	nil	1
"2135703166"	"general"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/GENERAL/ACTION/ASSASSINATION/SHO_GEN_DIED_FROM_ASSASSINATION.anim"	"action"	"bos_shi_assassination_success_killed_target"	nil	1
"2135703175"	"general"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/GENERAL/MATCHED_ACTION/ASSASSINATION/SHO_GEN_DEFEND_AGAINST_ASSASSINATION.anim"	"matched_action"	"bos_shi_assassination_attempt"	nil	1
"2135703181"	"general"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/GENERAL/MATCHED_ACTION/BRIBE/SHO_GEN_REJECT_BRIBE_OFFER_COUNTERATTACK.anim"	"matched_action"	"bos_shi_coerce_died_from_fail"	nil	1
"2135703189"	"general"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/GENERAL/MATCHED_ACTION/BRIBE/SHO_GEN_REJECT_BRIBE_OFFER.anim"	"matched_action"	"bos_shi_coerce_failed"	nil	1
"2135703193"	"general"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/GENERAL/MATCHED_ACTION/BRIBE/SHO_GEN_ACCEPT_BRIBE_OFFER.anim"	"matched_action"	"bos_shi_coerce_success"	nil	1
"2135703195"	"general"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/GENERAL/MATCHED_ACTION/BRIBE/SHO_GEN_RECEIVE_BRIBE_OFFER.anim"	"matched_action"	"bos_shi_coerce_attempt"	nil	1
"2135703205"	"general"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/GENERAL/MATCHED_ACTION/ASSASSINATION/SHO_GEN_ASSASSINATION_ATTEMPT_FAILED_COUNTERATTACK.anim"	"matched_action"	"bos_ish_assassination_died_from_fail"	nil	1
"2135703210"	"general"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/GENERAL/MATCHED_ACTION/ASSASSINATION/SHO_GEN_ASSASSINATION_ATTEMPT_FAILED.anim"	"matched_action"	"bos_ish_assassination_failed"	nil	1
"2135703211"	"general"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/GENERAL/ACTION/ASSASSINATION/SHO_GEN_DIED_FROM_ASSASSINATION.anim"	"action"	"bos_ish_assassination_success_killed_target"	nil	1
"2135703212"	"general"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/GENERAL/MATCHED_ACTION/ASSASSINATION/SHO_GEN_DEFEND_AGAINST_ASSASSINATION.anim"	"matched_action"	"bos_ish_assassination_attempt"	nil	1
"2135703216"	"general"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/GENERAL/MATCHED_ACTION/BRIBE/SHO_GEN_REJECT_BRIBE_OFFER_COUNTERATTACK.anim"	"matched_action"	"bos_ish_persuade_died_from_fail"	nil	1
"2135703221"	"general"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/GENERAL/MATCHED_ACTION/BRIBE/SHO_GEN_REJECT_BRIBE_OFFER.anim"	"matched_action"	"bos_ish_persuade_failed"	nil	1
"2135703231"	"general"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/GENERAL/MATCHED_ACTION/BRIBE/SHO_GEN_ACCEPT_BRIBE_OFFER.anim"	"matched_action"	"bos_ish_persuade_success"	nil	1
"2135703239"	"general"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/GENERAL/MATCHED_ACTION/BRIBE/SHO_GEN_RECEIVE_BRIBE_OFFER.anim"	"matched_action"	"bos_ish_persuade_attempt"	nil	1
"2135703245"	"general"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\GEMPEI\\GENERAL\\SEDUCE\\SHO_GEN_SEDUCE_ATTEMPT_FAILED_COUNTERATTACK.anim"	"matched_action"	"bos_gei_enchant_died_from_fail"	nil	1
"2135703246"	"general"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/GENERAL/MATCHED_ACTION/BRIBE/SHO_GEN_REJECT_BRIBE_OFFER.anim"	"matched_action"	"bos_gei_enchant_failed"	nil	1
"2135703255"	"general"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/GEMPEI/GENERAL/SEDUCE/SHO_GEN_SEDUCE_ATTEMPT_SUCCESS.anim"	"matched_action"	"bos_gei_enchant_success"	nil	1
"2135703263"	"general"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/GENERAL/MATCHED_ACTION/BRIBE/SHO_GEN_RECEIVE_BRIBE_OFFER.anim"	"matched_action"	"bos_gei_enchant_attempt"	nil	1
"2135703269"	"general"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\GEMPEI\\GENERAL\\SEDUCE\\SHO_GEN_SEDUCE_ATTEMPT_FAILED_COUNTERATTACK.anim"	"matched_action"	"bos_gei_distract_died_from_fail"	nil	1
"2135703279"	"general"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/GENERAL/MATCHED_ACTION/BRIBE/SHO_GEN_REJECT_BRIBE_OFFER.anim"	"matched_action"	"bos_gei_distract_failed"	nil	1
"2135703287"	"general"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/GEMPEI/GENERAL/SEDUCE/SHO_GEN_SEDUCE_ATTEMPT_SUCCESS.anim"	"matched_action"	"bos_gei_distract_success"	nil	1
"2135703295"	"general"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/GENERAL/MATCHED_ACTION/BRIBE/SHO_GEN_RECEIVE_BRIBE_OFFER.anim"	"matched_action"	"bos_gei_distract_attempt"	nil	1
"2135703305"	"general"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/GENERAL/MATCHED_ACTION/ASSASSINATION/SHO_GEN_ASSASSINATION_ATTEMPT_FAILED_COUNTERATTACK.anim"	"matched_action"	"bos_vet_combat_died_from_fail"	nil	1
"2135703310"	"general"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/GENERAL/MATCHED_ACTION/ASSASSINATION/SHO_GEN_ASSASSINATION_ATTEMPT_FAILED.anim"	"matched_action"	"bos_vet_combat_failed"	nil	1
"2135703320"	"general"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/GENERAL/ACTION/ASSASSINATION/SHO_GEN_DIED_FROM_ASSASSINATION.anim"	"action"	"bos_vet_combat_success_killed_target"	nil	1
"2135703324"	"general"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/GENERAL/MATCHED_ACTION/ASSASSINATION/SHO_GEN_DEFEND_AGAINST_ASSASSINATION.anim"	"matched_action"	"bos_vet_combat_attempt"	nil	1
"2135703328"	"general"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\GENERAL\\HARASS\\SHO_GEN_HARASSED_COUNTERATTACK.anim"	"matched_action"	"bos_vet_harass_died_from_fail"	nil	1
"2135703338"	"general"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\GENERAL\\HARASS\\SHO_GEN_HARASSED_TO_STAND.anim"	"matched_action"	"bos_vet_harass_failed"	nil	1
"2135703347"	"general"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\GENERAL\\HARASS\\SHO_GEN_HARASSED_DEATH.anim"	"matched_action"	"bos_vet_harass_success"	nil	1
"2135703349"	"general"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\GENERAL\\HARASS\\SHO_GEN_HARASSED_ATTEMPT.anim"	"matched_action"	"bos_vet_harass_attempt"	nil	1
"2135703359"	"general"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/GENERAL/MATCHED_ACTION/SABOTAGE/SHO_GEN_SABOTAGE_ATTEMPT_FAILED_COUNTERATTACK.anim"	"matched_action"	"bos_nin_sabotage_died_from_fail"	nil	1
"2135703366"	"general"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/GENERAL/MATCHED_ACTION/SABOTAGE/SHO_GEN_SABOTAGE_ATTEMPT_FAILED.anim"	"matched_action"	"bos_nin_sabotage_failed"	nil	1
"2135703371"	"general"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/GENERAL/MATCHED_ACTION/SABOTAGE/SHO_GEN_SABOTAGE_ATTEMPT_SUCCESS.anim"	"matched_action"	"bos_nin_sabotage_success"	nil	1
"2135703381"	"general"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/GENERAL/MATCHED_ACTION/ASSASSINATION/SHO_GEN_ASSASSINATION_ATTEMPT_FAILED_COUNTERATTACK.anim"	"matched_action"	"bos_nin_assassination_died_from_fail"	nil	1
"2135703391"	"general"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/GENERAL/MATCHED_ACTION/ASSASSINATION/SHO_GEN_ASSASSINATION_ATTEMPT_FAILED.anim"	"matched_action"	"bos_nin_assassination_failed"	nil	1
"2135703401"	"general"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/GENERAL/ACTION/ASSASSINATION/SHO_GEN_DIED_FROM_ASSASSINATION.anim"	"action"	"bos_nin_assassination_success_killed_target"	nil	1
"2135703409"	"general"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/GENERAL/MATCHED_ACTION/ASSASSINATION/SHO_GEN_DEFEND_AGAINST_ASSASSINATION.anim"	"matched_action"	"bos_nin_assassination_attempt"	nil	1
"2135703413"	"ninja"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/NINJA/MATCHED_ACTION/HUNT_DOWN/SHO_NIN_HUNT_DOWN_ATTEMPT_FAILED_COUNTERATTACK.anim"	"matched_action"	"bos_shi_assassination_died_from_fail"	nil	1
"2135703422"	"ninja"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/NINJA/MATCHED_ACTION/HUNT_DOWN/SHO_NIN_HUNT_DOWN_ATTEMPT_FAILED.anim"	"matched_action"	"bos_shi_assassination_failed"	nil	1
"2135703427"	"ninja"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/NINJA/ACTION/HUNT_DOWN/SHO_NIN_DIED_FROM_HUNT_DOWN.anim"	"action"	"bos_shi_assassination_success_killed_target"	nil	1
"2135703432"	"ninja"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/NINJA/MATCHED_ACTION/HUNT_DOWN/SHO_NIN_DEFEND_AGAINST_HUNT_DOWN.anim"	"matched_action"	"bos_shi_assassination_attempt"	nil	1
"2135703437"	"ninja"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/NINJA/MATCHED_ACTION/HUNT_DOWN/SHO_NIN_HUNT_DOWN_ATTEMPT_FAILED_COUNTERATTACK.anim"	"matched_action"	"bos_ish_assassination_died_from_fail"	nil	1
"2135703443"	"ninja"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/NINJA/MATCHED_ACTION/HUNT_DOWN/SHO_NIN_HUNT_DOWN_ATTEMPT_FAILED.anim"	"matched_action"	"bos_ish_assassination_failed"	nil	1
"2135703451"	"ninja"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/NINJA/ACTION/HUNT_DOWN/SHO_NIN_DIED_FROM_HUNT_DOWN.anim"	"action"	"bos_ish_assassination_success_killed_target"	nil	1
"2135703455"	"ninja"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/NINJA/MATCHED_ACTION/HUNT_DOWN/SHO_NIN_DEFEND_AGAINST_HUNT_DOWN.anim"	"matched_action"	"bos_ish_assassination_attempt"	nil	1
"2135703461"	"ninja"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/NINJA/MATCHED_ACTION/CONVERSION/SHO_NIN_REJECT_CONVERSION_OFFER_COUNTERATTACK.anim"	"matched_action"	"bos_gei_enchant_died_from_fail"	nil	1
"2135703471"	"ninja"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/GEMPEI/NINJA/SEDUCE/SHO_NIN_SEDUCE_ATTEMPT_FAIL.anim"	"matched_action"	"bos_gei_enchant_failed"	nil	1
"2135703474"	"ninja"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/GEMPEI/NINJA/SEDUCE/SHO_NIN_SEDUCE_ATTEMPT_SUCCESS.anim"	"matched_action"	"bos_gei_enchant_success"	nil	1
"2135703479"	"ninja"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/NINJA/MATCHED_ACTION/CONVERSION/SHO_NIN_RECEIVE_CONVERSION_OFFER.anim"	"matched_action"	"bos_gei_enchant_attempt"	nil	1
"2135703481"	"ninja"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/NINJA/MATCHED_ACTION/ASSASSINATION/SHO_NIN_ASSASSINATION_ATTEMPT_FAILED_COUNTERATTACK.anim"	"matched_action"	"bos_vet_combat_died_from_fail"	nil	1
"2135703484"	"ninja"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/NINJA/MATCHED_ACTION/ASSASSINATION/SHO_NIN_ASSASSINATION_ATTEMPT_FAILED.anim"	"matched_action"	"bos_vet_combat_failed"	nil	1
"2135703488"	"ninja"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\ACTION\\ASSASSINATION\\SHO_NIN_DIED_FROM_ASSASSINATION.anim"	"action"	"bos_vet_combat_success_killed_target"	nil	1
"2135703492"	"ninja"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/NINJA/MATCHED_ACTION/ASSASSINATION/SHO_NIN_DEFEND_AGAINST_ASSASSINATION.anim"	"matched_action"	"bos_vet_combat_attempt"	nil	1
"2135703496"	"ninja"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\MATCHED_ACTION\\ASSASSINATION\\SHO_NIN_ASSASSINATION_ATTEMPT_FAILED_COUNTERATTACK.anim"	"matched_action"	"bos_nin_assassination_died_from_fail"	nil	1
"2135703499"	"ninja"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\MATCHED_ACTION\\ASSASSINATION\\SHO_NIN_ASSASSINATION_ATTEMPT_FAILED.anim"	"matched_action"	"bos_nin_assassination_failed"	nil	1
"2135703501"	"ninja"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\ACTION\\ASSASSINATION\\SHO_NIN_DIED_FROM_ASSASSINATION.anim"	"action"	"bos_nin_assassination_success_killed_target"	nil	1
"2135703508"	"ninja"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\MATCHED_ACTION\\ASSASSINATION\\SHO_NIN_DEFEND_AGAINST_ASSASSINATION.anim"	"matched_action"	"bos_nin_assassination_attempt"	nil	1
"2135703509"	"ninja"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/NINJA/ACTION/SABOTAGE/SHO_NIN_DIED_FROM_GARRISON_SABOTAGE_COUNTERATTACK.anim"	"action"	"bos_nin_sabotage_sett_died_from_fail"	nil	1
"2135703515"	"ninja"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/NINJA/ACTION/SABOTAGE/SHO_NIN_AGENT_SABOTAGE_FAIL.anim"	"action"	"bos_nin_sabotage_sett_failed"	nil	1
"2135703516"	"ninja"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/NINJA/ACTION/SABOTAGE/SHO_NIN_AGENT_SABOTAGE_SUCCESS.anim"	"action"	"bos_nin_sabotage_sett_success"	nil	1
"2135703517"	"ninja"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/NINJA/ACTION/SABOTAGE/SHO_NIN_SABOTAGE_ATTEMPT.anim"	"action"	"bos_nin_sabotage_sett_attempt"	nil	1
"2135703526"	"ninja"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/NINJA/ACTION/SABOTAGE/SHO_NIN_DIED_FROM_AGENT_SABOTAGE_COUNTERATTACK.anim"	"action"	"bos_nin_sabotage_died_from_fail"	nil	1
"2135703534"	"ninja"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/NINJA/ACTION/SABOTAGE/SHO_NIN_AGENT_SABOTAGE_FAIL.anim"	"action"	"bos_nin_sabotage_failed"	nil	1
"2135703538"	"ninja"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/NINJA/ACTION/SABOTAGE/SHO_NIN_AGENT_SABOTAGE_SUCCESS.anim"	"action"	"bos_nin_sabotage_success"	nil	1
"2135703545"	"ninja"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/NINJA/ACTION/SABOTAGE/SHO_NIN_SABOTAGE_ATTEMPT.anim"	"action"	"bos_nin_sabotage_attempt"	nil	1
"2135703552"	"ninja"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\ACTION\\ASSASSINATION\\SHO_NIN_DIED_FROM_ASSASSINATION_COUNTERATTACK.anim"	"action"	"bos_nin_assassination_died_from_fail"	nil	1
"2135703557"	"ninja"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\ACTION\\ASSASSINATION\\SHO_NIN_ASSASSINATION_FAIL.anim"	"action"	"bos_nin_assassination_failed"	nil	1
"2135703561"	"ninja"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\MATCHED_ACTION\\ASSASSINATION\\SHO_NIN_ASSASSINATION_SUCCESS_KILL.anim"	"matched_action"	"bos_nin_assassination_success_killed_target"	nil	1
"2135703568"	"ninja"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\ACTION\\ASSASSINATION\\SHO_NIN_ASSASSINATION_ATTEMPT.anim"	"action"	"bos_nin_assassination_attempt"	nil	1
"2135703579"	"boshin_veteran"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\VETERAN\\MATCHED_ACTIONS\\HUNT_DOWN\\SHO_VET_hunted_down_counterattack.anim"	"matched_action"	"bos_shi_assassination_died_from_fail"	nil	1
"2135703584"	"boshin_veteran"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\VETERAN\\MATCHED_ACTIONS\\HUNT_DOWN\\SHO_VET_hunted_down_failed.anim"	"matched_action"	"bos_shi_assassination_failed"	nil	1
"2135703594"	"boshin_veteran"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\VETERAN\\ACTION\\HUNT_DOWN\\SHO_VET_hunted_down_die.anim"	"action"	"bos_shi_assassination_success_killed_target"	nil	1
"2135703604"	"boshin_veteran"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\VETERAN\\MATCHED_ACTIONS\\HUNT_DOWN\\SHO_VET_hunted_down.anim"	"matched_action"	"bos_shi_assassination_attempt"	nil	1
