version 3, schema advice_levels_tables
Key(string)	Thread_Name(string)	advice_thread_level(int)	points_needed(int)	game_area(string)	category(string)	sub_category(string)	max_repeat_count(int)	repeat_interval(int)	pause_battle(boolean)	priority_level(int)	high_verbosity_only(boolean)	locatable(boolean)	parameter(string)	on_display_script(optstring)	suppressible(boolean)	unknown15(boolean)	unknown16(boolean)	audio_clip(string)	unknown18(string)	unknown19(boolean)
"1242280643"	"1067_Campaign_Advice_Character_Selected_Thread"	3	8	"Campaign"	"Characters"	"Agents"	1	0	false	2	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	true
"1242837398"	"1110_Campaign_Advice_Trade_Routes_Thread"	1	1	"Campaign"	"Features"	"Trade"	1	0	false	2	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	true
"1245539238"	"0300_Battle_Advice_Extreme_Weather_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	1	false	false	"none"	""	false	false	false	"n"	"battle_advisor"	true
"1247116376"	"0011_Battle_Advice_Preserve_Skirmishers_Thread"	1	1	"Battle"	"Units"	"Tactics"	2	2	false	2	true	false	"none"	""	false	false	false	"n"	"battle_advisor"	false
"1247479159"	"1039_Campaign_Advice_UI_Prebattle_Panel_Thread"	3	3	"Campaign"	"UI"	"Panels"	1	0	false	1	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"1247657405"	"1068_Campaign_Advice_Character_Selected_Thread"	6	1	"Campaign"	"Characters"	"Agents"	1	0	false	2	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	true
"1247739622"	"2196_Campaign_Advice_Poor_Duellist_Advice_Thread"	1	1	"Campaign"	"Characters"	"Agents"	1	0	false	1	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	true
"1247826843"	"1002a_Campaign_Advice_France_Initial_Turns_Thread"	1	1	"Campaign"	"Factions"	"Initial"	0	0	false	0	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"1248357663"	"1006a_Campaign_Advice_Prussia_Initial_Turns_Thread"	1	1	"Campaign"	"Factions"	"Initial"	0	0	false	0	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"1248967624"	"6000_Campaign_Tutorial_Chapter_1_Intro"	1	1	"Campaign"	"Tutorial"	"Help"	1	0	false	0	false	false	"none"	""	false	false	false	"n"	"Berthier"	false
"1248971230"	"6002_Campaign_Tutorial_Tech_Auto_Research"	1	1	"Campaign"	"Tutorial"	"Help"	1	0	false	0	false	false	"none"	""	false	false	false	"n"	"Berthier"	false
"1249032344"	"6005_Campaign_Tutorial_Advise_Camera_Zoom"	1	1	"Campaign"	"Tutorial"	"Help"	1	0	false	0	false	false	"none"	""	false	false	false	"n"	"Berthier"	false
"1249308657"	"6093_Campaign_Tutorial_Advise_Shipyard_Reminder"	1	1	"Campaign"	"Tutorial"	"Help"	1	0	false	0	false	false	"none"	""	false	false	false	"n"	"Berthier"	false
"1249604333"	"1181_Campaign_Advice_Devastation_Thread"	1	1	"Campaign"	"Features"	"Devastation"	1	0	false	3	true	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"1250177041"	"6043_Campaign_Tutorial_Advise_Building_Cancel"	1	1	"Campaign"	"Tutorial"	"Help"	1	0	false	0	false	false	"none"	""	false	false	false	"n"	"Berthier"	false
"1251181837"	"3177_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"1254159297"	"0806_bat_tut_camera_raising"	1	1	"Battle"	"Tutorial"	"1"	1	1	false	1	false	false	"none"	""	false	false	false	"n"	"battle_advisor"	false
"1255000382"	"6054_Campaign_Tutorial_Advise_Change_Building"	1	1	"Campaign"	"Tutorial"	"Help"	1	0	false	0	false	false	"none"	""	false	false	false	"n"	"Berthier"	false
"1255005425"	"0307_Battle_Advice_Generals_Inspiration_Thread"	1	1	"Battle"	"Features"	"General"	1	0	false	1	false	false	"none"	""	false	false	false	"n"	"battle_advisor"	false
"1255110032"	"1053_Campaign_Advice_Missions_Clock_Ticking_Thread"	1	1	"Campaign"	"Features"	"Missions"	1	0	false	1	false	true	"mission"	""	false	false	false	"n"	"campaign_advisor"	false
"1255200065"	"5027_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"1255438994"	"2199_Campaign_Advice_Trade_Post_Thread"	1	1	"Campaign"	"Features"	"Trade"	1	0	false	1	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	true
"1255460539"	"2200_Campaign_Advice_UI_Help_Looting_Panel_Thread"	1	1	"Campaign"	"UI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"1255519113"	"2201_Campaign_Advice_Observation_Balloon_Thread"	1	1	"Campaign"	"Features"	"Ancillaries"	1	0	false	1	false	false	"character"	""	false	false	false	"n"	"campaign_advisor"	false
"1255536732"	"2202_Campaign_Advice_Drop_In_Battles_Thread"	1	1	"Campaign"	"Features"	"MP"	1	0	false	1	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"1255604288"	"6121_Campaign_Tutorial_Naval_Recruitment"	1	1	"Campaign"	"Tutorial"	"Help"	1	0	false	0	false	false	"none"	""	false	false	false	"n"	"Berthier"	false
"1255610942"	"2209_Campaign_Advice_Changing_Building_Type_Thread"	1	2	"Campaign"	"Features"	"UI"	1	0	false	1	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	true
"1257242139"	"7000_egypt_campaign_technology"	1	1	"Campaign"	"Advice"	"Egypt"	0	0	false	0	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"1257949582"	"6125_Campaign_Tutorial_Advise_Spy"	1	1	"Campaign"	"Tutorial"	"Help"	1	0	false	0	false	false	"none"	""	false	false	false	"n"	"Berthier"	false
"1257964984"	"0189a_Battle_Advice_Land_Manoeuvre_Compass_Thread"	1	1	"Battle"	"UI"	"HUD"	1	0	false	1	false	false	"none"	""	false	false	false	"n"	"battle_advisor"	false
"1257998467"	"1098_Campaign_Advice_Government_Type_Thread"	1	1	"Campaign"	"Government"	"Type"	1	0	false	2	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"1258103965"	"2210_Campaign_Advice_UI_Help_Recruit_Cmd_Thread"	1	1	"Campaign"	"UI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	true
"1258106865"	"6126_Campaign_Tutorial_Advise_Bankruptcy"	1	1	"Campaign"	"Tutorial"	"Help"	1	0	false	0	false	false	"none"	""	false	false	false	"n"	"Berthier"	false
"1258457621"	"2211_Campaign_Advice_Recruit_Cmd_Thread"	1	1	"Campaign"	"UI"	"Panels"	1	0	false	1	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"1258996206"	"2212_Campaign_Advice_Liberation_Thread"	1	1	"Campaign"	"Features"	"Liberation"	1	0	false	1	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"1259146729"	"2213_Campaign_Advice_New_Protectorate_Thread"	1	1	"Campaign"	"Features"	"Protectorates"	1	0	false	1	false	false	"faction"	""	false	false	false	"n"	"campaign_advisor"	false
"1259570843"	"2214_Campaign_Advice_Attrition_Thread"	1	1	"Campaign"	"Features"	"Attrition"	1	0	false	1	false	false	"character"	""	false	false	false	"n"	"campaign_advisor"	false
"1262433918"	"3226_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"1262624287"	"2215_Campaign_Advice_UI_Help_Characters_Thread"	1	1	"Campaign"	"UI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"1264671506"	"1127_Campaign_Advice_Warning_Trade_Thread"	1	1	"Campaign"	"Warnings"	"Trade"	0	5	false	2	true	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"1268693641"	"4037_Campaign_Advice_AI_Research_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"1270120110"	"3242_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"1270149641"	"5083_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"1271902891"	"0166_Battle_Advice_Ship_Rallying_Thread"	1	1	"Naval Battle"	"Units"	"Naval"	1	0	false	1	false	false	"none"	""	false	false	false	"n"	"naval_advisor"	true
"1273146092"	"4078_Campaign_Advice_AI_Research_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"1273390037"	"0073_Battle_Advice_Mountain_Passes_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	3	true	false	"none"	""	false	false	false	"n"	"battle_advisor"	true
"1278367614"	"0708_ep_1_construct_fishery_1"	1	3	"Campaign"	"Episodic"	"1"	5	3	false	0	false	true	"mission"	""	false	false	false	"n"	"campaign_advisor"	false
"1278703861"	"5191_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"1279704252"	"5108_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"1312920696"	"5066_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"1318614585"	"3002_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"1320399401"	"6001_Campaign_Tutorial_Advise_Welcome_Brief"	1	1	"Campaign"	"Tutorial"	"Help"	1	0	false	0	false	false	"none"	""	false	false	false	"n"	"Berthier"	false
"1329668728"	"3127_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"1330018388"	"3115_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"1337568468"	"4008_Campaign_Advice_AI_Research_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"1339100252"	"1061_Campaign_Advice_Slot_Selected_Thread"	1	1	"Campaign"	"Slots"	"Fur Traders"	1	0	false	1	true	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"1339868707"	"2205_Campaign_Advice_Drop_In_Battles_Thread"	1	1	"Campaign"	"Features"	"MP"	1	0	false	1	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"1343221369"	"6071_Campaign_Tutorial_Advise_Unit_Info_Panel"	1	1	"Campaign"	"Tutorial"	"Help"	1	0	false	0	false	false	"none"	""	false	false	false	"n"	"Berthier"	false
"1344639728"	"5226_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"1344814909"	"5247_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"1351695450"	"1140_Campaign_Advice_Warning_Population_Thread"	1	1	"Campaign"	"Warnings"	"Population"	1	0	false	1	false	true	"region"	""	false	false	false	"n"	"campaign_advisor"	false
"1353749380"	"0725_ep_2_intro"	1	1	"Campaign"	"Episodic"	"1"	100	1	false	0	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"1355955492"	"1103_Campaign_Advice_Undeveloped_Farm_Thread"	1	1	"Campaign"	"Warnings"	"Construction"	0	5	false	1	true	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"1370295055"	"3004_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"1371055155"	"4019_Campaign_Advice_AI_Research_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"1380361978"	"5184_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"1387459530"	"0023_Battle_Advice_Outflanking_Thread"	2	2	"Battle"	"Units"	"Tactics"	1	0	false	2	true	false	"none"	""	false	false	false	"n"	"battle_advisor"	false
"1391128726"	"0117_Battle_Advice_Light_Dragoons_Thread"	1	1	"Battle"	"Units"	"Land"	1	0	false	1	false	true	"battle_unit"	""	false	false	false	"n"	"battle_advisor"	true
"1391140702"	"1066_Campaign_Advice_Character_Selected_Thread"	4	15	"Campaign"	"Characters"	"Commanders"	1	0	false	2	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"1392703367"	"1114_Campaign_Advice_Keyboard_Shortcuts_Thread"	1	1	"Campaign"	"UI"	"Keyboard"	1	0	false	2	true	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"1393925672"	"3049_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"1394332445"	"5094_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"1394471961"	"3034_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"1398483380"	"3152_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"1400166497"	"1069a_Campaign_Advice_Character_Selected_Thread"	1	1	"Campaign"	"Characters"	"Agents"	1	0	false	2	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"1402760909"	"3198_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"1412070137"	"1065_Campaign_Advice_Character_Selected_Thread"	6	25	"Campaign"	"Characters"	"Commanders"	1	0	false	2	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"1420018541"	"3076_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"1422760764"	"5166_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"1424352004"	"0103_Battle_Advice_Melee_Button_Thread"	1	2	"Battle"	"UI"	"Buttons"	1	0	false	1	true	false	"none"	""	false	false	false	"n"	"battle_advisor"	true
"1426874090"	"5080_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"1429281375"	"1068_Campaign_Advice_Character_Selected_Thread"	1	3	"Campaign"	"Characters"	"Agents"	1	0	false	2	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	true
"1431102331"	"0091_Battle_Advice_Facing_Cavalry_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	1	false	false	"none"	""	false	false	false	"n"	"battle_advisor"	true
"1437352507"	"6107_Campaign_Tutorial_Advise_Options"	1	1	"Campaign"	"Tutorial"	"Help"	1	0	false	0	false	false	"none"	""	false	false	false	"n"	"Berthier"	false
"1443037881"	"6006_Campaign_Tutorial_Advise_Elections"	1	1	"Campaign"	"Tutorial"	"Help"	1	0	false	0	false	false	"none"	""	false	false	false	"n"	"Berthier"	false
"1447626053"	"1004_Campaign_Advice_Ottoman_Initial_Turns_Thread"	1	1	"Campaign"	"Factions"	"Initial"	0	0	false	0	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"1452525359"	"5005_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"1460900428"	"5214_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"1461811186"	"1105_Campaign_Advice_Undeveloped_Plantation_Thread"	1	1	"Campaign"	"Warnings"	"Construction"	0	5	false	1	true	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"1465760677"	"0041_Battle_Advice_Cavalry_Against_Camels_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	1	true	false	"none"	""	false	false	false	"n"	"battle_advisor"	true
"1466024127"	"5140_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"1466490438"	"4053_Campaign_Advice_AI_Research_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"1475059206"	"0071_Battle_Advice_Keep_Enemy_Occupied_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	3	true	false	"none"	""	false	false	false	"n"	"battle_advisor"	true
"1479256330"	"1067_Campaign_Advice_Character_Selected_Thread"	2	3	"Campaign"	"Characters"	"Agents"	1	0	false	2	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	true
"1480501127"	"5107_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"1483450153"	"0085_Battle_Advice_Fighting_Elephants_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	1	true	false	"none"	""	false	false	false	"n"	"battle_advisor"	false
"1489497261"	"6051_Campaign_Tutorial_Advise_Gentleman_Inside"	1	1	"Campaign"	"Tutorial"	"Help"	1	0	false	0	false	false	"none"	""	false	false	false	"n"	"Berthier"	false
"1489756505"	"1092_Campaign_Advice_Region_Capital_Thread"	3	9	"Campaign"	"Slots"	"Cities"	1	0	false	1	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	true
"1491716739"	"5136_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"1499062782"	"3043_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"1499695591"	"1092_Campaign_Advice_Region_Capital_Thread"	4	3	"Campaign"	"Slots"	"Cities"	1	0	false	1	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	true
"1500507282"	"1025_Campaign_Advice_UI_Lists_Panel_Thread"	1	1	"Campaign"	"UI"	"Panels"	1	0	false	1	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"1511066228"	"4081_Campaign_Advice_AI_Research_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"1512911873"	"3058_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"1529137052"	"1014k_Campaign_Advice_UI_Diplomacy_Panel_Thread"	1	1	"Campaign"	"UI"	"Buttons"	1	0	false	1	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	true
"1529405550"	"6123_Campaign_Tutorial_Battle_Screen_Buttons"	1	1	"Campaign"	"Tutorial"	"Help"	1	0	false	0	false	false	"none"	""	false	false	false	"n"	"Berthier"	false
"1533417513"	"5235_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"1533668202"	"0712_ep_1_recruit_unit_3"	1	1	"Campaign"	"Episodic"	"1"	5	1	false	0	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"1540488474"	"0050_Battle_Advice_Risky_Elephant_Attack_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	1	true	false	"none"	""	false	false	false	"n"	"battle_advisor"	false
"1547118664"	"4004_Campaign_Advice_AI_Research_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"1547180684"	"6066_Campaign_Tutorial_Advise_Building_Browser"	1	1	"Campaign"	"Tutorial"	"Help"	1	0	false	0	false	false	"none"	""	false	false	false	"n"	"Berthier"	false
"1547606257"	"1210_Campaign_Advice_UI_Agent_Options_Panel_Thread"	1	1	"Campaign"	"UI"	"Buttons"	1	0	false	1	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"1549474655"	"3151_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"1555041766"	"4022_Campaign_Advice_AI_Research_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"1556145143"	"6111_Campaign_Tutorial_Advise_Assassinate"	1	1	"Campaign"	"Tutorial"	"Help"	1	0	false	0	false	false	"none"	""	false	false	false	"n"	"Berthier"	false
"1558013053"	"2191_Campaign_Advice_Undeveloped_Roads_Thread"	1	1	"Campaign"	"Features"	"Slots"	1	0	false	1	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"1558061333"	"4056_Campaign_Advice_AI_Research_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"1569656069"	"5175_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"1572526606"	"0029_Battle_Advice_Attacking_Hills_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	4	false	2	true	false	"none"	""	false	true	false	"n"	"battle_advisor"	true
"1588551098"	"3125_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"1590729744"	"1028_Campaign_Advice_UI_Government_Panel_Thread"	1	1	"Campaign"	"UI"	"Panels"	1	0	false	1	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	true
"1591689763"	"0035_Battle_Advice_Cavalry_Against_Points_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	1	true	false	"none"	""	false	false	false	"n"	"battle_advisor"	true
"1592987231"	"0118_Battle_Advice_First_Shot_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	3	true	false	"none"	""	false	false	false	"n"	"battle_advisor"	true
"1594746836"	"6025_Campaign_Tutorial_Advise_Sail_France"	1	1	"Campaign"	"Tutorial"	"Help"	1	0	false	0	false	false	"none"	""	false	false	false	"n"	"Berthier"	false
"1599262495"	"0214_Battle_Advice_Delay_Phase_Thread"	1	1	"Battle"	"Phases"	"Delay"	1	0	false	1	true	false	"none"	""	false	false	false	"n"	"battle_advisor"	false
"1616565454"	"3121_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"1617212745"	"1084_Campaign_Advice_War_Weariness_Thread"	1	1	"Campaign"	"Features"	"Weariness"	1	0	false	1	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"1621609724"	"0080_Battle_Advice_Withdraw_Button_Thread"	1	1	"Battle"	"UI"	"Buttons"	1	0	false	2	false	false	"none"	""	false	false	false	"n"	"battle_advisor"	false
"1629386802"	"1101_Campaign_Advice_Sieges_Thread"	3	6	"Campaign"	"Features"	"Sieges"	1	0	false	1	true	false	"none"	""	false	false	false	"n"	"campaign_advisor"	true
"1629939362"	"3117_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"1635040260"	"5070_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"1642494451"	"5001_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"1643142238"	"0308_Battle_Advice_Inspire_Button_Pressed_Thread"	1	1	"Battle"	"UI"	"Buttons"	1	0	false	1	false	false	"none"	""	false	false	false	"n"	"battle_advisor"	false
"1644011674"	"4049_Campaign_Advice_AI_Research_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"1646531127"	"5245_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"1647725982"	"1152_Campaign_Advice_Port_Blockaded_Thread"	1	1	"Campaign"	"Features"	"Blockades"	1	0	false	1	false	true	"port"	""	false	false	false	"n"	"campaign_advisor"	false
"1649185866"	"0141_Battle_Advice_Terrain_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	3	true	false	"none"	""	false	false	false	"n"	"battle_advisor"	true
"1652433872"	"0729_ep_3_intro"	1	1	"Campaign"	"Episodic"	"1"	100	1	false	0	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"1665780632"	"0813_bat_tut_fire_at_will"	1	1	"Battle"	"Tutorial"	"1"	1	1	false	1	false	false	"none"	""	false	false	false	"n"	"battle_advisor"	false
"1668586924"	"5246_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"1669231262"	"5228_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"1678481462"	"3019_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"1679453711"	"3098_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
