version 1, schema ship_names_tables
Index(string)	Name_Loc_IDRef(string)	Ship_Name(string)	Faction(optstring)
"1993"	"names_spanish"	"Carlos II"	"spain"
"1994"	"names_spanish"	"Carmen"	nil
"1995"	"names_spanish"	"Castilla"	nil
"1996"	"names_spanish"	"Catalan"	nil
"1997"	"names_spanish"	"Concepcion"	nil
"1998"	"names_spanish"	"Concepcion de Napoles"	nil
"1999"	"names_spanish"	"Conde de Regla"	nil
"2000"	"names_spanish"	"Conde de Tolosa"	nil
"2001"	"names_spanish"	"Conquistador"	"spain"
"2002"	"names_spanish"	"Constante"	nil
"2003"	"names_spanish"	"Contento"	nil
"2004"	"names_spanish"	"del Rosario y Las Animas"	nil
"2005"	"names_spanish"	"Delfin Dorado"	nil
"2006"	"names_spanish"	"Dichoso"	nil
"2007"	"names_spanish"	"Diligente"	nil
"2008"	"names_spanish"	"Dragon"	nil
"2009"	"names_spanish"	"El Gran Alejandro"	nil
"2010"	"names_spanish"	"El Pingue"	nil
"2011"	"names_spanish"	"Eolo"	nil
"2012"	"names_spanish"	"Espana"	nil
"2013"	"names_spanish"	"Esperanza"	nil
"2014"	"names_spanish"	"Esquevel"	nil
"2015"	"names_spanish"	"Estrella del Mar"	nil
"2016"	"names_spanish"	"Europa"	nil
"2017"	"names_spanish"	"Fama"	nil
"2018"	"names_spanish"	"Fama Volante"	nil
"2019"	"names_spanish"	"Fenix"	nil
"2020"	"names_spanish"	"Firme"	nil
"2021"	"names_spanish"	"Galga"	nil
"2022"	"names_spanish"	"Galicia"	nil
"2023"	"names_spanish"	"Gallardo"	nil
"2024"	"names_spanish"	"Gallo Indiano"	nil
"2025"	"names_spanish"	"Glorioso"	nil
"2026"	"names_spanish"	"Guerrero"	nil
"2027"	"names_spanish"	"Guipuzcoa"	nil
"2028"	"names_spanish"	"Halcon"	nil
"2029"	"names_spanish"	"Hector"	nil
"2030"	"names_spanish"	"Hercules"	nil
"2031"	"names_spanish"	"Incendio"	nil
"2032"	"names_spanish"	"Infante"	nil
"2033"	"names_spanish"	"Intrepido"	nil
"2034"	"names_spanish"	"Invenciple"	nil
"2035"	"names_spanish"	"Jesus Maria"	nil
"2036"	"names_spanish"	"Jesus Maria y Jose"	nil
"2037"	"names_spanish"	"La Corona"	nil
"2038"	"names_spanish"	"La Mujer"	nil
"2039"	"names_spanish"	"La Presa"	nil
"2040"	"names_spanish"	"Lanfranco"	nil
"2041"	"names_spanish"	"Leon"	nil
"2042"	"names_spanish"	"Los Angeles"	nil
"2043"	"names_spanish"	"Magnanimo"	nil
"2044"	"names_spanish"	"Meiicano"	nil
"2045"	"names_spanish"	"Mino"	nil
"2046"	"names_spanish"	"Monarca"	nil
"2047"	"names_spanish"	"Montanes"	nil
"2048"	"names_spanish"	"Neptuno"	nil
"2049"	"names_spanish"	"Nuestra Senora Buen Consejo"	nil
"2050"	"names_spanish"	"Nuestra Senora de Begona"	nil
"2051"	"names_spanish"	"Nuestra Senora de Guodalupe"	nil
"2052"	"names_spanish"	"Nuestra Senora de la Almudena"	nil
"2053"	"names_spanish"	"Nuestra Senora de la Concepcion"	nil
"2054"	"names_spanish"	"Nuestra Senora de la Concepción y de las Ánimas"	nil
"2055"	"names_spanish"	"Nuestra Senora de las Esterrallas"	nil
"2056"	"names_spanish"	"Nuestra Senora de Las Vinas"	nil
"2057"	"names_spanish"	"Nuestra Senora de Luz"	nil
"2058"	"names_spanish"	"Nuestra Senora de Monteagudo"	nil
"2059"	"names_spanish"	"Nuestra Senora del Pilar"	nil
"2060"	"names_spanish"	"Nuestra Senora del Pilar de Zaragoza"	nil
"2061"	"names_spanish"	"Nuestra Senora del Pueblo"	nil
"2062"	"names_spanish"	"Nuestra Senora del Rosario y San Jose"	nil
"2063"	"names_spanish"	"Nuestra Senora del Rosario y Santo Domingo"	nil
"2064"	"names_spanish"	"Nueva Espana"	"spain"
"2065"	"names_spanish"	"Orfeo"	nil
"2066"	"names_spanish"	"Oriente"	nil
"2067"	"names_spanish"	"Paloma Indiana"	nil
"2068"	"names_spanish"	"Pelayo"	nil
"2069"	"names_spanish"	"Peruano"	nil
"2070"	"names_spanish"	"Poder"	nil
"2071"	"names_spanish"	"Poderoso"	nil
"2072"	"names_spanish"	"Potencia"	nil
"2073"	"names_spanish"	"Princesa"	nil
"2074"	"names_spanish"	"Principe"	nil
"2077"	"names_spanish"	"Purisma Concepcion"	nil
"2078"	"names_spanish"	"Rayo"	nil
"2079"	"names_spanish"	"Real Familia"	nil
"2080"	"names_spanish"	"Real Felipe"	nil
"2081"	"names_spanish"	"Real Mazi"	nil
"2082"	"names_spanish"	"Reina"	nil
"2083"	"names_spanish"	"Retiro"	nil
"2084"	"names_spanish"	"Rosa"	nil
"2085"	"names_spanish"	"Rubi"	nil
"2086"	"names_spanish"	"Sacramento"	nil
"2087"	"names_spanish"	"Salvador del Mundo"	nil
"2088"	"names_spanish"	"San Agustin"	nil
"2089"	"names_spanish"	"San Antonio"	nil
"2090"	"names_spanish"	"San Bernardo"	nil
"2091"	"names_spanish"	"San Blas"	nil
"2092"	"names_spanish"	"San Carlos"	nil
"2093"	"names_spanish"	"San Cosimo"	nil
"2094"	"names_spanish"	"San Damaso"	nil
"2095"	"names_spanish"	"San Daniel"	nil
"2096"	"names_spanish"	"San Esteban"	nil
"2097"	"names_spanish"	"San Felipe"	nil
"2098"	"names_spanish"	"San Felipe Apostol"	nil
"2099"	"names_spanish"	"San Fermin"	nil
"2100"	"names_spanish"	"San Foit"	nil
"2101"	"names_spanish"	"San Francisco"	nil
"2102"	"names_spanish"	"San Francisco de Asis"	nil
"2103"	"names_spanish"	"San Francisco de Paula"	nil
"2104"	"names_spanish"	"San Francisco Javier"	nil
"2105"	"names_spanish"	"San Fulgencio"	nil
"2106"	"names_spanish"	"San Gabriel"	nil
"2107"	"names_spanish"	"San Gedeon"	nil
"2108"	"names_spanish"	"San Genaro"	nil
"2109"	"names_spanish"	"San Hermenegildo"	nil
"2110"	"names_spanish"	"San Ignacio"	nil
"2111"	"names_spanish"	"San Ildefonso"	nil
"2112"	"names_spanish"	"San Isidoro"	nil
"2113"	"names_spanish"	"San Jacinto"	nil
"2114"	"names_spanish"	"San Jeronimo"	nil
"2115"	"names_spanish"	"San Joaquin"	nil
"2116"	"names_spanish"	"San Jose"	nil
"2117"	"names_spanish"	"San Josef"	nil
"2118"	"names_spanish"	"San Juan Bautista"	nil
"2119"	"names_spanish"	"San Juan Evangelista"	nil
"2120"	"names_spanish"	"San Juan Nepomuceno"	nil
"2121"	"names_spanish"	"San Julian"	nil
"2122"	"names_spanish"	"San Justo"	nil
"2123"	"names_spanish"	"San Lazaro"	nil
"2124"	"names_spanish"	"San Leandro"	nil
"2125"	"names_spanish"	"San Luis"	nil
"2126"	"names_spanish"	"San Martin"	nil
"2127"	"names_spanish"	"San Mateo"	nil
"2128"	"names_spanish"	"San Miguel"	nil
"2129"	"names_spanish"	"San Nicolas"	nil
"2130"	"names_spanish"	"San Pascual"	nil
"2131"	"names_spanish"	"San Paulo"	nil
"2132"	"names_spanish"	"San Pedro Alcantara"	nil
"2133"	"names_spanish"	"San Pedro Apostol"	nil
"2134"	"names_spanish"	"San Pedro de la Fortuna"	nil
"2135"	"names_spanish"	"San Pedro el Grande"	nil
"2136"	"names_spanish"	"San Pedro Martir"	nil
"2137"	"names_spanish"	"San Pedro y San Pablo"	nil
"2138"	"names_spanish"	"San Rafael"	nil
"2139"	"names_spanish"	"San Ramon"	nil
"2140"	"names_spanish"	"San Salvador"	nil
"2141"	"names_spanish"	"San Sebastian"	nil
"2142"	"names_spanish"	"San Telmo"	nil
"2143"	"names_spanish"	"San Vicente Ferrer"	nil
"2144"	"names_spanish"	"Santa Agnes"	nil
"2145"	"names_spanish"	"Santa Ana"	nil
"2146"	"names_spanish"	"Santa Catalina"	nil
"2147"	"names_spanish"	"Santa Clara"	nil
"2148"	"names_spanish"	"Santa Cruz"	nil
"2149"	"names_spanish"	"Santa Isabel"	nil
"2150"	"names_spanish"	"Santa Rosa"	nil
"2151"	"names_spanish"	"Santa Tereza"	nil
"2152"	"names_spanish"	"Santiago"	nil
"2153"	"names_spanish"	"Santiago de Galicia"	nil
"2154"	"names_spanish"	"Santisima Trinidad"	nil
"2155"	"names_spanish"	"Santissima Madre"	nil
"2156"	"names_spanish"	"Santo Christo"	nil
"2157"	"names_spanish"	"Santo Christo de Maracaibo"	nil
"2158"	"names_spanish"	"Santo Cristo de Burgos"	nil
"2159"	"names_spanish"	"Santo Domingo de Polonia"	nil
"2160"	"names_spanish"	"Santo Thomas de Aquino"	nil
"2161"	"names_spanish"	"Santo Tomas"	nil
"2162"	"names_spanish"	"Sao Balthasar"	nil
"2163"	"names_spanish"	"Septentrion"	nil
"2164"	"names_spanish"	"Serio"	nil
"2165"	"names_spanish"	"Soberano"	nil
"2166"	"names_spanish"	"Soberbio"	nil
"2167"	"names_spanish"	"Terrible"	nil
"2168"	"names_spanish"	"Tigre"	nil
"2169"	"names_spanish"	"Tridente"	nil
"2170"	"names_spanish"	"Triunfante"	nil
"2171"	"names_spanish"	"Velasco"	nil
"2172"	"names_spanish"	"Vencedor"	nil
"2173"	"names_spanish"	"Victoria"	nil
"2174"	"names_swedish"	"Abraham"	"sweden"
"2175"	"names_swedish"	"Alfsborg"	"sweden"
"2176"	"names_swedish"	"Alsen"	"denmark"
"2177"	"names_swedish"	"Amarant"	"sweden"
"2178"	"names_swedish"	"Andromeda"	"sweden"
"2179"	"names_swedish"	"Ängeln"	"sweden"
"2180"	"names_swedish"	"Ångermanland"	"sweden"
"2181"	"names_swedish"	"Anklam"	"sweden"
"2182"	"names_swedish"	"Apollo"	"sweden"
"2183"	"names_swedish"	"Äpplet"	"sweden"
"2184"	"names_swedish"	"Aran"	"sweden"
"2185"	"names_swedish"	"Bellona"	"sweden"
"2186"	"names_swedish"	"Beskiermeren"	"denmark"
"2187"	"names_swedish"	"Blaahejren"	"denmark"
"2188"	"names_swedish"	"Bornholm"	"denmark"
"2189"	"names_swedish"	"Bremen"	"sweden"
"2190"	"names_swedish"	"Camilla"	"sweden"
"2191"	"names_swedish"	"Carolus"	"sweden"
"2192"	"names_swedish"	"Castor"	"sweden"
"2193"	"names_swedish"	"Charlotta"	"sweden"
"2194"	"names_swedish"	"Charlotte"	"sweden"
"2195"	"names_swedish"	"Chrisansoe"	"denmark"
"2196"	"names_swedish"	"Christiansborg"	"denmark"
"2197"	"names_swedish"	"Christianus Sextus"	"denmark"
"2198"	"names_swedish"	"Cristiania"	"denmark"
"2199"	"names_swedish"	"Cronberg"	"denmark"
"2200"	"names_swedish"	"Cronjagten"	"denmark"
"2201"	"names_swedish"	"Danmark"	"denmark"
"2202"	"names_swedish"	"Dannebroge"	"denmark"
"2203"	"names_swedish"	"Dannemark"	"denmark"
"2204"	"names_swedish"	"Danska Örn"	"sweden"
"2205"	"names_swedish"	"Delfin"	"sweden"
"2206"	"names_swedish"	"Delmenhorst"	"denmark"
"2207"	"names_swedish"	"Delphin"	"sweden"
"2208"	"names_swedish"	"Den Pregtige"	"denmark"
"2209"	"names_swedish"	"Denmarkenus"	"denmark"
"2210"	"names_swedish"	"Det Store Belt"	"denmark"
"2211"	"names_swedish"	"Diana"	"denmark"
"2212"	"names_swedish"	"Ditmarsken"	"denmark"
"2213"	"names_swedish"	"Docquen"	"denmark"
"2214"	"names_swedish"	"Dr Anna Sophia"	"denmark"
"2215"	"names_swedish"	"Dr Caroline Mathilde"	"denmark"
"2216"	"names_swedish"	"Dr Juliane Marie"	"denmark"
"2217"	"names_swedish"	"Dr Lovisa Ulrika"	"sweden"
"2218"	"names_swedish"	"Dr Sofia Magdalena"	"sweden"
"2219"	"names_swedish"	"Dragendorpt"	"sweden"
"2220"	"names_swedish"	"Draken"	"sweden"
"2221"	"names_swedish"	"Dristigheten"	"sweden"
"2222"	"names_swedish"	"Dromedarius"	"sweden"
"2223"	"names_swedish"	"Dronning Lovisa"	"denmark"
"2224"	"names_swedish"	"Drottning Ulrika Eleonora"	"sweden"
"2225"	"names_swedish"	"Drottningholm"	"sweden"
"2226"	"names_swedish"	"Dygden"	"sweden"
"2227"	"names_swedish"	"Ebenetzer"	"denmark"
"2228"	"names_swedish"	"Ekholmsund"	"sweden"
"2229"	"names_swedish"	"Ekorren"	"sweden"
"2230"	"names_swedish"	"Elefanten"	"sweden"
"2231"	"names_swedish"	"Elephanten"	"denmark"
"2232"	"names_swedish"	"Elfsborg"	"sweden"
"2233"	"names_swedish"	"Enigheten"	"sweden"
"2234"	"names_swedish"	"Faderneslandet"	"sweden"
"2235"	"names_swedish"	"Faeroe"	"denmark"
"2236"	"names_swedish"	"Faerse"	"denmark"
"2237"	"names_swedish"	"Fågel Struts"	"sweden"
"2238"	"names_swedish"	"Falk"	"sweden"
"2239"	"names_swedish"	"Falken"	"sweden"
"2240"	"names_swedish"	"Falster"	"denmark"
"2241"	"names_swedish"	"Fama"	"sweden"
"2242"	"names_swedish"	"Fenix"	"sweden"
"2243"	"names_swedish"	"Fenix Lilla"	"sweden"
"2244"	"names_swedish"	"Finland"	"sweden"
"2245"	"names_swedish"	"Flyvende Fisk"	"denmark"
"2246"	"names_swedish"	"Forsiktigheten"	"sweden"
"2247"	"names_swedish"	"Forsvar"	"denmark"
"2248"	"names_swedish"	"Fortuna"	"sweden"
"2249"	"names_swedish"	"Fotuna"	"denmark"
"2250"	"names_swedish"	"Freden"	"sweden"
"2251"	"names_swedish"	"Fredericus Quintus"	"denmark"
"2252"	"names_swedish"	"Frederiksvaern"	"denmark"
"2253"	"names_swedish"	"Fredrika Amalia"	"sweden"
"2254"	"names_swedish"	"Freya"	"denmark"
"2255"	"names_swedish"	"Friheten"	"sweden"
"2256"	"names_swedish"	"Froja"	"sweden"
"2257"	"names_swedish"	"Froken Eleonora"	"sweden"
"2258"	"names_swedish"	"Fyen"	"denmark"
"2259"	"names_swedish"	"Fylla"	"denmark"
"2260"	"names_swedish"	"Gåsen"	"sweden"
"2261"	"names_swedish"	"Gerner"	"denmark"
"2262"	"names_swedish"	"Goja"	"sweden"
"2263"	"names_swedish"	"Gote Iejon"	"sweden"
"2264"	"names_swedish"	"Goteborg"	"denmark"
"2265"	"names_swedish"	"Göteborg"	"sweden"
"2266"	"names_swedish"	"Goteborgs Vapen"	"sweden"
"2267"	"names_swedish"	"Götegorg Kastell"	"sweden"
"2268"	"names_swedish"	"Grev Morner"	"denmark"
"2269"	"names_swedish"	"Greve Sparre"	"sweden"
"2270"	"names_swedish"	"Grip"	"sweden"
"2271"	"names_swedish"	"Grona Jagaren"	"sweden"
"2272"	"names_swedish"	"Gronland"	"denmark"
"2273"	"names_swedish"	"Gustav den Store"	"sweden"
"2274"	"names_swedish"	"Halvmånen"	"sweden"
"2275"	"names_swedish"	"Hanö"	"sweden"
"2276"	"names_swedish"	"Havfruen"	"denmark"
"2277"	"names_swedish"	"Hedvig Elisabeth Charlotta"	"sweden"
"2278"	"names_swedish"	"Hercules"	"sweden"
"2279"	"names_swedish"	"Hessen-Cassel"	"sweden"
"2280"	"names_swedish"	"Hjaelperen"	"denmark"
"2281"	"names_swedish"	"Hjaelperinden"	"denmark"
"2282"	"names_swedish"	"Hjort"	"sweden"
"2283"	"names_swedish"	"Hoken"	"sweden"
"2284"	"names_swedish"	"Holsten"	"denmark"
"2285"	"names_swedish"	"Hoppet"	"sweden"
"2286"	"names_swedish"	"Hoyenhald"	"denmark"
"2287"	"names_swedish"	"Hvide Orn"	"denmark"
"2288"	"names_swedish"	"Hvita Örn"	"sweden"
"2289"	"names_swedish"	"Ilderim"	"denmark"
"2290"	"names_swedish"	"Illerim"	"sweden"
"2291"	"names_swedish"	"Indfodsretten"	"denmark"
"2292"	"names_swedish"	"Iris"	"denmark"
"2293"	"names_swedish"	"Island"	"denmark"
"2294"	"names_swedish"	"Islandsfahrere"	"sweden"
"2295"	"names_swedish"	"Jägaren"	"sweden"
"2296"	"names_swedish"	"Jarramas"	"sweden"
"2297"	"names_swedish"	"Johannes"	"sweden"
"2298"	"names_swedish"	"Jonas"	"sweden"
"2299"	"names_swedish"	"Jungfrun"	"sweden"
"2300"	"names_swedish"	"Jupiter"	"sweden"
"2301"	"names_swedish"	"Justitia"	"denmark"
"2302"	"names_swedish"	"Jylland"	"denmark"
"2303"	"names_swedish"	"Karlberg"	"sweden"
"2304"	"names_swedish"	"Karlshamn"	"sweden"
"2305"	"names_swedish"	"Karlshams Kastell"	"sweden"
"2306"	"names_swedish"	"Karlskrona Vapen"	"sweden"
"2307"	"names_swedish"	"Kastellet"	"sweden"
"2308"	"names_swedish"	"Kiel"	"denmark"
"2309"	"names_swedish"	"Kiskin"	"sweden"
"2310"	"names_swedish"	"Kobenhavn"	"denmark"
"2311"	"names_swedish"	"Kraftan"	"sweden"
"2312"	"names_swedish"	"Kristina"	"sweden"
"2313"	"names_swedish"	"Kronoskeppet"	"sweden"
"2314"	"names_swedish"	"Laaland"	"denmark"
"2315"	"names_swedish"	"Langeland"	"denmark"
"2316"	"names_swedish"	"Leoparden"	"denmark"
"2317"	"names_swedish"	"Liefde"	"sweden"
"2318"	"names_swedish"	"Lilla Leoparden"	"sweden"
"2319"	"names_swedish"	"Lilla Phoenix"	"sweden"
"2320"	"names_swedish"	"Lille Belt"	"denmark"
"2321"	"names_swedish"	"Louis et Anna"	"sweden"
"2322"	"names_swedish"	"Louisiana"	"sweden"
"2323"	"names_swedish"	"Lovendals Galej"	"denmark"
"2324"	"names_swedish"	"Lovisa Ulrika"	"sweden"
"2325"	"names_swedish"	"Madam"	"sweden"
"2326"	"names_swedish"	"Månen"	"sweden"
"2327"	"names_swedish"	"Manligheten"	"sweden"
"2328"	"names_swedish"	"Margareta"	"sweden"
"2329"	"names_swedish"	"Markgrevinde"	"denmark"
"2330"	"names_swedish"	"Mars"	"sweden"
"2331"	"names_swedish"	"Marstrand"	"denmark"
"2332"	"names_swedish"	"Måsen"	"sweden"
"2333"	"names_swedish"	"Mercurius"	"sweden"
"2334"	"names_swedish"	"Merkurius"	"sweden"
"2335"	"names_swedish"	"Minerva"	"sweden"
"2336"	"names_swedish"	"Mjöhunden"	"sweden"
"2337"	"names_swedish"	"Moen"	"denmark"
"2338"	"names_swedish"	"Morgonstjärnan"	"sweden"
"2339"	"names_swedish"	"Moss"	"denmark"
"2340"	"names_swedish"	"Muskatenbom"	"sweden"
"2341"	"names_swedish"	"Najaden"	"denmark"
"2342"	"names_swedish"	"Nättelbladet"	"sweden"
"2343"	"names_swedish"	"Nellebladet"	"denmark"
"2344"	"names_swedish"	"Neptun"	"sweden"
"2345"	"names_swedish"	"Neptunus"	"denmark"
"2346"	"names_swedish"	"Nikolaus"	"sweden"
"2347"	"names_swedish"	"Nordstjarnan"	"sweden"
"2348"	"names_swedish"	"Nordstjerna"	"sweden"
"2349"	"names_swedish"	"Nordstjernen"	"denmark"
"2350"	"names_swedish"	"Norge"	"denmark"
"2351"	"names_swedish"	"Norske Love"	"denmark"
"2352"	"names_swedish"	"Nya Delfin"	"sweden"
"2353"	"names_swedish"	"Nyckeln"	"sweden"
"2354"	"names_swedish"	"Odin"	"denmark"
"2355"	"names_swedish"	"Oland"	"sweden"
"2356"	"names_swedish"	"Oldenborg"	"denmark"
"2357"	"names_swedish"	"Omheten"	"sweden"
"2358"	"names_swedish"	"Orns Prins"	"sweden"
"2359"	"names_swedish"	"Östergötland"	"sweden"
"2360"	"names_swedish"	"Oxen"	"sweden"
"2361"	"names_swedish"	"Packa"	"sweden"
"2362"	"names_swedish"	"Packan"	"sweden"
"2363"	"names_swedish"	"Pelikanen"	"sweden"
"2364"	"names_swedish"	"Perlen"	"denmark"
"2365"	"names_swedish"	"Pollux"	"sweden"
"2366"	"names_swedish"	"Pommeren"	"denmark"
"2367"	"names_swedish"	"Postiljon"	"sweden"
"2368"	"names_swedish"	"Postillionen"	"denmark"
"2369"	"names_swedish"	"Postryttaren"	"sweden"
"2370"	"names_swedish"	"Raae"	"denmark"
"2371"	"names_swedish"	"Rafael"	"sweden"
"2372"	"names_swedish"	"Rattvisan"	"sweden"
"2373"	"names_swedish"	"Reval"	"sweden"
"2374"	"names_swedish"	"Riga"	"sweden"
"2375"	"names_swedish"	"Rosen"	"sweden"
"2376"	"names_swedish"	"Rota"	"denmark"
"2377"	"names_swedish"	"Ruschenfelt"	"sweden"
"2378"	"names_swedish"	"Samso"	"denmark"
"2379"	"names_swedish"	"Samson"	"sweden"
"2380"	"names_swedish"	"Sankt Jakob"	"sweden"
"2381"	"names_swedish"	"Sankt Johannes"	"sweden"
"2382"	"names_swedish"	"Sankt Maria"	"sweden"
"2383"	"names_swedish"	"Sejeren"	"denmark"
"2384"	"names_swedish"	"Sjaelland"	"denmark"
"2385"	"names_swedish"	"Sjöblad"	"sweden"
"2386"	"names_swedish"	"Sjöman"	"sweden"
"2387"	"names_swedish"	"Skjold"	"denmark"
"2388"	"names_swedish"	"Skorpionen"	"sweden"
"2389"	"names_swedish"	"Slesvig"	"denmark"
"2390"	"names_swedish"	"Småland"	"sweden"
"2391"	"names_swedish"	"Snarsven"	"sweden"
"2392"	"names_swedish"	"Sodermanland"	"sweden"
"2393"	"names_swedish"	"Solen"	"sweden"
"2394"	"names_swedish"	"Soormen"	"denmark"
"2395"	"names_swedish"	"Sophia Magdalena"	"denmark"
"2396"	"names_swedish"	"Soridderen"	"denmark"
"2397"	"names_swedish"	"Sparre"	"sweden"
"2398"	"names_swedish"	"Spes"	"sweden"
"2399"	"names_swedish"	"St Croix"	"denmark"
"2400"	"names_swedish"	"St Johannes"	"sweden"
"2401"	"names_swedish"	"St Marcus"	"sweden"
"2402"	"names_swedish"	"St Mathias"	"sweden"
"2403"	"names_swedish"	"St Thomas"	"sweden"
"2404"	"names_swedish"	"Staabraf"	"denmark"
"2405"	"names_swedish"	"Stenbock"	"sweden"
"2406"	"names_swedish"	"Stockholm"	"sweden"
"2407"	"names_swedish"	"Stora Fenix"	"sweden"
"2408"	"names_swedish"	"Storman"	"denmark"
"2409"	"names_swedish"	"Stralsund"	"denmark"
"2410"	"names_swedish"	"Stromarn"	"denmark"
"2411"	"names_swedish"	"Sundsvall"	"sweden"
"2412"	"names_swedish"	"Svan"	"sweden"
"2413"	"names_swedish"	"Svanen"	"denmark"
"2414"	"names_swedish"	"Svärdet"	"sweden"
"2415"	"names_swedish"	"Svarta Orn"	"sweden"
"2416"	"names_swedish"	"Svenske Falk"	"denmark"
"2417"	"names_swedish"	"Svenske Sophia"	"denmark"
"2418"	"names_swedish"	"Sverige"	"sweden"
"2419"	"names_swedish"	"Sydermanland"	"denmark"
"2420"	"names_swedish"	"Tapperheten"	"sweden"
"2421"	"names_swedish"	"Thais"	"sweden"
"2422"	"names_swedish"	"Thetis"	"denmark"
"2423"	"names_swedish"	"Thure Bielke"	"sweden"
"2424"	"names_swedish"	"Tranquebar"	"denmark"
"2425"	"names_swedish"	"Tre Koner"	"denmark"
"2426"	"names_swedish"	"Tre Kronor"	"sweden"
"2427"	"names_swedish"	"Tre Lover"	"denmark"
"2428"	"names_swedish"	"Triton"	"denmark"
"2429"	"names_swedish"	"Trumslagaren"	"sweden"
"2430"	"names_swedish"	"Ulriksdal"	"sweden"
"2431"	"names_swedish"	"Ulven"	"sweden"
"2432"	"names_swedish"	"Uppland"	"sweden"
"2433"	"names_swedish"	"Uttern"	"sweden"
"2434"	"names_swedish"	"Vaduren"	"sweden"
"2435"	"names_swedish"	"Vainqueur"	"sweden"
"2436"	"names_swedish"	"Valkomst fran Orienten"	"sweden"
"2437"	"names_swedish"	"Välkomsten"	"sweden"
"2438"	"names_swedish"	"Vapen von Viborg"	"sweden"
"2439"	"names_swedish"	"Varbierg"	"denmark"
"2440"	"names_swedish"	"Venus"	"sweden"
"2441"	"names_swedish"	"Verden"	"sweden"
"2442"	"names_swedish"	"Viborg"	"sweden"
"2443"	"names_swedish"	"Viktoria"	"sweden"
"2444"	"names_swedish"	"Vita Orn"	"sweden"
"2445"	"names_swedish"	"Vladislaff"	"sweden"
"2446"	"names_swedish"	"Wagrien"	"denmark"
"2447"	"names_swedish"	"Waldemar"	"denmark"
"2448"	"names_swedish"	"Wasa"	"sweden"
"2449"	"names_swedish"	"Wenden"	"denmark"
"2450"	"names_swedish"	"William Galej"	"denmark"
"2451"	"names_swedish"	"Wolgast"	"sweden"
"2452"	"names_swedish"	"Wrangel"	"sweden"
"2510"	"names_french"	"Sans Culotte"	"france"
"2511"	"names_french"	"Africaine"	"france"
"2512"	"names_french"	"Artémise"	"france"
"2513"	"names_french"	"Atalante"	"france"
"2514"	"names_french"	"Biche"	"france"
"2515"	"names_french"	"Cassard"	"france"
"2516"	"names_french"	"Chiffone"	"france"
"2517"	"names_french"	"Coquille"	nil
"2518"	"names_french"	"Droits de l'Homme"	nil
"2519"	"names_french"	"Formidable"	nil
"2520"	"names_french"	"Franchise"	nil
"2521"	"names_french"	"Hercule"	nil
"2522"	"names_french"	"Immortalité"	nil
"2523"	"names_french"	"Impatiente"	nil
"2524"	"names_french"	"Indivisible"	nil
"2525"	"names_french"	"Jean-Jacques Rousseau"	nil
"2526"	"names_french"	"Jean Bart"	nil
"2527"	"names_french"	"Jemmapes"	nil
"2528"	"names_french"	"Minerve"	nil
"2529"	"names_french"	"Naturaliste"	nil
"2530"	"names_french"	"Océan"	nil
"2531"	"names_french"	"Pompée"	nil
"2532"	"names_french"	"Poursuivante"	nil
"2533"	"names_french"	"Preneuse"	nil
"2534"	"names_french"	"Psyché"	nil
"2535"	"names_french"	"Romaine"	nil
"2536"	"names_french"	"Scipion"	nil
"2537"	"names_french"	"Sémillante"	nil
"2538"	"names_french"	"Sybille"	nil
"2539"	"names_french"	"Thésée"	nil
"2540"	"names_french"	"Tigre"	nil
"2541"	"names_french"	"Trajan"	nil
"2542"	"names_french"	"Tyrannicide"	nil
"2543"	"names_french"	"Union"	nil
"2544"	"names_french"	"Vénus"	nil
"2545"	"names_french"	"Viala"	nil
"2546"	"names_french"	"Virginie"	nil
"2547"	"names_french"	"Wattignies"	nil
"2548"	"names_french"	"Adrienne"	nil
"2549"	"names_french"	"Algésiras"	nil
"2550"	"names_french"	"Amphitrite"	nil
"2551"	"names_english"	"Bellone"	nil
"2552"	"names_french"	"Bucentaure"	nil
"2553"	"names_french"	"Caroline"	nil
"2554"	"names_french"	"Clorinde"	nil
"2555"	"names_french"	"Commerce de Paris"	nil
"2556"	"names_french"	"Créole"	nil
"2557"	"names_french"	"Danaé"	nil
"2558"	"names_french"	"Flore"	nil
"2559"	"names_french"	"Foudroyant"	nil
"2560"	"names_french"	" Géographe"	nil
"2561"	"names_french"	"Héros"	nil
"2562"	"names_french"	"Junon"	nil
"2563"	"names_french"	"Niémen"	nil
"2564"	"names_french"	"Pauline"	nil
"2565"	"names_french"	"Persanne"	nil
"2566"	"names_french"	"Piémontaise"	nil
"2567"	"names_french"	"Polonais"	nil
"2568"	"names_french"	"Pomone"	nil
"2569"	"names_french"	"République Française"	nil
"2570"	"names_french"	"Robuste"	nil
"2571"	"names_french"	"Triomphant"	nil
"2572"	"names_french"	"Uranie"	nil
"2573"	"names_french"	"Var"	nil
"2574"	"names_french"	"Vengeur"	nil
