version 1, schema uniform_to_faction_colours_tables
unknown1(string)	unknown2(string)	unknown3(int)	unknown4(int)	unknown5(int)	unknown6(int)	unknown7(int)	unknown8(int)	unknown9(int)	unknown10(int)	unknown11(int)
"Tut_Swiss_Inf_Militia_Militia"	"tut_swiss_confederation"	255	255	255	170	0	0	255	255	255
"United_Netherlands_Art_Foot_12_lber"	"united_netherlands"	30	35	67	54	54	54	173	173	173
"United_Netherlands_Art_Foot_6_lber"	"united_netherlands"	30	35	67	54	54	54	173	173	173
"United_Netherlands_Art_Foot_7_lber_Howitzer"	"united_netherlands"	30	35	67	54	54	54	173	173	173
"United_Netherlands_Art_Horse_6_lber"	"united_netherlands"	30	35	67	54	54	54	173	173	173
"United_Netherlands_Cav_Heavy_Carabiniers"	"united_netherlands"	30	35	67	255	234	0	173	173	173
"United_Netherlands_Cav_Light_Hussars"	"united_netherlands"	59	119	179	30	35	67	30	35	67
"United_Netherlands_Cav_Light_Light_Dragoons"	"united_netherlands"	30	35	67	191	28	22	162	162	162
"United_Netherlands_Cav_Stand_Chevauxlegers"	"united_netherlands"	39	59	39	255	234	0	173	173	173
"United_Netherlands_Gen_David_Hendrik_Chasse"	"united_netherlands"	26	26	66	168	80	3	173	173	173
"United_Netherlands_Gen_Generals_Staff"	"united_netherlands"	30	35	67	168	80	3	173	173	173
"United_Netherlands_Gen_Jean_Victor_baron_de_Constant_Rebecque"	"united_netherlands"	26	26	66	168	80	3	173	173	173
"United_Netherlands_Gen_Prince_of_Orange"	"united_netherlands"	26	26	66	168	80	3	173	173	173
"United_Netherlands_Inf_Gren_Grenadiers"	"united_netherlands"	30	35	67	255	255	255	173	173	173
"United_Netherlands_Inf_Light_Dutch_Flanquers"	"united_netherlands"	30	35	67	255	255	255	173	173	173
"United_Netherlands_Inf_Line_Line_Infantry"	"united_netherlands"	30	35	67	255	255	255	173	173	173
"United_Netherlands_Inf_Militia_Militiamen"	"united_netherlands"	30	35	67	213	145	8	173	173	173
"United_Netherlands_Inf_Mob_Armed_Citizenry"	"united_netherlands"	103	69	27	170	77	23	173	173	173
"United_Netherlands_Inf_Skirm_Jager"	"united_netherlands"	66	99	65	54	54	54	66	99	65
"Venice_Art_Foot_12_lber"	"ita_venice"	32	78	127	170	0	0	170	0	0
"Venice_Art_Foot_6_lber"	"ita_venice"	32	78	127	170	0	0	170	0	0
"Venice_Cav_Heavy_Dragoons"	"ita_venice"	170	0	0	255	255	255	170	0	0
"Venice_Gen_Generals_Staff"	"ita_venice"	170	0	0	255	255	255	170	0	0
"Venice_Inf_Militia_Militia"	"ita_venice"	255	255	255	170	0	0	170	0	0
"Venice_Inf_Mob_Armed_Citizenry"	"ita_venice"	170	0	0	255	255	255	255	255	255
"Westphalia_Art_Foot_12_lber"	"westphalia"	49	66	122	191	28	22	49	66	122
"Westphalia_Art_Foot_6_lber"	"westphalia"	49	66	122	191	28	22	49	66	122
"Westphalia_Art_Foot_7_lber_Howitzer"	"westphalia"	49	66	122	191	28	22	49	66	122
"Westphalia_Art_Horse_6_lber"	"westphalia"	49	66	122	191	28	22	49	66	122
"Westphalia_Cav_Heavy_Cuirassiers"	"westphalia"	49	66	122	191	28	22	173	173	173
"Westphalia_Cav_Heavy_Garde_du_Corp"	"westphalia"	45	44	84	191	28	22	255	255	255
"Westphalia_Cav_Light_Hussars"	"westphalia"	67	113	69	67	113	69	67	113	69
"Westphalia_Cav_Stand_Chevauxlegers"	"westphalia"	67	113	69	255	233	123	255	233	123
"Westphalia_Gen_Generals_Staff"	"westphalia"	49	66	122	191	28	22	255	255	255
"Westphalia_Inf_Elite_Grenadier_Guards"	"westphalia"	255	255	255	191	28	22	255	255	255
"Westphalia_Inf_Light_Light_Infantry"	"westphalia"	67	113	69	76	125	189	67	113	69
"Westphalia_Inf_Line_Line_Infantry"	"westphalia"	255	255	255	49	66	122	255	255	255
"Westphalia_Inf_Militia_Militia"	"westphalia"	49	66	122	191	28	22	255	255	255
"Wurrtemberg_Art_Foot_12_lber"	"wurttemberg"	76	125	189	54	54	54	76	125	189
"Wurrtemberg_Art_Foot_6_lber"	"wurttemberg"	76	125	189	54	54	54	76	125	189
"Wurrtemberg_Art_Foot_7_lber_Howitzer"	"wurttemberg"	76	125	189	54	54	54	76	125	189
"Wurrtemberg_Art_Horse_6_lber"	"wurttemberg"	76	125	189	54	54	54	76	125	189
"Wurrtemberg_Cav_Heavy_Cuirassiers"	"wurttemberg"	255	219	38	191	28	22	255	255	255
"Wurrtemberg_Cav_Stand_Chevauxlegers"	"wurttemberg"	44	52	88	44	52	88	255	255	255
"Wurrtemberg_Gen_Generals_Staff"	"wurttemberg"	44	52	88	76	125	189	255	255	255
"Wurrtemberg_Inf_Light_Light_Infantry"	"wurttemberg"	63	85	53	76	125	189	255	255	255
"Wurrtemberg_Inf_Line_Line_Infantry"	"wurttemberg"	44	52	88	89	149	189	255	255	255
"Wurrtemberg_Inf_Militia_Landwehr"	"wurttemberg"	44	52	88	255	255	255	255	255	255
"Wurrtemberg_Inf_Mob_Armed_Citizenry"	"wurttemberg"	170	0	0	191	28	22	255	255	255
"Wurrtemberg_Inf_Skirm_Jager"	"wurttemberg"	63	85	53	54	54	54	255	255	255
"Ottomans_Egy_Gen_Ahmed_Al-Jazzar"	"egy_ottomans"	45	44	84	49	65	100	255	255	255
"Imperial_Guards_Cav_Heavy_French_Empress_Dragoons"	"france"	28	56	22	170	0	0	235	235	235
"Bavaria_Art_Foot_12_lber"	"bavaria"	45	44	84	54	54	54	255	255	255
"Imperial_Guards_Inf_Elite_French_Guard_Seamen"	"france"	45	44	84	191	28	22	45	44	84
"Imperial_Guards_Cav_Lancer_French_Dutch_Guard_Lancers"	"france"	170	0	0	45	44	84	255	255	255
"Imperial_Guards_Inf_Elite_French_Dutch_Grenadiers"	"france"	255	255	255	170	0	0	255	255	255
"Imperial_Guards_Cav_Lancer_French_Polish_Guard_Lancers"	"france"	45	44	84	170	0	68	255	255	255
"Imperial_Guards_Cav_Light_French_Guard_Chasseurs_a_Cheval"	"france"	16	56	12	170	0	0	16	56	12
"France_Spa_Art_Horse_French_6_lber"	"spa_france"	49	65	100	170	0	0	170	0	0
"France_Spa_Art_Foot_French_6_In_Howitzer"	"spa_france"	49	65	100	170	0	0	49	65	100
"France_Spa_Art_Foot_French_6_lber"	"spa_france"	49	65	100	170	0	0	49	65	100
"France_Spa_Art_Foot_French_8_lber"	"spa_france"	49	65	100	170	0	0	49	65	100
"France_Spa_Cav_Heavy_French_Cuirassiers"	"spa_france"	49	65	100	170	0	0	255	255	255
"France_Spa_Cav_Heavy_French_Dragoons"	"spa_france"	61	99	51	170	0	0	255	255	255
"France_Spa_Cav_Light_French_Chasseurs_a_Cheval"	"spa_france"	35	70	34	255	178	142	239	235	214
"France_Spa_Gen_Generals_Staff"	"spa_france"	49	65	100	170	0	0	255	255	255
"France_Spa_Inf_Elite_French_Young_Guard"	"spa_france"	49	65	100	170	0	0	84	93	116
"France_Spa_Inf_Militia_Militia"	"spa_france"	49	65	100	170	0	0	255	255	255
"Spain_Spa_Art_Foot_Spanish_9_lber"	"spa_spain"	103	75	44	255	205	3	103	75	44
"Spain_Spa_Cav_Lancer_Lanceros_del_Tietar_Guerrilla"	"spa_spain"	88	107	175	54	54	54	88	107	175
"Spain_Spa_Cav_Light_Guerilla_Husares_Guerilla"	"spa_spain"	61	99	51	191	28	22	44	52	88
"Spain_Spa_Cav_Light_Husares_de_Cantabria_Guerrilla"	"spa_spain"	44	52	88	191	28	22	191	28	22
"Spain_Spa_Cav_Light_Husares_de_Rioja_Guerrilla"	"spa_spain"	255	205	3	61	99	51	61	99	51
"Spain_Spa_Cav_Light_Husares_de_Valpenas_Guerilla"	"spa_spain"	191	28	22	61	99	51	173	173	173
"Spain_Spa_Cav_Light_Husares_Numantinos_Guerilla"	"spa_spain"	255	255	255	44	52	88	173	173	173
"Spain_Spa_Cav_Stand_Voluntarios_Ciudad_Guerrilla"	"spa_spain"	44	52	88	191	28	22	255	203	98
"Spain_Spa_Inf_Light_Cazadores_de_Cataluna_Guerrilla"	"spa_spain"	44	52	88	255	205	3	255	255	255
"Spain_Spa_Inf_Light_Regimento_de_Arlanza_Guerrilla"	"spa_spain"	76	125	189	191	28	22	76	125	189
"Spain_Spa_Inf_Light_Cazadores_Numantinos_Guerrilla"	"spa_spain"	173	173	173	173	173	173	173	173	173
"Spain_Spa_Inf_Line_Voluntarios_de_Coruna_Guerilla"	"spa_spain"	44	52	88	255	205	3	44	52	88
"Spain_Spa_Inf_Line_Voluntarios_Tietar_Guerrilla"	"spa_spain"	44	52	88	191	28	22	255	255	255
"Spain_Spa_Inf_Skirm_Guerilla_Tiradores_Guerilla"	"spa_spain"	103	75	44	44	52	88	255	255	255
"Spain_Spa_Inf_Skirm_Tiradores_de_Cantabria_Guerrilla"	"spa_spain"	44	52	88	44	52	88	173	173	173
"Britain_Spa_Cav_Lancer_Guerilla_Lanceros_Guerilla"	"spa_britain"	103	75	44	98	150	156	103	75	44
"Britain_Spa_Cav_Lancer_Lanceros_de_Castilla_Guerrilla"	"spa_britain"	51	67	46	44	67	39	44	67	39
"Britain_Spa_Cav_Lancer_Lanceros_del_Tietar_Guerrilla"	"spa_britain"	88	107	175	54	54	54	88	107	175
"Britain_Spa_Cav_Light_Guerilla_Husares_Guerilla"	"spa_britain"	61	99	51	191	28	22	44	52	88
"Britain_Spa_Cav_Light_Husares_Burgos_Guerilla"	"spa_britain"	61	99	51	255	205	3	255	205	3
"Britain_Spa_Cav_Light_Husares_de_Cantabria_Guerrilla"	"spa_britain"	44	52	88	191	28	22	191	28	22
"France_Spa_Inf_Mob_Armed_Citizenry"	"spa_france"	170	134	62	170	0	0	255	255	255
"France_Spa_Inf_Line_Polish_Legion"	"spa_france"	45	44	84	255	234	0	255	255	255
"France_Spa_Inf_Line_Swiss_Foot"	"spa_france"	170	0	0	255	234	0	255	255	255
"France_Spa_Cav_Lancer_French_Vistula_Uhlans"	"spa_france"	45	44	84	255	234	0	255	255	255
"Spain_Spa_Art_Horse_Spanish_6_lber"	"spa_spain"	44	52	88	191	28	22	44	52	88
"Spain_Spa_Cav_Heavy_Spanish_Coraceros_Espanoles"	"spa_spain"	191	28	22	44	52	88	255	255	255
"Spain_Spa_Cav_Heavy_Spanish_Dragoons"	"spa_spain"	61	99	51	255	255	255	255	227	160
"Spain_Spa_Cav_Lancer_Spanish_Lanceros"	"spa_spain"	103	75	44	191	28	22	103	75	44
"Spain_Spa_Cav_Light_Spanish_Hussars"	"spa_spain"	44	52	88	191	28	22	44	52	88
"Spain_Spa_Gen_Generals_Staff"	"spa_spain"	44	52	88	191	28	22	255	255	255
"Spain_Spa_Inf_Elite_Spanish_Walloon_Guards"	"spa_spain"	44	52	88	193	29	0	255	255	255
"Spain_Spa_Inf_Gren_Spanish_Grenadiers"	"spa_spain"	44	52	88	191	28	22	113	136	189
"Spain_Spa_Inf_Light_Spanish_Light_Infantry"	"spa_spain"	44	52	88	61	99	51	255	255	255
"Spain_Spa_Inf_Line_Spanish_Fusiliers"	"spa_spain"	44	52	88	113	143	189	44	52	88
"Spain_Spa_Inf_Militia_Spanish_Provincial_Militia"	"spa_spain"	44	52	88	191	28	22	44	52	88
"Spain_Spa_Inf_Mob_Armed_Citizenry"	"spa_spain"	255	255	255	191	28	22	255	255	255
"Spain_Spa_Cav_Lancer_Lanceros_de_Castilla_Guerrilla"	"spa_spain"	51	67	46	44	67	39	44	67	39
"Spain_Spa_Mounted_Inf_Voluntarios_Madrid_Guerilla"	"spa_spain"	44	67	39	191	64	22	255	208	98
"Spain_Spa_Inf_Irreg_Corso_Terrestre_Guerrilla"	"spa_spain"	103	75	44	255	205	3	103	75	44
"Spain_Spa_Cav_Light_Husares_Burgos_Guerilla"	"spa_spain"	61	99	51	255	205	3	255	205	3
"Spain_Spa_Cav_Light_Husares_Extremadura_Guerilla"	"spa_spain"	113	143	189	170	0	0	170	0	0
"Spain_Spa_Cav_Lancer_Guerilla_Lanceros_Guerilla"	"spa_spain"	103	75	44	98	150	156	103	75	44
"Britain_Spa_Cav_Light_Husares_de_Rioja_Guerrilla"	"spa_britain"	255	205	3	61	99	51	61	99	51
"Britain_Spa_Cav_Light_Husares_de_Valpenas_Guerilla"	"spa_britain"	191	28	22	61	99	51	173	173	173
"Britain_Spa_Cav_Light_Husares_Extremadura_Guerilla"	"spa_britain"	113	143	189	170	0	0	170	0	0
"Britain_Spa_Cav_Light_Husares_Numantinos_Guerilla"	"spa_britain"	255	255	255	44	52	88	173	173	173
"Britain_Spa_Cav_Stand_Voluntarios_Ciudad_Guerrilla"	"spa_britain"	44	52	88	191	28	22	255	203	98
"Britain_Spa_Inf_Irreg_Corso_Terrestre_Guerrilla"	"spa_britain"	103	75	44	255	205	3	103	75	44
"Britain_Spa_Inf_Light_Cazadores_de_Cataluna_Guerrilla"	"spa_britain"	44	52	88	255	205	3	255	255	255
"Britain_Spa_Inf_Light_Cazadores_Numantinos_Guerrilla"	"spa_britain"	173	173	173	173	173	173	173	173	173
"Britain_Spa_Inf_Light_Regimento_de_Arlanza_Guerrilla"	"spa_britain"	76	125	189	191	28	22	76	125	189
"Britain_Spa_Inf_Line_Spanish_Fusiliers"	"spa_britain"	44	52	88	113	143	189	44	52	88
"Britain_Spa_Inf_Light_Spanish_Light_Infantry"	"spa_britain"	44	52	88	61	99	51	255	255	255
"Britain_Spa_Inf_Line_Voluntarios_de_Coruna_Guerilla"	"spa_britain"	44	52	88	255	205	3	44	52	88
"Britain_Spa_Inf_Line_Voluntarios_Tietar_Guerrilla"	"spa_britain"	44	52	88	191	28	22	255	255	255
"Britain_Spa_Inf_Skirm_Guerilla_Tiradores_Guerilla"	"spa_britain"	103	75	44	44	52	88	255	255	255
"Britain_Spa_Inf_Skirm_Tiradores_de_Cantabria_Guerrilla"	"spa_britain"	44	52	88	44	52	88	173	173	173
"Britain_Spa_Mounted_Inf_Voluntarios_Madrid_Guerilla"	"spa_britain"	44	67	39	191	64	22	255	208	98
"Britain_Spa_Art_Foot_Spanish_9_lber"	"spa_britain"	103	75	44	255	205	3	103	75	44
"Britain_Spa_Art_Foot_British_Portuguese_6_lber_Auxiliary"	"spa_britain"	27	44	100	27	44	100	255	255	255
"Britain_Spa_Cav_Stand_British_Portuguese_Cavalry"	"spa_britain"	27	44	100	191	28	22	27	44	100
"Britain_Spa_Inf_Light_Portuguese_Cazadores"	"spa_britain"	103	81	46	191	28	22	103	81	46
"Britain_Spa_Inf_Line_Portuguese_Infantry"	"spa_britain"	27	44	100	255	234	0	255	255	255
"Britain_Spa_Inf_Militia_Portuguese_Militia"	"spa_britain"	27	44	100	191	28	22	255	255	255
"Britain_Spa_Inf_Line_Brunswick_Line_Infantry"	"spa_britain"	63	63	63	76	125	189	63	63	63
"Britain_Spa_Inf_Militia_Spanish_Provincial_Militia"	"spa_britain"	44	52	88	191	28	22	44	52	88
"Britain_Spa_Inf_Skirm_British_Rifles"	"spa_britain"	42	59	42	63	63	63	173	173	173
"Britain_Spa_Art_Foot_British_5_In_Howitzer"	"spa_britain"	45	44	84	191	28	22	255	255	255
"Britain_Spa_Art_Foot_British_6_lber"	"spa_britain"	45	44	84	191	28	22	255	255	255
"Britain_Spa_Art_Foot_British_9_lber"	"spa_britain"	45	44	84	191	28	22	255	255	255
"Britain_Spa_Art_Horse_British_6_lber"	"spa_britain"	45	44	84	191	28	22	173	173	173
"Britain_Spa_Inf_Light_British_KGL_Light_Foot"	"spa_britain"	42	59	42	54	54	54	255	255	255
"Britain_Spa_Cav_Heavy_British_Dragoons"	"spa_britain"	191	28	22	255	234	0	204	204	204
"Britain_Spa_Inf_Elite_British_Black_Watch"	"spa_britain"	191	28	22	45	44	84	20	85	19
"Britain_Spa_Inf_Line_British_Highland_Foot"	"spa_britain"	191	28	22	54	91	47	78	85	72
"Britain_Spa_Inf_Mob_Armed_Citizenry"	"spa_britain"	255	255	255	34	31	77	255	255	255
"Britain_Spa_Gen_Guerilla_Leader_Guerilla"	"spa_britain"	44	52	88	191	28	22	173	173	173
"Britain_Spa_Cav_Heavy_British_Dragoon_Guards"	"spa_britain"	191	28	22	255	255	255	255	255	255
"Britain_Spa_Gen_Duke_of_Wellington"	"spa_britain"	191	28	22	34	31	77	173	173	173
"Britain_Spa_Gen_Generals_Staff"	"spa_britain"	191	28	22	45	44	84	173	173	173
"Britain_Spa_Inf_Line_British_KGL_Foot"	"spa_britain"	191	28	22	45	44	84	255	255	255
"Britain_Spa_Inf_Militia_Militia"	"spa_britain"	191	28	22	255	255	255	255	255	255
"Spain_Spa_Inf_Light_Guerilla_Cazadores_Guerilla"	"spa_spain"	103	75	44	191	28	22	255	255	255
"Britain_Spa_Inf_Light_Guerilla_Cazadores_Guerilla"	"spa_britain"	103	75	44	191	28	22	255	255	255
"Britain_Spa_Cav_Light_Spanish_Hussars"	"spa_britain"	44	52	88	191	28	22	44	52	88
"France_Spa_Inf_Skirm_French_Contra-Guerillas"	"spa_france"	103	75	44	170	0	0	103	75	44
"Austria_Inf_Line_Austrian_Archduke_Charles_Legion"	"austria"	117	80	68	191	28	22	74	101	141
"Britain_Inf_Elite_British_Coldstream_Guards"	"britain"	191	28	22	34	31	77	255	255	255
"Prussia_Cav_Light_Prussian_Life_Hussars"	"prussia"	54	54	54	170	0	0	173	173	173
"Prussia_Cav_Light_Prussian_Luetzows_Freicorps"	"prussia"	54	54	54	191	28	22	173	173	173
"Russia_Cav_Light_Russian_Lifeguard_Hussars"	"russia"	191	28	22	45	44	84	173	173	173
"Russia_Inf_Elite_Russian_Semenovski_Lifeguard"	"russia"	63	85	53	49	65	100	255	255	255
"Portugal_Spa_Cav_Lancer_Guerilla_Lanceros_Guerilla"	"spa_portugal"	103	75	44	98	150	156	103	75	44
"Portugal_Spa_Cav_Lancer_Lanceros_de_Castilla_Guerrilla"	"spa_portugal"	51	67	46	44	67	39	44	67	39
"Portugal_Spa_Cav_Lancer_Lanceros_del_Tietar_Guerrilla"	"spa_portugal"	88	107	175	54	54	54	88	107	175
"Portugal_Spa_Cav_Light_Guerilla_Husares_Guerilla"	"spa_portugal"	61	99	51	191	28	22	44	52	88
"Portugal_Spa_Cav_Light_Husares_Burgos_Guerilla"	"spa_portugal"	61	99	51	255	205	3	255	205	3
"Portugal_Spa_Cav_Light_Husares_de_Cantabria_Guerrilla"	"spa_portugal"	44	52	88	191	28	22	191	28	22
"Portugal_Spa_Cav_Light_Husares_de_Rioja_Guerrilla"	"spa_portugal"	255	205	3	61	99	51	61	99	51
"Portugal_Spa_Cav_Light_Husares_de_Valpenas_Guerilla"	"spa_portugal"	191	28	22	61	99	51	173	173	173
"Portugal_Spa_Cav_Light_Husares_Extremadura_Guerilla"	"spa_portugal"	113	143	189	170	0	0	170	0	0
"Portugal_Spa_Cav_Light_Husares_Numantinos_Guerilla"	"spa_portugal"	255	255	255	44	52	88	173	173	173
"Portugal_Spa_Cav_Stand_Voluntarios_Ciudad_Guerrilla"	"spa_portugal"	44	52	88	191	28	22	255	203	98
"Portugal_Spa_Inf_Irreg_Corso_Terrestre_Guerrilla"	"spa_portugal"	103	75	44	255	205	3	103	75	44
"Portugal_Spa_Inf_Light_Cazadores_de_Cataluna_Guerrilla"	"spa_portugal"	44	52	88	255	205	3	255	255	255
"Portugal_Spa_Inf_Light_Cazadores_Numantinos_Guerrilla"	"spa_portugal"	173	173	173	173	173	173	173	173	173
"Portugal_Spa_Inf_Light_Guerilla_Cazadores_Guerilla"	"spa_portugal"	103	75	44	191	28	22	255	255	255
"Portugal_Spa_Inf_Light_Regimento_de_Arlanza_Guerrilla"	"spa_portugal"	76	125	189	191	28	22	76	125	189
"Portugal_Spa_Inf_Line_Voluntarios_de_Coruna_Guerilla"	"spa_portugal"	44	52	88	255	205	3	44	52	88
"Portugal_Spa_Inf_Line_Voluntarios_Tietar_Guerrilla"	"spa_portugal"	44	52	88	191	28	22	255	255	255
"Portugal_Spa_Inf_Skirm_Guerilla_Tiradores_Guerilla"	"spa_portugal"	103	75	44	44	52	88	255	255	255
"Portugal_Spa_Inf_Skirm_Tiradores_de_Cantabria_Guerrilla"	"spa_portugal"	44	52	88	44	52	88	173	173	173
"Portugal_Spa_Mounted_Inf_Voluntarios_Madrid_Guerilla"	"spa_portugal"	44	67	39	191	64	22	255	208	98
"Spain_Spa_Gen_Francisco_Castanos"	"spa_spain"	255	255	255	54	54	54	170	0	0
"Spain_Spa_Gen_Gregorio_Garcia_de_la_Cuesta"	"spa_spain"	44	52	88	191	28	22	255	255	255
"Spain_Spa_Gen_Joaquin_Blake_y_Joyes"	"spa_spain"	30	35	67	76	125	189	255	255	255
"Spain_Spa_Gen_Guerilla_Leader_Guerilla"	"spa_spain"	44	52	88	191	28	22	173	173	173
"Portugal_Spa_Gen_Guerilla_Leader_Guerilla"	"spa_portugal"	44	52	88	191	28	22	173	173	173
"Bedouin_Inf_Irreg_Ottoman_Bashi_Bazouks"	"egy_bedouin"	255	255	255	170	127	58	255	255	255
"Portuguese_Rebels_Art_Foot_12_lber"	"portugese_rebels"	52	55	93	54	54	54	52	55	93
"Portuguese_Rebels_Art_Foot_6_lber"	"portugese_rebels"	121	87	40	54	54	54	255	255	255
"Portuguese_Rebels_Cav_Light_Light_Dragoons"	"portugese_rebels"	52	55	93	191	28	22	255	255	255
"Portuguese_Rebels_Inf_Light_Light_Infantry"	"portugese_rebels"	33	61	44	33	61	44	33	61	44
"Portuguese_Rebels_Inf_Line_Line_Infantry"	"portugese_rebels"	52	55	93	191	28	22	173	173	173
"Portuguese_Rebels_Inf_Militia_Militia"	"portugese_rebels"	52	55	93	170	0	0	173	173	173
"Portuguese_Rebels_Inf_Mob_Portuguese_Ordenza"	"portugese_rebels"	153	114	51	255	255	255	153	114	51
"Portuguese_Rebels_Gen_Generals_Staff"	"portugese_rebels"	52	55	93	52	55	93	255	255	255
"Britain_Spa_Cav_Light_British_10th_Hussars"	"spa_britain"	45	44	84	191	28	22	173	173	173
"Britain_Cav_Light_British_10th_Hussars"	"britain"	45	44	84	191	28	22	173	173	173
"Austria_Cav_Heavy_Austrian_Archduke_Ferdinand_Cuirassiers"	"austria"	255	255	255	18	88	7	173	173	173
"Russia_Cav_Lancer_Russian_Lifeguard_Cossacks"	"russia"	191	28	22	30	35	67	30	35	67
