version 1, schema technology_faction_junctions_tables
Tech_IDRef(string)	Faction_IDRef(string)
"military_navy_sheet_lead_cartridges"	"bavaria"
"military_navy_sheet_lead_cartridges"	"britain"
"military_navy_sheet_lead_cartridges"	"british_rebels"
"military_navy_sheet_lead_cartridges"	"british_settler_rebels"
"military_navy_sheet_lead_cartridges"	"chechenya_dagestan"
"military_navy_sheet_lead_cartridges"	"cherokee"
"military_navy_sheet_lead_cartridges"	"colombia"
"military_navy_sheet_lead_cartridges"	"cossack_rebels"
"military_navy_sheet_lead_cartridges"	"courland"
"military_navy_sheet_lead_cartridges"	"crimean_khanate"
"military_navy_sheet_lead_cartridges"	"denmark"
"military_navy_sheet_lead_cartridges"	"dutch_rebels"
"military_navy_sheet_lead_cartridges"	"european_settler_rebels"
"military_navy_sheet_lead_cartridges"	"france"
"military_navy_sheet_lead_cartridges"	"french_rebels"
"military_navy_sheet_lead_cartridges"	"french_settler_rebels"
"military_navy_sheet_lead_cartridges"	"genoa"
"military_navy_sheet_lead_cartridges"	"georgia"
"military_navy_sheet_lead_cartridges"	"greece"
"military_navy_sheet_lead_cartridges"	"greek_rebels"
"military_navy_sheet_lead_cartridges"	"hannover"
"military_navy_sheet_lead_cartridges"	"hessen"
"military_navy_sheet_lead_cartridges"	"holstein_gottorp"
"military_navy_sheet_lead_cartridges"	"hungary"
"military_navy_sheet_lead_cartridges"	"huron"
"military_navy_sheet_lead_cartridges"	"india_settler_rebels"
"military_navy_sheet_lead_cartridges"	"inuit"
"military_navy_sheet_lead_cartridges"	"ireland"
"military_navy_sheet_lead_cartridges"	"iroquoi"
"military_navy_sheet_lead_cartridges"	"italian_rebels"
"military_navy_sheet_lead_cartridges"	"khanate_khiva"
"military_navy_sheet_lead_cartridges"	"knights_stjohn"
"military_navy_sheet_lead_cartridges"	"louisiana"
"military_navy_sheet_lead_cartridges"	"mamelukes"
"military_navy_sheet_lead_cartridges"	"maratha"
"military_navy_sheet_lead_cartridges"	"maratha_rebels"
"military_navy_sheet_lead_cartridges"	"mecklenburg"
"military_navy_sheet_lead_cartridges"	"mexico"
"military_navy_sheet_lead_cartridges"	"middle_east_settler_rebels"
"military_navy_sheet_lead_cartridges"	"morocco"
"military_navy_sheet_lead_cartridges"	"mughal"
"military_navy_sheet_lead_cartridges"	"mughal_rebels"
"military_navy_sheet_lead_cartridges"	"mysore"
"military_navy_sheet_lead_cartridges"	"naples_sicily"
"military_navy_sheet_lead_cartridges"	"netherlands"
"military_navy_sheet_lead_cartridges"	"new_spain"
"military_navy_sheet_lead_cartridges"	"norway"
"military_navy_sheet_lead_cartridges"	"ottoman_rebels"
"military_navy_sheet_lead_cartridges"	"ottomans"
"military_navy_sheet_lead_cartridges"	"papal_states"
"military_navy_sheet_lead_cartridges"	"persian_rebels"
"military_navy_sheet_lead_cartridges"	"piedmont_savoy"
"military_navy_sheet_lead_cartridges"	"pirates"
"military_navy_sheet_lead_cartridges"	"plains"
"military_navy_sheet_lead_cartridges"	"poland_lithuania"
"military_navy_sheet_lead_cartridges"	"portugal"
"military_navy_sheet_lead_cartridges"	"portugese_rebels"
"military_navy_sheet_lead_cartridges"	"powhatan"
"military_navy_sheet_lead_cartridges"	"prussia"
"military_navy_sheet_lead_cartridges"	"prussian_rebels"
"military_navy_sheet_lead_cartridges"	"pueblo"
"military_navy_sheet_lead_cartridges"	"punjab"
"military_navy_sheet_lead_cartridges"	"quebec"
"military_navy_sheet_lead_cartridges"	"russia"
"military_navy_sheet_lead_cartridges"	"safavids"
"military_navy_sheet_lead_cartridges"	"saxony"
"military_navy_sheet_lead_cartridges"	"scandinavian_rebels"
"military_navy_sheet_lead_cartridges"	"scotland"
"military_navy_sheet_lead_cartridges"	"sikh_rebels"
"military_navy_sheet_lead_cartridges"	"slavic_rebels"
"military_navy_sheet_lead_cartridges"	"spain"
"military_navy_sheet_lead_cartridges"	"spanish_rebels"
"military_navy_sheet_lead_cartridges"	"spanish_settler_rebels"
"military_navy_sheet_lead_cartridges"	"sweden"
"military_navy_sheet_lead_cartridges"	"swiss_confederation"
"military_navy_sheet_lead_cartridges"	"thirteen_colonies"
"military_navy_sheet_lead_cartridges"	"tuscany"
"military_navy_sheet_lead_cartridges"	"united_states"
"military_navy_sheet_lead_cartridges"	"venice"
"military_navy_sheet_lead_cartridges"	"virginia"
"military_navy_sheet_lead_cartridges"	"virginia_colonists"
"military_navy_sheet_lead_cartridges"	"westphalia"
"military_navy_sheet_lead_cartridges"	"wurttemberg"
"military_navy_top_gallants"	"afghanistan"
"military_navy_top_gallants"	"american_rebels"
"military_navy_top_gallants"	"amerind_rebels"
"military_navy_top_gallants"	"austria"
"military_navy_top_gallants"	"austrian_rebels"
"military_navy_top_gallants"	"barbary_rebels"
"military_navy_top_gallants"	"barbary_states"
"military_navy_top_gallants"	"bavaria"
"military_navy_top_gallants"	"britain"
"military_navy_top_gallants"	"british_rebels"
"military_navy_top_gallants"	"british_settler_rebels"
"military_navy_top_gallants"	"chechenya_dagestan"
"military_navy_top_gallants"	"cherokee"
"military_navy_top_gallants"	"colombia"
"military_navy_top_gallants"	"cossack_rebels"
"military_navy_top_gallants"	"courland"
"military_navy_top_gallants"	"crimean_khanate"
"military_navy_top_gallants"	"denmark"
"military_navy_top_gallants"	"dutch_rebels"
"military_navy_top_gallants"	"european_settler_rebels"
"military_navy_top_gallants"	"france"
"military_navy_top_gallants"	"french_rebels"
"military_navy_top_gallants"	"french_settler_rebels"
"military_navy_top_gallants"	"genoa"
"military_navy_top_gallants"	"georgia"
"military_navy_top_gallants"	"greece"
"military_navy_top_gallants"	"greek_rebels"
"military_navy_top_gallants"	"hannover"
"military_navy_top_gallants"	"hessen"
"military_navy_top_gallants"	"holstein_gottorp"
"military_navy_top_gallants"	"hungary"
"military_navy_top_gallants"	"huron"
"military_navy_top_gallants"	"india_settler_rebels"
"military_navy_top_gallants"	"inuit"
"military_navy_top_gallants"	"ireland"
"military_navy_top_gallants"	"iroquoi"
"military_navy_top_gallants"	"italian_rebels"
"military_navy_top_gallants"	"khanate_khiva"
"military_navy_top_gallants"	"knights_stjohn"
"military_navy_top_gallants"	"louisiana"
"military_navy_top_gallants"	"mamelukes"
"military_navy_top_gallants"	"maratha"
"military_navy_top_gallants"	"maratha_rebels"
"military_navy_top_gallants"	"mecklenburg"
"military_navy_top_gallants"	"mexico"
"military_navy_top_gallants"	"middle_east_settler_rebels"
"military_navy_top_gallants"	"morocco"
"military_navy_top_gallants"	"mughal"
"military_navy_top_gallants"	"mughal_rebels"
"military_navy_top_gallants"	"mysore"
"military_navy_top_gallants"	"naples_sicily"
"military_navy_top_gallants"	"netherlands"
"military_navy_top_gallants"	"new_spain"
"military_navy_top_gallants"	"norway"
"military_navy_top_gallants"	"ottoman_rebels"
"military_navy_top_gallants"	"ottomans"
"military_navy_top_gallants"	"papal_states"
"military_navy_top_gallants"	"persian_rebels"
"military_navy_top_gallants"	"piedmont_savoy"
"military_navy_top_gallants"	"pirates"
"military_navy_top_gallants"	"plains"
"military_navy_top_gallants"	"poland_lithuania"
"military_navy_top_gallants"	"portugal"
"military_navy_top_gallants"	"portugese_rebels"
"military_navy_top_gallants"	"powhatan"
"military_navy_top_gallants"	"prussia"
"military_navy_top_gallants"	"prussian_rebels"
"military_navy_top_gallants"	"pueblo"
"military_navy_top_gallants"	"punjab"
"military_navy_top_gallants"	"quebec"
"military_navy_top_gallants"	"russia"
"military_navy_top_gallants"	"safavids"
"military_navy_top_gallants"	"saxony"
"military_navy_top_gallants"	"scandinavian_rebels"
"military_navy_top_gallants"	"scotland"
"military_navy_top_gallants"	"sikh_rebels"
"military_navy_top_gallants"	"slavic_rebels"
"military_navy_top_gallants"	"spain"
"military_navy_top_gallants"	"spanish_rebels"
"military_navy_top_gallants"	"spanish_settler_rebels"
"military_navy_top_gallants"	"sweden"
"military_navy_top_gallants"	"swiss_confederation"
"military_navy_top_gallants"	"thirteen_colonies"
"military_navy_top_gallants"	"tuscany"
"military_navy_top_gallants"	"united_states"
"military_navy_top_gallants"	"venice"
"military_navy_top_gallants"	"virginia"
"military_navy_top_gallants"	"virginia_colonists"
"military_navy_top_gallants"	"westphalia"
"military_navy_top_gallants"	"wurttemberg"
"military_ordnance_canister_shot"	"afghanistan"
"military_ordnance_canister_shot"	"american_rebels"
"military_ordnance_canister_shot"	"amerind_rebels"
"military_ordnance_canister_shot"	"austria"
"military_ordnance_canister_shot"	"austrian_rebels"
"military_ordnance_canister_shot"	"barbary_rebels"
"military_ordnance_canister_shot"	"barbary_states"
"military_ordnance_canister_shot"	"bavaria"
"military_ordnance_canister_shot"	"britain"
"military_ordnance_canister_shot"	"british_rebels"
"military_ordnance_canister_shot"	"british_settler_rebels"
"military_ordnance_canister_shot"	"chechenya_dagestan"
"military_ordnance_canister_shot"	"cherokee"
"military_ordnance_canister_shot"	"colombia"
"military_ordnance_canister_shot"	"cossack_rebels"
"military_ordnance_canister_shot"	"courland"
"military_ordnance_canister_shot"	"crimean_khanate"
"military_ordnance_canister_shot"	"denmark"
"military_ordnance_canister_shot"	"dutch_rebels"
"military_ordnance_canister_shot"	"european_settler_rebels"
"military_ordnance_canister_shot"	"france"
"military_ordnance_canister_shot"	"french_rebels"
"military_ordnance_canister_shot"	"french_settler_rebels"
"military_ordnance_canister_shot"	"genoa"
"military_ordnance_canister_shot"	"georgia"
"military_ordnance_canister_shot"	"greece"
"military_ordnance_canister_shot"	"greek_rebels"
"military_ordnance_canister_shot"	"hannover"
"military_ordnance_canister_shot"	"hessen"
"military_ordnance_canister_shot"	"holstein_gottorp"
"military_ordnance_canister_shot"	"hungary"
"military_ordnance_canister_shot"	"huron"
"military_ordnance_canister_shot"	"india_settler_rebels"
"military_ordnance_canister_shot"	"inuit"
"military_ordnance_canister_shot"	"ireland"
"military_ordnance_canister_shot"	"iroquoi"
"military_ordnance_canister_shot"	"italian_rebels"
"military_ordnance_canister_shot"	"khanate_khiva"
"military_ordnance_canister_shot"	"knights_stjohn"
"military_ordnance_canister_shot"	"louisiana"
"military_ordnance_canister_shot"	"mamelukes"
"military_ordnance_canister_shot"	"maratha"
"military_ordnance_canister_shot"	"maratha_rebels"
"military_ordnance_canister_shot"	"mecklenburg"
"military_ordnance_canister_shot"	"mexico"
"military_ordnance_canister_shot"	"middle_east_settler_rebels"
"military_ordnance_canister_shot"	"morocco"
"military_ordnance_canister_shot"	"mughal"
"military_ordnance_canister_shot"	"mughal_rebels"
"military_ordnance_canister_shot"	"mysore"
"military_ordnance_canister_shot"	"naples_sicily"
"military_ordnance_canister_shot"	"netherlands"
"military_ordnance_canister_shot"	"new_spain"
"military_ordnance_canister_shot"	"norway"
"military_ordnance_canister_shot"	"ottoman_rebels"
"military_ordnance_canister_shot"	"ottomans"
"military_ordnance_canister_shot"	"papal_states"
"military_ordnance_canister_shot"	"persian_rebels"
"military_ordnance_canister_shot"	"piedmont_savoy"
"military_ordnance_canister_shot"	"pirates"
"military_ordnance_canister_shot"	"plains"
"military_ordnance_canister_shot"	"poland_lithuania"
"military_ordnance_canister_shot"	"portugal"
"military_ordnance_canister_shot"	"portugese_rebels"
"military_ordnance_canister_shot"	"powhatan"
"military_ordnance_canister_shot"	"prussia"
"military_ordnance_canister_shot"	"prussian_rebels"
"military_ordnance_canister_shot"	"pueblo"
"military_ordnance_canister_shot"	"punjab"
"military_ordnance_canister_shot"	"quebec"
"military_ordnance_canister_shot"	"russia"
"military_ordnance_canister_shot"	"safavids"
"military_ordnance_canister_shot"	"saxony"
"military_ordnance_canister_shot"	"scandinavian_rebels"
"military_ordnance_canister_shot"	"scotland"
"military_ordnance_canister_shot"	"sikh_rebels"
"military_ordnance_canister_shot"	"slavic_rebels"
"military_ordnance_canister_shot"	"spain"
"military_ordnance_canister_shot"	"spanish_rebels"
"military_ordnance_canister_shot"	"spanish_settler_rebels"
"military_ordnance_canister_shot"	"sweden"
"military_ordnance_canister_shot"	"swiss_confederation"
"military_ordnance_canister_shot"	"thirteen_colonies"
"military_ordnance_canister_shot"	"tuscany"
"military_ordnance_canister_shot"	"united_states"
"military_ordnance_canister_shot"	"venice"
"military_ordnance_canister_shot"	"virginia"
"military_ordnance_canister_shot"	"virginia_colonists"
"military_ordnance_canister_shot"	"westphalia"
"military_ordnance_canister_shot"	"wurttemberg"
"military_ordnance_carcass_shot"	"afghanistan"
"military_ordnance_carcass_shot"	"american_rebels"
"military_ordnance_carcass_shot"	"amerind_rebels"
"military_ordnance_carcass_shot"	"austria"
"military_ordnance_carcass_shot"	"austrian_rebels"
"military_ordnance_carcass_shot"	"barbary_rebels"
"military_ordnance_carcass_shot"	"barbary_states"
"military_ordnance_carcass_shot"	"bavaria"
"military_ordnance_carcass_shot"	"britain"
"military_ordnance_carcass_shot"	"british_rebels"
"military_ordnance_carcass_shot"	"british_settler_rebels"
"military_ordnance_carcass_shot"	"chechenya_dagestan"
"military_ordnance_carcass_shot"	"cherokee"
"military_ordnance_carcass_shot"	"colombia"
"military_ordnance_carcass_shot"	"cossack_rebels"
"military_ordnance_carcass_shot"	"courland"
"military_ordnance_carcass_shot"	"crimean_khanate"
"military_ordnance_carcass_shot"	"denmark"
"military_ordnance_carcass_shot"	"dutch_rebels"
"military_ordnance_carcass_shot"	"european_settler_rebels"
"military_ordnance_carcass_shot"	"france"
"military_ordnance_carcass_shot"	"french_rebels"
"military_ordnance_carcass_shot"	"french_settler_rebels"
"military_ordnance_carcass_shot"	"genoa"
"military_ordnance_carcass_shot"	"georgia"
"military_ordnance_carcass_shot"	"greece"
"military_ordnance_carcass_shot"	"greek_rebels"
"military_ordnance_carcass_shot"	"hannover"
"military_ordnance_carcass_shot"	"hessen"
"military_ordnance_carcass_shot"	"holstein_gottorp"
"military_ordnance_carcass_shot"	"hungary"
"military_ordnance_carcass_shot"	"huron"
"military_ordnance_carcass_shot"	"india_settler_rebels"
"military_ordnance_carcass_shot"	"inuit"
"military_ordnance_carcass_shot"	"ireland"
"military_ordnance_carcass_shot"	"iroquoi"
"military_ordnance_carcass_shot"	"italian_rebels"
"military_ordnance_carcass_shot"	"khanate_khiva"
"military_ordnance_carcass_shot"	"knights_stjohn"
"military_ordnance_carcass_shot"	"louisiana"
"military_ordnance_carcass_shot"	"mamelukes"
"military_ordnance_carcass_shot"	"maratha"
"military_ordnance_carcass_shot"	"maratha_rebels"
"military_ordnance_carcass_shot"	"mecklenburg"
"military_ordnance_carcass_shot"	"mexico"
"military_ordnance_carcass_shot"	"middle_east_settler_rebels"
"military_ordnance_carcass_shot"	"morocco"
"military_ordnance_carcass_shot"	"mughal"
"military_ordnance_carcass_shot"	"mughal_rebels"
"military_ordnance_carcass_shot"	"mysore"
"military_ordnance_carcass_shot"	"naples_sicily"
"military_ordnance_carcass_shot"	"netherlands"
"military_ordnance_carcass_shot"	"new_spain"
"military_ordnance_carcass_shot"	"norway"
"military_ordnance_carcass_shot"	"ottoman_rebels"
"military_ordnance_carcass_shot"	"ottomans"
"military_ordnance_carcass_shot"	"papal_states"
"military_ordnance_carcass_shot"	"persian_rebels"
"military_ordnance_carcass_shot"	"piedmont_savoy"
"military_ordnance_carcass_shot"	"pirates"
"military_ordnance_carcass_shot"	"plains"
"military_ordnance_carcass_shot"	"poland_lithuania"
"military_ordnance_carcass_shot"	"portugal"
"military_ordnance_carcass_shot"	"portugese_rebels"
"military_ordnance_carcass_shot"	"powhatan"
"military_ordnance_carcass_shot"	"prussia"
"military_ordnance_carcass_shot"	"prussian_rebels"
"military_ordnance_carcass_shot"	"pueblo"
"military_ordnance_carcass_shot"	"punjab"
"military_ordnance_carcass_shot"	"quebec"
"military_ordnance_carcass_shot"	"russia"
"military_ordnance_carcass_shot"	"safavids"
"military_ordnance_carcass_shot"	"saxony"
"military_ordnance_carcass_shot"	"scandinavian_rebels"
"military_ordnance_carcass_shot"	"scotland"
"military_ordnance_carcass_shot"	"sikh_rebels"
"military_ordnance_carcass_shot"	"slavic_rebels"
"military_ordnance_carcass_shot"	"spain"
"military_ordnance_carcass_shot"	"spanish_rebels"
"military_ordnance_carcass_shot"	"spanish_settler_rebels"
"military_ordnance_carcass_shot"	"sweden"
"military_ordnance_carcass_shot"	"swiss_confederation"
"military_ordnance_carcass_shot"	"thirteen_colonies"
"military_ordnance_carcass_shot"	"tuscany"
"military_ordnance_carcass_shot"	"united_states"
"military_ordnance_carcass_shot"	"venice"
"military_ordnance_carcass_shot"	"virginia"
"military_ordnance_carcass_shot"	"virginia_colonists"
"military_ordnance_carcass_shot"	"westphalia"
"military_ordnance_carcass_shot"	"wurttemberg"
"military_ordnance_explosive_shells"	"afghanistan"
"military_ordnance_explosive_shells"	"american_rebels"
"military_ordnance_explosive_shells"	"amerind_rebels"
"military_ordnance_explosive_shells"	"austria"
"military_ordnance_explosive_shells"	"austrian_rebels"
"military_ordnance_explosive_shells"	"barbary_rebels"
"military_ordnance_explosive_shells"	"barbary_states"
"military_ordnance_explosive_shells"	"bavaria"
"military_ordnance_explosive_shells"	"britain"
"military_ordnance_explosive_shells"	"british_rebels"
"military_ordnance_explosive_shells"	"british_settler_rebels"
"military_ordnance_explosive_shells"	"chechenya_dagestan"
"military_ordnance_explosive_shells"	"cherokee"
"military_ordnance_explosive_shells"	"colombia"
"military_ordnance_explosive_shells"	"cossack_rebels"
"military_ordnance_explosive_shells"	"courland"
"military_ordnance_explosive_shells"	"crimean_khanate"
"military_ordnance_explosive_shells"	"denmark"
"military_ordnance_explosive_shells"	"dutch_rebels"
"military_ordnance_explosive_shells"	"european_settler_rebels"
"military_ordnance_explosive_shells"	"france"
"military_ordnance_explosive_shells"	"french_rebels"
"military_ordnance_explosive_shells"	"french_settler_rebels"
"military_ordnance_explosive_shells"	"genoa"
"military_ordnance_explosive_shells"	"georgia"
"military_ordnance_explosive_shells"	"greece"
"military_ordnance_explosive_shells"	"greek_rebels"
"military_ordnance_explosive_shells"	"hannover"
"military_ordnance_explosive_shells"	"hessen"
"military_ordnance_explosive_shells"	"holstein_gottorp"
"military_ordnance_explosive_shells"	"hungary"
"military_ordnance_explosive_shells"	"huron"
"military_ordnance_explosive_shells"	"india_settler_rebels"
"military_ordnance_explosive_shells"	"inuit"
"military_ordnance_explosive_shells"	"ireland"
"military_ordnance_explosive_shells"	"iroquoi"
"military_ordnance_explosive_shells"	"italian_rebels"
"military_ordnance_explosive_shells"	"khanate_khiva"
"military_ordnance_explosive_shells"	"knights_stjohn"
"military_ordnance_explosive_shells"	"louisiana"
"military_ordnance_explosive_shells"	"mamelukes"
"military_ordnance_explosive_shells"	"maratha"
"military_ordnance_explosive_shells"	"maratha_rebels"
"military_ordnance_explosive_shells"	"mecklenburg"
"military_ordnance_explosive_shells"	"mexico"
"military_ordnance_explosive_shells"	"middle_east_settler_rebels"
"military_ordnance_explosive_shells"	"morocco"
"military_ordnance_explosive_shells"	"mughal"
"military_ordnance_explosive_shells"	"mughal_rebels"
"military_ordnance_explosive_shells"	"mysore"
"military_ordnance_explosive_shells"	"naples_sicily"
"military_ordnance_explosive_shells"	"netherlands"
"military_ordnance_explosive_shells"	"new_spain"
"military_ordnance_explosive_shells"	"norway"
"military_ordnance_explosive_shells"	"ottoman_rebels"
"military_ordnance_explosive_shells"	"ottomans"
"military_ordnance_explosive_shells"	"papal_states"
"military_ordnance_explosive_shells"	"persian_rebels"
"military_ordnance_explosive_shells"	"piedmont_savoy"
"military_ordnance_explosive_shells"	"pirates"
"military_ordnance_explosive_shells"	"plains"
"military_ordnance_explosive_shells"	"poland_lithuania"
"military_ordnance_explosive_shells"	"portugal"
"military_ordnance_explosive_shells"	"portugese_rebels"
"military_ordnance_explosive_shells"	"powhatan"
"military_ordnance_explosive_shells"	"prussia"
"military_ordnance_explosive_shells"	"prussian_rebels"
"military_ordnance_explosive_shells"	"pueblo"
"military_ordnance_explosive_shells"	"punjab"
"military_ordnance_explosive_shells"	"quebec"
"military_ordnance_explosive_shells"	"russia"
"military_ordnance_explosive_shells"	"safavids"
"military_ordnance_explosive_shells"	"saxony"
"military_ordnance_explosive_shells"	"scandinavian_rebels"
"military_ordnance_explosive_shells"	"scotland"
"military_ordnance_explosive_shells"	"sikh_rebels"
"military_ordnance_explosive_shells"	"slavic_rebels"
"military_ordnance_improved_grenades"	"cossack_rebels"
"military_ordnance_improved_grenades"	"courland"
"military_ordnance_improved_grenades"	"crimean_khanate"
"military_ordnance_improved_grenades"	"denmark"
"military_ordnance_improved_grenades"	"dutch_rebels"
"military_ordnance_improved_grenades"	"european_settler_rebels"
"military_ordnance_improved_grenades"	"france"
"military_ordnance_improved_grenades"	"french_rebels"
"military_ordnance_improved_grenades"	"french_settler_rebels"
"military_ordnance_improved_grenades"	"genoa"
"military_ordnance_improved_grenades"	"georgia"
"military_ordnance_improved_grenades"	"greece"
"military_ordnance_improved_grenades"	"greek_rebels"
"military_ordnance_improved_grenades"	"hannover"
"military_ordnance_improved_grenades"	"hessen"
"military_ordnance_improved_grenades"	"holstein_gottorp"
"military_ordnance_improved_grenades"	"hungary"
"military_ordnance_improved_grenades"	"huron"
"military_ordnance_improved_grenades"	"india_settler_rebels"
"military_ordnance_improved_grenades"	"inuit"
"military_ordnance_improved_grenades"	"ireland"
"military_ordnance_improved_grenades"	"iroquoi"
"military_ordnance_improved_grenades"	"italian_rebels"
"military_ordnance_improved_grenades"	"khanate_khiva"
"military_ordnance_improved_grenades"	"knights_stjohn"
"military_ordnance_improved_grenades"	"louisiana"
"military_ordnance_improved_grenades"	"mamelukes"
"military_ordnance_improved_grenades"	"maratha"
"military_ordnance_improved_grenades"	"maratha_rebels"
"military_ordnance_improved_grenades"	"mecklenburg"
"military_ordnance_improved_grenades"	"mexico"
"military_ordnance_improved_grenades"	"middle_east_settler_rebels"
"military_ordnance_improved_grenades"	"morocco"
"military_ordnance_improved_grenades"	"mughal"
"military_ordnance_improved_grenades"	"mughal_rebels"
"military_ordnance_improved_grenades"	"mysore"
"military_ordnance_improved_grenades"	"naples_sicily"
"military_ordnance_improved_grenades"	"netherlands"
"military_ordnance_improved_grenades"	"new_spain"
"military_ordnance_improved_grenades"	"norway"
"military_ordnance_improved_grenades"	"ottoman_rebels"
"military_ordnance_improved_grenades"	"ottomans"
"military_ordnance_improved_grenades"	"papal_states"
"military_ordnance_improved_grenades"	"persian_rebels"
"military_ordnance_improved_grenades"	"piedmont_savoy"
"military_ordnance_improved_grenades"	"pirates"
"military_ordnance_improved_grenades"	"plains"
"military_ordnance_improved_grenades"	"poland_lithuania"
"military_ordnance_improved_grenades"	"portugal"
"military_ordnance_improved_grenades"	"portugese_rebels"
"military_ordnance_improved_grenades"	"powhatan"
"military_ordnance_improved_grenades"	"prussia"
"military_ordnance_improved_grenades"	"prussian_rebels"
"military_ordnance_improved_grenades"	"pueblo"
"military_ordnance_percussion_shells"	"barbary_rebels"
"military_ordnance_percussion_shells"	"barbary_states"
"military_ordnance_percussion_shells"	"bavaria"
"military_ordnance_percussion_shells"	"britain"
"military_ordnance_percussion_shells"	"british_rebels"
"military_ordnance_percussion_shells"	"british_settler_rebels"
"military_ordnance_percussion_shells"	"chechenya_dagestan"
"military_ordnance_percussion_shells"	"cherokee"
"military_ordnance_percussion_shells"	"colombia"
"military_ordnance_percussion_shells"	"cossack_rebels"
"military_ordnance_percussion_shells"	"courland"
"military_ordnance_percussion_shells"	"crimean_khanate"
"military_ordnance_percussion_shells"	"denmark"
"military_ordnance_percussion_shells"	"dutch_rebels"
"military_ordnance_percussion_shells"	"european_settler_rebels"
"military_ordnance_percussion_shells"	"france"
"military_ordnance_percussion_shells"	"french_rebels"
"military_ordnance_percussion_shells"	"french_settler_rebels"
"military_ordnance_percussion_shells"	"genoa"
"military_ordnance_percussion_shells"	"georgia"
"military_ordnance_percussion_shells"	"greece"
"military_ordnance_percussion_shells"	"greek_rebels"
"military_ordnance_percussion_shells"	"hannover"
"military_ordnance_percussion_shells"	"hessen"
"military_ordnance_percussion_shells"	"holstein_gottorp"
"military_ordnance_percussion_shells"	"hungary"
"military_ordnance_percussion_shells"	"huron"
"military_ordnance_percussion_shells"	"india_settler_rebels"
"military_ordnance_percussion_shells"	"inuit"
"military_ordnance_percussion_shells"	"ireland"
"military_ordnance_percussion_shells"	"iroquoi"
"military_ordnance_percussion_shells"	"italian_rebels"
"military_ordnance_percussion_shells"	"khanate_khiva"
"military_ordnance_percussion_shells"	"knights_stjohn"
"military_ordnance_percussion_shells"	"louisiana"
"military_ordnance_percussion_shells"	"mamelukes"
"military_ordnance_percussion_shells"	"maratha"
"military_ordnance_percussion_shells"	"maratha_rebels"
"military_ordnance_percussion_shells"	"mecklenburg"
"military_ordnance_percussion_shells"	"mexico"
"military_ordnance_percussion_shells"	"middle_east_settler_rebels"
"military_ordnance_percussion_shells"	"morocco"
"military_ordnance_percussion_shells"	"mughal"
"military_ordnance_percussion_shells"	"mughal_rebels"
"military_ordnance_percussion_shells"	"mysore"
"military_ordnance_percussion_shells"	"naples_sicily"
"military_ordnance_percussion_shells"	"netherlands"
"military_ordnance_percussion_shells"	"new_spain"
"military_ordnance_percussion_shells"	"norway"
"military_ordnance_percussion_shells"	"ottoman_rebels"
"military_ordnance_percussion_shells"	"ottomans"
"military_ordnance_percussion_shells"	"papal_states"
"military_ordnance_percussion_shells"	"persian_rebels"
"military_ordnance_percussion_shells"	"piedmont_savoy"
"military_ordnance_percussion_shells"	"pirates"
"military_ordnance_percussion_shells"	"plains"
"military_ordnance_percussion_shells"	"poland_lithuania"
"military_ordnance_percussion_shells"	"portugal"
"military_ordnance_percussion_shells"	"portugese_rebels"
"military_ordnance_percussion_shells"	"powhatan"
"military_ordnance_percussion_shells"	"prussia"
"military_ordnance_percussion_shells"	"prussian_rebels"
"military_ordnance_percussion_shells"	"pueblo"
"military_ordnance_percussion_shells"	"punjab"
"military_ordnance_percussion_shells"	"quebec"
"military_ordnance_percussion_shells"	"russia"
"military_ordnance_percussion_shells"	"safavids"
"military_ordnance_percussion_shells"	"saxony"
"military_ordnance_percussion_shells"	"scandinavian_rebels"
"military_ordnance_percussion_shells"	"scotland"
"military_ordnance_percussion_shells"	"sikh_rebels"
"military_ordnance_percussion_shells"	"slavic_rebels"
"military_ordnance_percussion_shells"	"spain"
"military_ordnance_percussion_shells"	"spanish_rebels"
"military_ordnance_percussion_shells"	"spanish_settler_rebels"
"military_ordnance_percussion_shells"	"sweden"
"military_ordnance_percussion_shells"	"swiss_confederation"
"military_ordnance_percussion_shells"	"thirteen_colonies"
"military_ordnance_percussion_shells"	"tuscany"
"military_ordnance_percussion_shells"	"united_states"
"military_ordnance_percussion_shells"	"venice"
"military_ordnance_percussion_shells"	"virginia"
"military_ordnance_percussion_shells"	"virginia_colonists"
"military_ordnance_percussion_shells"	"westphalia"
"military_ordnance_percussion_shells"	"wurttemberg"
"military_ordnance_quicklime_shells"	"afghanistan"
"military_ordnance_quicklime_shells"	"american_rebels"
"military_ordnance_quicklime_shells"	"amerind_rebels"
"military_ordnance_quicklime_shells"	"austria"
"military_ordnance_quicklime_shells"	"austrian_rebels"
"military_ordnance_quicklime_shells"	"barbary_rebels"
"military_ordnance_quicklime_shells"	"barbary_states"
"military_ordnance_quicklime_shells"	"bavaria"
"military_ordnance_quicklime_shells"	"britain"
"military_ordnance_quicklime_shells"	"british_rebels"
"military_ordnance_quicklime_shells"	"british_settler_rebels"
"military_ordnance_quicklime_shells"	"chechenya_dagestan"
"military_ordnance_quicklime_shells"	"cherokee"
"military_ordnance_quicklime_shells"	"colombia"
"military_ordnance_quicklime_shells"	"cossack_rebels"
"military_ordnance_quicklime_shells"	"courland"
"military_ordnance_quicklime_shells"	"crimean_khanate"
"military_ordnance_quicklime_shells"	"denmark"
"military_ordnance_quicklime_shells"	"dutch_rebels"
