version 3, schema unit_stats_naval_tables
Unit_IDRef(string)	Morale(int)	Hull_Strength(int)	Crew_Size(int)	Admiral_Variant(optstring)	Cannon_Type_1(optstring)	Cannon_Type_2(optstring)	Cannon_Type_3(optstring)	Cannon_Type_4(optstring)	Cannon_Type_5(optstring)	Cannon_Type_6(optstring)	Cannon_Type_7(optstring)	Ship(string)	Admiral(string)	Cpt(optstring)	Lt(optstring)	Bosun(optstring)	Marines(int)	Seamen(int)	Gun_Crewmen(int)	Accuracy(int)	Reloading_Skill(int)	Technology(string)	unknown4(float)	unknown5(float)	unknown6(float)	unknown7(int)	unknown8(float)	unknown9(int)	unknown10(int)	unknown11(int)	General_Speed(int)	Turning_x0020_Speed_x003F_(float)	unknown13(float)	unknown14(float)	unknown15(int)	unknown16(int)	unknown17(int)	_x0023_0_x0020_degree_x0020_speed_coefficient(float)	_x0023_10-15_x0020_degree_x0020_speed_coefficient(float)	_x0023_25-30_x0020_degree_x0020_speed_coefficient(float)	_x0023_40-45_x0020_degree_x0020_speed_coefficient(float)	_x0023_50-55_x0020_degree_x0020_speed_coefficient(float)	_x0023_70-75_x0020_degree_x0020_speed_coefficient(float)	_x0023_90-95_x0020_degree_x0020_speed_coefficient(float)	_x0023_100-105_x0020_degree_x0020_speed_coefficient(float)	_x0023_120-125_x0020_degree_x0020_speed_coefficient(float)	_x0023_130-135_x0020_degree_x0020_speed_coefficient(float)	_x0023_140-145_x0020_degree_x0020_speed_coefficient(float)	_x0023_165-180_x0020_degree_x0020_speed_coefficient(float)	bound_x0020_by_waves(float)	pitch_x0020_by_waves(float)	Turn_rate_x0020_max_speed(float)	Turn_rate_x0020_2-3_speed(float)	Turn_rate_x0020_1-3_speed(float)	Turn_rate_x0020_4-15_speed(float)	Turn_rate_x0020_1-5_speed(float)	Turn_rate_x0020_2-15_speed(float)	Turn_rate_x0020_1-15_speed(float)	Turn_rate_x0020_0_speed(float)	unknown40(boolean)	unknown41(int)	unknown42(int)	unknown43(float)	unknown44(int)	unknown45(int)	unknown46(float)	unknown47(int)	unknown48(int)	unknown49(float)	unknown50(int)	unknown51(int)	unknown52(float)	unknown53(int)	unknown54(int)	unknown55(float)	unknown56(int)	unknown57(int)	unknown58(float)	unknown59(int)	unknown60(int)	unknown61(float)	unknown62(int)	unknown63(int)	unknown64(float)	unknown65(int)	unknown66(int)	unknown67(float)	unknown68(int)	unknown69(int)	unknown70(float)	unknown71(int)	unknown72(int)	unknown73(float)	unknown74(int)	unknown75(int)	unknown76(float)	unknown77(int)	unknown78(int)	unknown79(float)	unknown80(int)	unknown81(int)	unknown82(float)	unknown83(int)	unknown84(int)	unknown85(float)	unknown86(int)	unknown87(int)	unknown88(float)	unknown89(int)	unknown90(int)	unknown91(float)	unknown92(int)	unknown93(int)	unknown94(float)	unknown95(boolean)	unknown96(boolean)	Can_Trade(boolean)	Manoeuverability(string)	Hull_Strength_Shown(int)	unknown97(string)
"Small_Spanish_Brig"	8	7	70	"5th_rate_admiral"	nil	"naval_6_pounder_lr"	nil	"naval_6_pounder_lr"	nil	nil	nil	"brig"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	14	14	50	70	60	"matchlock"	1.5	0.1	1.2	450	1.4	65	50	11	25	1.9	12	1.2	148	29	130	0.85	0.9	0.95	0.9	0.85	0.8	0.75	0.67	0.59	0.59	0.48	0.38	0.17	0.12	5.9535	8.82	10.285	11.9025	11.50575	9.196	7.865	1.8	true	1	42	0.8	1	58	0.8	1	99	0.95	1	45	0.8	1	99	0.95	0	3	0.1	1	99	0.95	1	120	0.8	1	120	0.8	1	120	0.8	1	120	0	1	150	0	1	187	0	1	102	0	1	120	0.8	1	102	0	1	102	0	2	7	0.95	false	false	false	"High"	170	"sail"
"Small_Spanish_Corvette"	9	8	90	"5th_rate_admiral"	nil	nil	nil	nil	"naval_9_pounder_lr"	nil	nil	"1deck24"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	14	14	48	60	40	"matchlock"	2.5	0.1	1.1	765	1.3	80	65	10	20	1.7	15	1.1	144	27	130	0.85	0.9	0.95	0.9	0.85	0.8	0.75	0.7	0.65	0.59	0.48	0.38	0.17	0.12	3.63825	6.06375	7.26	8.59625	7.935	6.655	5.324	1.8	true	2	50	0.8	2	67	0.8	2	123	0.95	2	67	0.8	2	123	0.95	0	4	0.1	2	123	0.95	2	120	0.8	2	120	0.8	2	120	0.8	1	110	0	1	137	0	1	171	0	1	93	0	2	120	0.8	1	93	0	1	93	0	1	24	0.95	false	false	false	"Medium"	430	"sail"
"Small_Spanish_Sloop"	8	3	50	"5th_rate_admiral"	nil	nil	"naval_6_pounder_lr"	"naval_9_pounder_lr"	nil	nil	nil	"sloop"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	12	14	36	70	60	"matchlock"	1	0.1	1.2	375	1.4	50	40	13	26	2.1	12	2	155	30	130	0.7	0.8	0.9	0.95	0.95	0.9	0.85	0.8	0.72	0.59	0.48	0.38	0.17	0.12	6.615	8.82	10.89	12.56375	11.9025	10.285	8.7725	1.9	false	1	34	0.8	1	54	0.8	1	88	0.95	1	42	0.8	1	88	0.95	0	3	0.1	1	88	0.95	1	120	0.8	1	120	0.8	1	120	0.8	1	120	0	1	150	0	1	187	0	1	102	0	1	120	0.8	1	102	0	1	102	0	2	7	0.95	false	false	false	"High"	170	"sail"
"Special_Bomb_Ketch"	7	4	65	"5th_rate_admiral"	nil	nil	nil	"naval_6_pounder"	"naval_mortar"	nil	nil	"bomb_ketch"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	0	12	30	60	20	"matchlock"	1.5	0.1	1.2	375	1.6	70	65	9	17	1.7	12	1.3	130	29	130	0.7	0.8	0.9	0.95	0.95	0.9	0.85	0.8	0.75	0.59	0.47	0.38	0.17	0.12	3.63825	6.06375	7.26	8.59625	7.935	6.655	5.324	1.75	false	1	29	0.8	1	49	0.8	1	86	0.95	1	38	0.8	1	86	0.95	0	3	0.1	1	86	0.95	1	120	0.8	1	120	0.8	1	120	0.8	1	95	0	1	118	0	1	147	0	1	80	0	1	120	0.8	1	80	0	1	80	0	1	7	0.95	false	false	false	"Low"	170	"sail"
"Special_British_Bomb_Ketch"	9	4	65	"5th_rate_admiral"	nil	nil	nil	"naval_6_pounder"	"naval_mortar"	nil	nil	"bomb_ketch"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	0	12	30	60	30	"matchlock"	1.5	0.1	1.2	375	1.6	70	65	9	17	1.7	12	1.3	130	29	130	0.7	0.8	0.9	0.95	0.95	0.9	0.85	0.8	0.75	0.59	0.47	0.38	0.17	0.12	3.63825	6.06375	7.26	8.59625	7.935	6.655	5.324	1.75	false	1	31	0.8	1	51	0.8	1	91	0.95	1	40	0.8	1	91	0.95	0	3	0.1	1	91	0.95	1	120	0.8	1	120	0.8	1	120	0.8	1	95	0	1	118	0	1	147	0	1	80	0	1	120	0.8	1	80	0	1	80	0	1	8	0.95	false	false	false	"Low"	170	"sail"
"Special_British_Rocket_Ship"	8	4	65	"5th_rate_admiral"	nil	"naval_6_pounder"	"naval_rocket_launcher"	nil	nil	nil	nil	"rocket_ship"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	0	12	4	40	30	"none"	1.5	0.1	1.2	450	1.6	65	50	11	17	1.7	12	1.3	144	29	130	0.85	0.9	0.95	0.9	0.85	0.8	0.75	0.7	0.65	0.59	0.48	0.38	0.17	0.12	3.63825	6.06375	7.26	8.59625	7.935	6.655	5.324	1.5	false	1	26	0.8	1	33	0.8	1	48	0.95	1	25	0.8	1	48	0.95	0	1	0.1	1	48	0.95	1	120	0.8	1	120	0.8	1	120	0.8	1	95	0	1	118	0	1	147	0	1	80	0	1	120	0.8	1	80	0	1	80	0	1	8	0.95	false	false	false	"Low"	120	"sail"
"Special_Dutch_Bomb_Ketch"	7	4	65	"5th_rate_admiral"	nil	nil	nil	"naval_6_pounder"	"naval_mortar"	nil	nil	"bomb_ketch"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	0	12	30	60	20	"matchlock"	1.5	0.1	1.2	375	1.6	70	65	9	17	1.7	12	1.3	130	29	130	0.7	0.8	0.9	0.95	0.95	0.9	0.85	0.8	0.75	0.59	0.47	0.38	0.17	0.12	3.63825	6.06375	7.26	8.59625	7.935	6.655	5.324	1.75	false	1	29	0.8	1	49	0.8	1	86	0.95	1	38	0.8	1	86	0.95	0	3	0.1	1	86	0.95	1	120	0.8	1	120	0.8	1	120	0.8	1	95	0	1	118	0	1	147	0	1	80	0	1	120	0.8	1	80	0	1	80	0	1	7	0.95	false	false	false	"Low"	170	"sail"
"Special_French_Bomb_Ketch"	7	4	65	"5th_rate_admiral"	nil	nil	nil	"naval_6_pounder"	"naval_mortar"	nil	nil	"bomb_ketch"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	0	12	30	70	20	"matchlock"	1.5	0.1	1.2	375	1.6	70	65	9	18	1.9	12	1.3	130	29	130	0.735	0.84	0.945	0.9975	0.9975	0.945	0.8925	0.84	0.7875	0.6195	0.4935	0.399	0.17	0.12	3.820162534713745	6.366937637329102	7.623	9.026062965393066	8.33175	6.98775	5.5902	1.8375	false	1	29	0.8	1	49	0.8	1	86	0.95	1	38	0.8	1	86	0.95	0	3	0.1	1	86	0.95	1	120	0.8	1	120	0.8	1	120	0.8	1	95	0	1	118	0	1	147	0	1	80	0	1	120	0.8	1	80	0	1	80	0	1	7	0.95	false	false	false	"Low"	170	"sail"
"Special_French_Rocket_Ship"	6	4	65	"5th_rate_admiral"	nil	"naval_6_pounder"	"naval_rocket_launcher"	nil	nil	nil	nil	"rocket_ship"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	0	12	4	50	20	"none"	1.5	0.1	1.2	450	1.6	65	50	11	18	1.9	12	1.3	144	29	130	0.8925	0.945	0.9975	0.945	0.8925	0.84	0.7875	0.735	0.6825	0.6195	0.504	0.399	0.17	0.12	3.820162534713745	6.366937637329102	7.623	9.026062965393066	8.33175	6.98775	5.5902	1.575	false	1	25	0.8	1	31	0.8	1	46	0.95	1	24	0.8	1	46	0.95	0	1	0.1	1	46	0.95	1	120	0.8	1	120	0.8	1	120	0.8	1	95	0	1	118	0	1	147	0	1	80	0	1	120	0.8	1	80	0	1	80	0	1	7	0.95	false	false	false	"Low"	110	"sail"
"Special_Ottoman_Bomb_Ketch"	7	4	65	"5th_rate_admiral"	nil	nil	nil	"naval_6_pounder"	"naval_mortar"	nil	nil	"bomb_ketch"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	0	12	30	60	20	"matchlock"	1.5	0.1	1.2	375	1.6	70	65	9	17	1.7	12	1.3	130	29	130	0.7	0.8	0.9	0.95	0.95	0.9	0.85	0.8	0.75	0.59	0.47	0.38	0.17	0.12	3.63825	6.06375	7.26	8.59625	7.935	6.655	5.324	1.75	false	1	29	0.8	1	49	0.8	1	86	0.95	1	38	0.8	1	86	0.95	0	3	0.1	1	86	0.95	1	120	0.8	1	120	0.8	1	120	0.8	1	95	0	1	118	0	1	147	0	1	80	0	1	120	0.8	1	80	0	1	80	0	1	7	0.95	false	false	false	"Low"	170	"sail"
"Special_Rocket_Ship"	6	4	65	"5th_rate_admiral"	nil	"naval_6_pounder"	"naval_rocket_launcher"	nil	nil	nil	nil	"rocket_ship"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	0	12	4	40	20	"none"	1.5	0.1	1.2	450	1.6	65	50	11	17	1.7	12	1.3	144	29	130	0.85	0.9	0.95	0.9	0.85	0.8	0.75	0.7	0.65	0.59	0.48	0.38	0.17	0.12	3.63825	6.06375	7.26	8.59625	7.935	6.655	5.324	1.5	false	1	25	0.8	1	31	0.8	1	46	0.95	1	24	0.8	1	46	0.95	0	1	0.1	1	46	0.95	1	120	0.8	1	120	0.8	1	120	0.8	1	95	0	1	118	0	1	147	0	1	80	0	1	120	0.8	1	80	0	1	80	0	1	7	0.95	false	false	false	"Low"	110	"sail"
"Special_Russian_Bomb_Ketch"	7	4	65	"5th_rate_admiral"	nil	nil	nil	"naval_6_pounder"	"naval_mortar"	nil	nil	"bomb_ketch"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	0	12	30	60	20	"matchlock"	1.5	0.1	1.2	375	1.6	70	65	9	17	1.7	12	1.3	130	29	130	0.7	0.8	0.9	0.95	0.95	0.9	0.85	0.8	0.75	0.59	0.47	0.38	0.17	0.12	3.63825	6.06375	7.26	8.59625	7.935	6.655	5.324	1.75	false	1	29	0.8	1	49	0.8	1	86	0.95	1	38	0.8	1	86	0.95	0	3	0.1	1	86	0.95	1	120	0.8	1	120	0.8	1	120	0.8	1	95	0	1	118	0	1	147	0	1	80	0	1	120	0.8	1	80	0	1	80	0	1	7	0.95	false	false	false	"Low"	170	"sail"
"Special_Scandinavian_Bomb_Ketch"	7	4	65	"5th_rate_admiral"	nil	nil	nil	"naval_6_pounder"	"naval_mortar"	nil	nil	"bomb_ketch"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	0	12	30	60	20	"matchlock"	1.5	0.1	1.2	375	1.6	70	65	9	17	1.7	12	1.3	130	29	130	0.7	0.8	0.9	0.95	0.95	0.9	0.85	0.8	0.75	0.59	0.47	0.38	0.17	0.12	3.63825	6.06375	7.26	8.59625	7.935	6.655	5.324	1.75	false	1	29	0.8	1	49	0.8	1	86	0.95	1	38	0.8	1	86	0.95	0	3	0.1	1	86	0.95	1	120	0.8	1	120	0.8	1	120	0.8	1	95	0	1	118	0	1	147	0	1	80	0	1	120	0.8	1	80	0	1	80	0	1	7	0.95	false	false	false	"Low"	170	"sail"
"Special_Spanish_Bomb_Ketch"	7	4	65	"5th_rate_admiral"	nil	nil	nil	"naval_6_pounder"	"naval_mortar"	nil	nil	"bomb_ketch"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	0	12	30	60	20	"matchlock"	1.5	0.1	1.2	375	1.6	70	65	9	17	1.7	12	1.3	130	29	130	0.7	0.8	0.9	0.95	0.95	0.9	0.85	0.8	0.75	0.59	0.47	0.38	0.17	0.12	3.63825	6.06375	7.26	8.59625	7.935	6.655	5.324	1.75	false	1	29	0.8	1	49	0.8	1	86	0.95	1	38	0.8	1	86	0.95	0	3	0.1	1	86	0.95	1	120	0.8	1	120	0.8	1	120	0.8	1	95	0	1	118	0	1	147	0	1	80	0	1	120	0.8	1	80	0	1	80	0	1	7	0.95	false	false	false	"Low"	170	"sail"
"Special_Spanish_Rocket_Ship"	6	4	65	"5th_rate_admiral"	nil	"naval_6_pounder"	"naval_rocket_launcher"	nil	nil	nil	nil	"rocket_ship"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	0	12	4	40	20	"none"	1.5	0.1	1.2	450	1.6	65	50	11	17	1.7	12	1.3	144	29	130	0.85	0.9	0.95	0.9	0.85	0.8	0.75	0.7	0.65	0.59	0.48	0.38	0.17	0.12	3.63825	6.06375	7.26	8.59625	7.935	6.655	5.324	1.5	false	1	25	0.8	1	31	0.8	1	46	0.95	1	24	0.8	1	46	0.95	0	1	0.1	1	46	0.95	1	120	0.8	1	120	0.8	1	120	0.8	1	95	0	1	118	0	1	147	0	1	80	0	1	120	0.8	1	80	0	1	80	0	1	7	0.95	false	false	false	"Low"	110	"sail"
"Steam_Ship_38"	9	9	100	"5th_rate_admiral"	"naval_9_pounder_lr"	"naval_9_pounder_lr"	"naval_18_pounder_lr"	"naval_18_pounder_lr"	nil	nil	nil	"1deck38_steam"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	18	18	72	55	35	"matchlock"	2.5	0.1	1.1	1300	1.3	85	70	9	23	1.5	17	1	142	26	130	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.9	0.84	0.77	0.17	0.12	3.41775	5.788125038146973	6.9575	8.265625	7.604374885559082	6.3525	5.082	1.65	true	2	76	0.8	2	135	0.8	2	189	0.95	2	105	0.8	2	189	0.95	0	9	0.1	2	189	0.95	2	140	0.8	2	140	0.8	2	140	0.8	1	120	0	1	150	0	1	187	0	1	102	0	2	140	0.8	1	102	0	1	102	0	1	20	0.95	false	false	false	"Medium"	660	"steam_propellor"
"Steam_Ship_80"	10	14	160	"3rd_rate_admiral"	"naval_12_pounder"	"naval_12_pounder"	nil	"naval_32_pounder"	"naval_32_pounder"	"naval_32_pounder"	nil	"2deck80_steam"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	32	32	156	40	15	"matchlock"	3.5	0.1	0.8	2700	1	95	75	8	18	0.8	22	0.8	138	25	130	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.9	0.84	0.77	0.17	0.12	2.260124921798706	4.685625076293945	5.7475	6.943124771118164	6.281875133514404	5.1425	3.8115	1.3	true	3	195	0.8	3	270	0.8	4	352	0.95	3	210	0.8	4	352	0.95	1	14	0.1	4	352	0.95	3	170	0.8	3	170	0.8	3	170	0.8	1	190	0	1	237	0	1	296	0	1	161	0	3	170	0.8	1	161	0	1	161	0	1	35	0.95	false	false	false	"Low"	2100	"steam_propellor"
"Steam_Ship_British_38"	11	9	100	"5th_rate_admiral"	"naval_9_pounder_lr"	"naval_9_pounder_lr"	"naval_18_pounder_lr"	"naval_18_pounder_lr"	nil	nil	nil	"1deck38_steam"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	18	18	72	55	45	"matchlock"	2.5	0.1	1.1	1300	1.3	85	70	9	23	1.5	17	1	142	26	130	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.9	0.84	0.77	0.17	0.12	3.41775	5.788125038146973	6.9575	8.265625	7.604374885559082	6.3525	5.082	1.65	true	2	80	0.8	2	141	0.8	2	198	0.95	2	110	0.8	2	198	0.95	0	9	0.1	2	198	0.95	2	140	0.8	2	140	0.8	2	140	0.8	1	120	0	1	150	0	1	187	0	1	102	0	2	140	0.8	1	102	0	1	102	0	1	20	0.95	false	false	false	"Medium"	680	"steam_propellor"
"Steam_Ship_British_80"	12	14	160	"3rd_rate_admiral"	"naval_12_pounder"	"naval_12_pounder"	nil	"naval_32_pounder"	"naval_32_pounder"	"naval_32_pounder"	nil	"2deck80_steam"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	32	32	156	40	25	"matchlock"	3.5	0.1	0.8	2700	1	95	75	8	18	0.8	22	0.8	138	25	130	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.9	0.84	0.77	0.17	0.12	2.260124921798706	4.685625076293945	5.7475	6.943124771118164	6.281875133514404	5.1425	3.8115	1.3	true	3	205	0.8	3	283	0.8	4	369	0.95	3	220	0.8	4	369	0.95	1	15	0.1	4	369	0.95	3	170	0.8	3	170	0.8	3	170	0.8	1	190	0	1	237	0	1	296	0	1	161	0	3	170	0.8	1	161	0	1	161	0	1	35	0.95	false	false	false	"Low"	2190	"steam_propellor"
"Steam_Ship_British_Frigate"	12	18	200	"3rd_rate_admiral"	"naval_12_pounder"	"naval_12_pounder"	nil	"naval_carronade_64_pounder"	"naval_carronade_64_pounder"	nil	nil	"steam_frigate"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	20	20	62	60	50	"matchlock"	3.5	0.1	2	2100	1	95	75	9	20	1.5	13	0.1	180	90	130	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.9	0.84	0.77	0.17	0.12	5.5125	7.993124961853027	8.7725	9.588125228881836	8.926875114440918	7.5625	6.776	8	false	3	116	0.8	3	189	0.8	3	330	0.95	3	147	0.8	3	330	0.95	1	12	0.1	3	330	0.95	3	160	0.8	3	160	0.8	3	160	0.8	1	180	0	1	225	0	1	281	0	1	0	0	3	160	0.8	1	153	0	1	153	0	1	20	0.95	false	false	false	"High"	1510	"steam_paddle"
"Steam_Ship_British_Ironclad"	12	14	160	"3rd_rate_admiral"	"naval_12_pounder"	"naval_12_pounder"	nil	"naval_32_pounder"	"naval_32_pounder"	"naval_32_pounder"	nil	"2deck80_ironclad"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	32	32	156	40	25	"matchlock"	3.5	0.1	0.8	2700	1	95	75	8	17	0.7	23	0.8	138	25	130	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.9	0.84	0.77	0.17	0.12	2.1498749256134033	4.575375080108643	5.6265	6.810874938964844	6.149624824523926	5.0215	3.6905	1.2	true	6	223	0.8	6	330	0.8	7	438	0.95	6	257	0.8	7	438	0.95	1	16	0.1	7	438	0.95	3	170	0.8	3	170	0.8	3	170	0.8	1	190	0	1	237	0	1	296	0	1	161	0	3	170	0.8	1	161	0	1	161	0	1	35	0.95	false	false	false	"Low"	4560	"steam_propellor"
"Steam_Ship_French_38"	9	9	100	"5th_rate_admiral"	"naval_9_pounder_lr"	"naval_9_pounder_lr"	"naval_18_pounder_lr"	"naval_18_pounder_lr"	nil	nil	nil	"1deck38_steam"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	18	18	72	65	35	"matchlock"	2.5	0.1	1.1	1300	1.3	85	70	9	24	1.7	17	1	142	26	130	0.9975	0.9975	0.9975	0.9975	0.9975	0.9975	0.9975	0.9975	0.9975	0.945	0.882	0.8085	0.17	0.12	3.588637590408325	6.077531337738037	7.305375099182129	8.678906440734863	7.984593868255615	6.6701250076293945	5.3361	1.7325	true	2	76	0.8	2	135	0.8	2	189	0.95	2	105	0.8	2	189	0.95	0	9	0.1	2	189	0.95	2	140	0.8	2	140	0.8	2	140	0.8	1	120	0	1	150	0	1	187	0	1	102	0	2	140	0.8	1	102	0	1	102	0	1	20	0.95	false	false	false	"Medium"	660	"steam_propellor"
"Steam_Ship_French_80"	10	14	160	"3rd_rate_admiral"	"naval_12_pounder"	"naval_12_pounder"	nil	"naval_32_pounder"	"naval_32_pounder"	"naval_32_pounder"	nil	"2deck80_steam"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	32	32	156	50	15	"matchlock"	3.5	0.1	0.8	2700	1	95	75	8	19	1	22	0.8	138	25	130	0.9975	0.9975	0.9975	0.9975	0.9975	0.9975	0.9975	0.9975	0.9975	0.945	0.882	0.8085	0.17	0.12	2.373131275177002	4.919906139373779	6.03487491607666	7.290281295776367	6.595968723297119	5.399624824523926	4.0020751953125	1.365	true	3	195	0.8	3	270	0.8	4	352	0.95	3	210	0.8	4	352	0.95	1	14	0.1	4	352	0.95	3	170	0.8	3	170	0.8	3	170	0.8	1	190	0	1	237	0	1	296	0	1	161	0	3	170	0.8	1	161	0	1	161	0	1	35	0.95	false	false	false	"Low"	2100	"steam_propellor"
"Steam_Ship_French_Frigate"	10	18	200	"3rd_rate_admiral"	"naval_12_pounder"	"naval_12_pounder"	nil	"naval_carronade_64_pounder"	"naval_carronade_64_pounder"	nil	nil	"steam_frigate"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	20	20	62	70	40	"matchlock"	3.5	0.1	2	2100	1	95	75	9	21	1.7	13	0.1	180	90	130	0.9975	0.9975	0.9975	0.9975	0.9975	0.9975	0.9975	0.9975	0.9975	0.945	0.882	0.8085	0.17	0.12	5.788125038146973	8.392781257629395	9.211125373840332	10.06753158569336	9.373218536376953	7.940625190734863	7.1148	8.4	false	3	110	0.8	3	180	0.8	3	314	0.95	3	140	0.8	3	314	0.95	1	12	0.1	3	314	0.95	3	160	0.8	3	160	0.8	3	160	0.8	1	180	0	1	225	0	1	281	0	1	0	0	3	160	0.8	1	153	0	1	153	0	1	20	0.95	false	false	false	"High"	1450	"steam_paddle"
"Steam_Ship_French_Ironclad"	10	14	160	"3rd_rate_admiral"	"naval_12_pounder"	"naval_12_pounder"	nil	"naval_32_pounder"	"naval_32_pounder"	"naval_32_pounder"	nil	"2deck80_ironclad"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	32	32	156	50	15	"matchlock"	3.5	0.1	0.8	2700	1	95	75	8	18	0.9	23	0.8	138	25	130	0.9975	0.9975	0.9975	0.9975	0.9975	0.9975	0.9975	0.9975	0.9975	0.945	0.882	0.8085	0.17	0.12	2.257368803024292	4.804143905639648	5.907824993133545	7.151418685913086	6.457106113433838	5.2725749015808105	3.8750250339508057	1.26	true	6	212	0.8	6	315	0.8	7	418	0.95	6	245	0.8	7	418	0.95	1	15	0.1	7	418	0.95	3	170	0.8	3	170	0.8	3	170	0.8	1	190	0	1	237	0	1	296	0	1	161	0	3	170	0.8	1	161	0	1	161	0	1	35	0.95	false	false	false	"Low"	4360	"steam_propellor"
"Steam_Ship_Frigate"	10	18	200	"3rd_rate_admiral"	"naval_12_pounder"	"naval_12_pounder"	nil	"naval_carronade_64_pounder"	"naval_carronade_64_pounder"	nil	nil	"steam_frigate"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	20	20	62	60	40	"matchlock"	3.5	0.1	2	2100	1	95	75	9	20	1.5	13	0.1	180	90	130	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.9	0.84	0.77	0.17	0.12	5.5125	7.993124961853027	8.7725	9.588125228881836	8.926875114440918	7.5625	6.776	8	false	3	110	0.8	3	180	0.8	3	314	0.95	3	140	0.8	3	314	0.95	1	12	0.1	3	314	0.95	3	160	0.8	3	160	0.8	3	160	0.8	1	180	0	1	225	0	1	281	0	1	0	0	3	160	0.8	1	153	0	1	153	0	1	20	0.95	false	false	false	"High"	1450	"steam_paddle"
"Steam_Ship_Ironclad"	10	14	160	"3rd_rate_admiral"	"naval_12_pounder"	"naval_12_pounder"	nil	"naval_32_pounder"	"naval_32_pounder"	"naval_32_pounder"	nil	"2deck80_ironclad"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	32	32	156	50	15	"matchlock"	3.5	0.1	0.8	2700	1	95	75	8	17	0.9	23	0.8	138	25	130	0.9975	0.9975	0.9975	0.9975	0.9975	0.9975	0.9975	0.9975	0.9975	0.945	0.882	0.8085	0.17	0.12	2.257368803024292	4.804143905639648	5.907824993133545	7.151418685913086	6.457106113433838	5.2725749015808105	3.8750250339508057	1.26	true	6	212	0.8	6	315	0.8	7	418	0.95	6	245	0.8	7	418	0.95	1	15	0.1	7	418	0.95	3	170	0.8	3	170	0.8	3	170	0.8	1	190	0	1	237	0	1	296	0	1	161	0	3	170	0.8	1	161	0	1	161	0	1	35	0.95	false	false	false	"Low"	4360	"steam_propellor"
