version 2, schema unit_stats_naval_tables
Unit_IDRef(string)	Morale(int)	Hull_Strength(int)	Crew_Size(int)	Admiral_Variant(optstring)	Cannon_Type_1(optstring)	Cannon_Type_2(optstring)	Cannon_Type_3(optstring)	Cannon_Type_4(optstring)	Cannon_Type_5(optstring)	Cannon_Type_6(optstring)	Cannon_Type_7(optstring)	Ship(string)	Admiral(string)	Cpt(optstring)	Lt(optstring)	Bosun(optstring)	Marines(int)	Seamen(int)	Gun_Crewmen(int)	Accuracy(int)	Reloading_Skill(int)	Technology(string)	unknown4(float)	unknown5(float)	unknown6(float)	unknown7(int)	unknown8(float)	unknown9(int)	unknown10(int)	unknown11(int)	General_Speed(int)	Turning_x0020_Speed_x003F_(float)	unknown13(float)	unknown14(float)	unknown15(int)	unknown16(int)	unknown17(int)	_x0023_0_x0020_degree_x0020_speed_coefficient(float)	_x0023_10-15_x0020_degree_x0020_speed_coefficient(float)	_x0023_25-30_x0020_degree_x0020_speed_coefficient(float)	_x0023_40-45_x0020_degree_x0020_speed_coefficient(float)	_x0023_50-55_x0020_degree_x0020_speed_coefficient(float)	_x0023_70-75_x0020_degree_x0020_speed_coefficient(float)	_x0023_90-95_x0020_degree_x0020_speed_coefficient(float)	_x0023_100-105_x0020_degree_x0020_speed_coefficient(float)	_x0023_120-125_x0020_degree_x0020_speed_coefficient(float)	_x0023_130-135_x0020_degree_x0020_speed_coefficient(float)	_x0023_140-145_x0020_degree_x0020_speed_coefficient(float)	_x0023_165-180_x0020_degree_x0020_speed_coefficient(float)	bound_x0020_by_waves(float)	pitch_x0020_by_waves(float)	Turn_rate_x0020_max_speed(float)	Turn_rate_x0020_2-3_speed(float)	Turn_rate_x0020_1-3_speed(float)	Turn_rate_x0020_4-15_speed(float)	Turn_rate_x0020_1-5_speed(float)	Turn_rate_x0020_2-15_speed(float)	Turn_rate_x0020_1-15_speed(float)	Turn_rate_x0020_0_speed(float)	unknown40(boolean)	unknown41(int)	unknown42(int)	unknown43(float)	unknown44(int)	unknown45(int)	unknown46(float)	unknown47(int)	unknown48(int)	unknown49(float)	unknown50(int)	unknown51(int)	unknown52(float)	unknown53(int)	unknown54(int)	unknown55(float)	unknown56(int)	unknown57(int)	unknown58(float)	unknown59(int)	unknown60(int)	unknown61(float)	unknown62(int)	unknown63(int)	unknown64(float)	unknown65(int)	unknown66(int)	unknown67(float)	unknown68(int)	unknown69(int)	unknown70(float)	unknown71(int)	unknown72(int)	unknown73(float)	unknown74(int)	unknown75(int)	unknown76(float)	unknown77(int)	unknown78(int)	unknown79(float)	unknown80(int)	unknown81(int)	unknown82(float)	unknown83(int)	unknown84(int)	unknown85(float)	unknown86(int)	unknown87(int)	unknown88(float)	unknown89(int)	unknown90(int)	unknown91(float)	unknown92(int)	unknown93(int)	unknown94(float)	unknown95(boolean)	unknown96(boolean)	Can_Trade(boolean)	Manoeuverability(string)	Hull_Strength_Shown(int)
"medium_galley"	8	7	30	"5th_rate_admiral"	"naval_42_pounder"	nil	nil	nil	nil	nil	nil	"galley"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	50	20	4	50	30	"matchlock"	1.5	0.1	1.2	450	1.3	90	70	4	12	1.7	10	0.5	180	25	130	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.94	0.92	0.9	0.82	0.73	0.17	0.12	5.5	9	8.75	8.25	7.5	6.25	6	9.25	false	0	30	0.7	0	40	0.7	0	42	0.95	0	40	0.7	0	42	0.95	0	4	0.1	0	42	0.95	1	120	0.8	1	120	0.8	1	120	0.8	1	95	0	1	118	0	1	147	0	1	0	0	1	120	0.8	1	80	0	1	80	0	1	13	0.95	false	false	false	"High"	1032
"ottoman_medium_galley"	8	5	30	"5th_rate_admiral"	"naval_42_pounder"	nil	nil	nil	nil	nil	nil	"galley"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	50	20	4	50	30	"matchlock"	1.5	0.1	1.2	450	1.3	90	70	4	12	1.7	10	0.5	180	25	130	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.94	0.92	0.9	0.82	0.73	0.17	0.12	5.5	9	8.75	8.25	7.5	6.25	6	9.25	false	0	30	0.7	0	40	0.7	0	42	0.95	0	40	0.7	0	42	0.95	0	4	0.1	0	42	0.95	1	120	0.8	1	120	0.8	1	120	0.8	1	95	0	1	118	0	1	147	0	1	0	0	1	120	0.8	1	80	0	1	80	0	1	13	0.95	false	false	false	"High"	1032
"over_1st_rate"	11	15	250	"over_1st_rate"	"naval_12_pounder"	"naval_12_pounder"	nil	"naval_12_pounder"	"naval_18_pounder"	"naval_24_pounder"	"naval_32_pounder"	"4deck120"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	32	32	236	20	5	"matchlock"	6.5	0.1	0.8	3915	0.7	105	85	7	11	0.6	24	0.5	135	30	130	0.85	0.9	0.95	0.9	0.85	0.8	0.75	0.7	0.65	0.59	0.48	0.38	0.17	0.12	1.3	3.5	4	4.5	4	3.5	2.4	1.1	true	3	370	0.7	3	480	0.7	5	642	0.95	3	480	0.7	5	642	0.95	1	32	0.1	5	642	0.95	3	180	0.8	3	180	0.8	3	180	0.8	1	215	0	1	268	0	1	335	0	1	182	0	3	180	0.8	1	182	0	1	182	0	1	70	0.95	false	true	false	"Low"	9570
"over_1st_rate_american"	12	25	250	"over_1st_rate_american"	"naval_12_pounder"	"naval_12_pounder"	nil	"naval_12_pounder"	"naval_18_pounder"	"naval_24_pounder"	"naval_32_pounder"	"4deck120"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	32	32	236	20	15	"matchlock"	6.5	0.1	0.8	3915	0.7	105	85	7	11	0.6	24	0.5	133	25	130	0.85	0.9	0.95	0.9	0.85	0.8	0.75	0.7	0.65	0.59	0.48	0.38	0.17	0.12	1.3	3.5	4	4.5	4	3.5	2.4	1.1	true	3	388	0.7	3	504	0.7	5	674	0.95	3	504	0.7	5	674	0.95	1	33	0.1	5	674	0.95	3	180	0.8	3	180	0.8	3	180	0.8	1	215	0	1	268	0	1	335	0	1	182	0	3	180	0.8	1	182	0	1	182	0	1	73	0.95	false	true	false	"Low"	10042
"over_1st_rate_british"	12	25	250	"over_1st_rate_british"	"naval_12_pounder"	"naval_12_pounder"	nil	"naval_12_pounder"	"naval_18_pounder"	"naval_24_pounder"	"naval_32_pounder"	"4deck120"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	32	32	236	20	20	"matchlock"	6.5	0.1	0.8	3915	0.7	105	85	9	11	0.6	24	0.5	137	26	130	0.85	0.9	0.95	0.9	0.85	0.8	0.75	0.7	0.65	0.59	0.48	0.38	0.17	0.12	1.3	3.5	4	4.5	4	3.5	2.4	1.1	true	3	388	0.7	3	504	0.7	5	674	0.95	3	504	0.7	5	674	0.95	1	33	0.1	5	674	0.95	3	180	0.8	3	180	0.8	3	180	0.8	1	215	0	1	268	0	1	335	0	1	182	0	3	180	0.8	1	182	0	1	182	0	1	73	0.95	false	true	false	"Low"	10042
"over_1st_rate_french"	11	25	250	"over_1st_rate_french"	"naval_12_pounder"	"naval_12_pounder"	nil	"naval_12_pounder"	"naval_18_pounder"	"naval_24_pounder"	"naval_32_pounder"	"4deck120_fr"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	32	32	236	30	5	"matchlock"	6.5	0.1	0.8	3915	0.7	105	85	7	12	0.8	24	0.5	133	25	130	0.8925	0.945	0.9975	0.945	0.8925	0.84	0.7875	0.735	0.6825	0.6195	0.504	0.399	0.17	0.12	1.365	3.675	4.2	4.725	4.2	3.675	2.52	1.155	true	3	370	0.7	3	480	0.7	5	642	0.95	3	480	0.7	5	642	0.95	1	32	0.1	5	642	0.95	3	180	0.8	3	180	0.8	3	180	0.8	1	215	0	1	268	0	1	335	0	1	182	0	3	180	0.8	1	182	0	1	182	0	1	70	0.95	false	true	false	"Low"	9818
"over_1st_rate_russian"	11	15	250	"over_1st_rate_russian"	"naval_12_pounder"	"naval_12_pounder"	nil	"naval_12_pounder"	"naval_18_pounder"	"naval_24_pounder"	"naval_32_pounder"	"4deck120_ru"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	32	32	236	20	5	"matchlock"	6.5	0.1	0.8	3915	0.7	105	85	7	11	0.6	24	0.5	135	30	130	0.85	0.9	0.95	0.9	0.85	0.8	0.75	0.7	0.65	0.59	0.48	0.38	0.17	0.12	1.3	3.5	4	4.5	4	3.5	2.4	1.1	true	3	370	0.7	3	480	0.7	5	642	0.95	3	480	0.7	5	642	0.95	1	32	0.1	5	642	0.95	3	180	0.8	3	180	0.8	3	180	0.8	1	215	0	1	268	0	1	335	0	1	182	0	3	180	0.8	1	182	0	1	182	0	1	70	0.95	false	true	false	"Low"	9570
"over_1st_rate_spanish"	11	25	250	"over_1st_rate_spanish"	"naval_12_pounder"	"naval_12_pounder"	nil	"naval_12_pounder"	"naval_18_pounder"	"naval_24_pounder"	"naval_32_pounder"	"4deck120_sp"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	32	32	236	20	5	"matchlock"	6.5	0.1	0.8	3915	0.7	105	85	7	11	0.6	24	0.5	135	25	130	0.85	0.9	0.95	0.9	0.85	0.8	0.75	0.7	0.65	0.59	0.48	0.38	0.17	0.12	1.3	3.5	4	4.5	4	3.5	2.4	1.1	true	3	370	0.7	3	480	0.7	5	642	0.95	3	480	0.7	5	642	0.95	1	32	0.1	5	642	0.95	3	180	0.8	3	180	0.8	3	180	0.8	1	215	0	1	268	0	1	335	0	1	182	0	3	180	0.8	1	182	0	1	182	0	1	70	0.95	false	true	false	"Low"	9570
"razee"	9	9	100	"3rd_rate_admiral"	nil	"naval_12_pounder"	nil	"naval_12_pounder"	nil	"naval_24_pounder"	nil	"razee44"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	20	20	94	60	40	"matchlock"	2.5	0.1	1	1650	1.2	85	70	9	17	1.5	18	1	142	25	130	0.85	0.9	0.95	0.9	0.85	0.8	0.75	0.7	0.65	0.59	0.48	0.38	0.17	0.12	3.05	5.25	5.75	6.25	5.75	5.25	4.15	1.7	true	3	130	0.7	3	200	0.7	3	286	0.95	3	200	0.7	3	286	0.95	1	18	0.1	3	286	0.95	2	160	0.8	2	160	0.8	2	160	0.8	1	170	0	1	212	0	1	265	0	1	144	0	2	160	0.8	1	144	0	1	144	0	1	70	0.95	false	false	false	"Medium"	4432
"razee_british"	10	9	100	"3rd_rate_admiral_british"	nil	"naval_12_pounder"	nil	"naval_12_pounder"	nil	"naval_24_pounder"	nil	"razee44"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	20	20	94	60	40	"matchlock"	2.5	0.1	1	1650	1.2	85	70	11	17	1.5	18	1	144	26	130	0.85	0.9	0.95	0.9	0.85	0.8	0.75	0.7	0.65	0.59	0.48	0.38	0.17	0.12	3.05	5.25	5.75	6.25	5.75	5.25	4.15	1.7	true	3	130	0.7	3	200	0.7	3	286	0.95	3	200	0.7	3	286	0.95	1	18	0.1	3	286	0.95	2	160	0.8	2	160	0.8	2	160	0.8	1	170	0	1	212	0	1	265	0	1	144	0	2	160	0.8	1	144	0	1	144	0	1	70	0.95	false	false	false	"Medium"	4654
"rocket_ship"	6	4	65	"5th_rate_admiral"	nil	"naval_6_pounder"	"naval_rocket_launcher"	nil	nil	nil	nil	"rocket_ship"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	0	12	4	40	20	"none"	1.5	0.1	1.2	450	1.6	65	50	11	15	1.7	12	1.3	144	29	130	0.85	0.9	0.95	0.9	0.85	0.8	0.75	0.7	0.65	0.59	0.48	0.38	0.17	0.12	3.3	5.5	6	6.5	6	5.5	4.4	1.5	false	1	30	0.7	1	35	0.7	1	42	0.95	1	35	0.7	1	42	0.95	0	3	0.1	1	42	0.95	1	120	0.8	1	120	0.8	1	120	0.8	1	95	0	1	118	0	1	147	0	1	80	0	1	120	0.8	1	80	0	1	80	0	1	1	0.95	false	false	false	"Low"	548
"rocket_ship_american"	7	4	65	"5th_rate_admiral_american"	nil	"naval_6_pounder"	"naval_rocket_launcher"	nil	nil	nil	nil	"rocket_ship"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	0	12	4	40	30	"none"	1.5	0.1	1.2	450	1.6	65	50	11	15	1.7	12	1.3	144	29	130	0.85	0.9	0.95	0.9	0.85	0.8	0.75	0.7	0.65	0.59	0.48	0.38	0.17	0.12	3.3	5.5	6	6.5	6	5.5	4.4	1.5	false	1	31	0.7	1	36	0.7	1	44	0.95	1	36	0.7	1	44	0.95	0	3	0.1	1	44	0.95	1	120	0.8	1	120	0.8	1	120	0.8	1	95	0	1	118	0	1	147	0	1	80	0	1	120	0.8	1	80	0	1	80	0	1	1	0.95	false	false	false	"Low"	578
"rocket_ship_british"	7	4	65	"5th_rate_admiral_british"	nil	"naval_6_pounder"	"naval_rocket_launcher"	nil	nil	nil	nil	"rocket_ship"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	0	12	4	40	35	"none"	1.5	0.1	1.2	450	1.6	65	50	13	15	1.7	12	1.3	146	30	130	0.85	0.9	0.95	0.9	0.85	0.8	0.75	0.7	0.65	0.59	0.48	0.38	0.17	0.12	3.3	5.5	6	6.5	6	5.5	4.4	1.5	false	1	31	0.7	1	36	0.7	1	44	0.95	1	36	0.7	1	44	0.95	0	3	0.1	1	44	0.95	1	120	0.8	1	120	0.8	1	120	0.8	1	95	0	1	118	0	1	147	0	1	80	0	1	120	0.8	1	80	0	1	80	0	1	1	0.95	false	false	false	"Low"	578
"rocket_ship_french"	6	4	65	"5th_rate_admiral_french"	nil	"naval_6_pounder"	"naval_rocket_launcher"	nil	nil	nil	nil	"rocket_ship"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	0	12	4	50	20	"none"	1.5	0.1	1.2	450	1.6	65	50	11	16	1.9	12	1.3	142	29	130	0.8925	0.945	0.9975	0.945	0.8925	0.84	0.7875	0.735	0.6825	0.6195	0.504	0.399	0.17	0.12	3.465	5.775	6.3	6.825	6.3	5.775	4.62	1.575	false	1	30	0.7	1	35	0.7	1	42	0.95	1	35	0.7	1	42	0.95	0	3	0.1	1	42	0.95	1	120	0.8	1	120	0.8	1	120	0.8	1	95	0	1	118	0	1	147	0	1	80	0	1	120	0.8	1	80	0	1	80	0	1	1	0.95	false	false	false	"Low"	562
"rocket_ship_spanish"	6	4	65	"5th_rate_admiral_spanish"	nil	"naval_6_pounder"	"naval_rocket_launcher"	nil	nil	nil	nil	"rocket_ship"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	0	12	4	40	20	"none"	1.5	0.1	1.2	450	1.6	65	50	11	15	1.7	12	1.3	144	29	130	0.85	0.9	0.95	0.9	0.85	0.8	0.75	0.7	0.65	0.59	0.48	0.38	0.17	0.12	3.3	5.5	6	6.5	6	5.5	4.4	1.5	false	1	30	0.7	1	35	0.7	1	42	0.95	1	35	0.7	1	42	0.95	0	3	0.1	1	42	0.95	1	120	0.8	1	120	0.8	1	120	0.8	1	95	0	1	118	0	1	147	0	1	80	0	1	120	0.8	1	80	0	1	80	0	1	1	0.95	false	false	false	"Low"	548
"sloop"	8	3	50	"5th_rate_admiral"	nil	nil	"naval_6_pounder_lr"	"naval_9_pounder_lr"	nil	nil	nil	"sloop"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	12	14	36	70	60	"matchlock"	1	0.1	1.2	375	1.4	50	40	13	23	2.1	12	2	155	30	130	0.7	0.8	0.9	0.95	0.95	0.9	0.85	0.8	0.72	0.59	0.48	0.38	0.17	0.12	6	8	9	9.5	9	8.5	7.25	1.9	false	1	50	0.7	1	70	0.7	1	90	0.95	1	70	0.7	1	90	0.95	0	7	0.1	1	90	0.95	1	120	0.8	1	120	0.8	1	120	0.8	1	120	0	1	150	0	1	187	0	1	102	0	1	120	0.8	1	102	0	1	102	0	2	13	0.95	false	false	false	"High"	1322
"sloop_american"	9	3	50	"5th_rate_admiral_american"	nil	nil	"naval_6_pounder_lr"	"naval_9_pounder_lr"	nil	nil	nil	"sloop"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	12	14	36	70	70	"matchlock"	1	0.1	1.2	375	1.4	50	40	13	23	2.1	12	2	155	30	130	0.7	0.8	0.9	0.95	0.95	0.9	0.85	0.8	0.72	0.59	0.48	0.38	0.17	0.12	6	8	9	9.5	9	8.5	7.25	1.9	false	1	52	0.7	1	73	0.7	1	94	0.95	1	73	0.7	1	94	0.95	0	7	0.1	1	94	0.95	1	120	0.8	1	120	0.8	1	120	0.8	1	120	0	1	150	0	1	187	0	1	102	0	1	120	0.8	1	102	0	1	102	0	2	13	0.95	false	false	false	"High"	1396
"sloop_british"	9	3	50	"5th_rate_admiral_british"	nil	nil	"naval_6_pounder_lr"	"naval_9_pounder_lr"	nil	nil	nil	"sloop"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	12	14	36	70	75	"matchlock"	1	0.1	1.2	375	1.4	50	40	15	23	2.1	12	2	157	31	130	0.7	0.8	0.9	0.95	0.95	0.9	0.85	0.8	0.72	0.59	0.48	0.38	0.17	0.12	6	8	9	9.5	9	8.5	7.25	1.9	false	1	52	0.7	1	73	0.7	1	94	0.95	1	73	0.7	1	94	0.95	0	7	0.1	1	94	0.95	1	120	0.8	1	120	0.8	1	120	0.8	1	120	0	1	150	0	1	187	0	1	102	0	1	120	0.8	1	102	0	1	102	0	2	13	0.95	false	false	false	"High"	1396
"sloop_french"	8	3	50	"5th_rate_admiral_french"	nil	nil	"naval_6_pounder_lr"	"naval_9_pounder_lr"	nil	nil	nil	"sloop"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	12	14	36	80	60	"matchlock"	1	0.1	1.2	375	1.4	50	40	13	24	2.3	12	2	153	30	130	0.735	0.84	0.945	0.9975	0.9975	0.945	0.8925	0.84	0.756	0.6195	0.504	0.399	0.17	0.12	6.3	8.4	9.45	9.975	9.45	8.925	7.6125	1.995	false	1	50	0.7	1	70	0.7	1	90	0.95	1	70	0.7	1	90	0.95	0	7	0.1	1	90	0.95	1	120	0.8	1	120	0.8	1	120	0.8	1	120	0	1	150	0	1	187	0	1	102	0	1	120	0.8	1	102	0	1	102	0	2	13	0.95	false	false	false	"High"	1348
"sloop_spanish"	8	3	50	"5th_rate_admiral_spanish"	nil	nil	"naval_6_pounder_lr"	"naval_9_pounder_lr"	nil	nil	nil	"sloop"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	12	14	36	70	60	"matchlock"	1	0.1	1.2	375	1.4	50	40	13	23	2.1	12	2	155	30	130	0.7	0.8	0.9	0.95	0.95	0.9	0.85	0.8	0.72	0.59	0.48	0.38	0.17	0.12	6	8	9	9.5	9	8.5	7.25	1.9	false	1	50	0.7	1	70	0.7	1	90	0.95	1	70	0.7	1	90	0.95	0	7	0.1	1	90	0.95	1	120	0.8	1	120	0.8	1	120	0.8	1	120	0	1	150	0	1	187	0	1	102	0	1	120	0.8	1	102	0	1	102	0	2	13	0.95	false	false	false	"High"	1322
"sp_ed_constitution"	11	9	100	"sp_ed_constitution"	nil	"naval_24_pounder"	nil	"naval_24_pounder"	nil	"naval_24_pounder"	nil	"uss_constitution"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	20	20	94	60	40	"matchlock"	3.5	0.1	0.8	3000	1.2	85	70	9	17	1.5	15	1	142	25	130	0.85	0.9	0.95	0.9	0.85	0.8	0.75	0.7	0.65	0.59	0.48	0.38	0.17	0.12	3.05	5.25	5.75	6.25	5.75	5.25	4.15	1.7	true	5	160	0.7	5	230	0.7	6	318	0.95	5	230	0.7	6	318	0.95	2	20	0.1	6	318	0.95	3	160	0.8	3	160	0.8	3	160	0.8	1	180	0	1	225	0	1	281	0	1	153	0	3	160	0.8	1	153	0	1	153	0	1	70	0.95	false	true	false	"Medium"	6586
"sp_ed_constitution_admiral"	11	9	100	"sp_ed_constitution_admiral"	nil	"naval_24_pounder"	nil	"naval_24_pounder"	nil	"naval_24_pounder"	nil	"uss_constitution"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	20	20	94	60	40	"matchlock"	3.5	0.1	0.8	3000	1.2	85	70	9	17	1.5	15	1	142	25	130	0.85	0.9	0.95	0.9	0.85	0.8	0.75	0.7	0.65	0.59	0.48	0.38	0.17	0.12	3.05	5.25	5.75	6.25	5.75	5.25	4.15	1.7	true	5	160	0.7	5	230	0.7	6	318	0.95	5	230	0.7	6	318	0.95	2	20	0.1	6	318	0.95	3	160	0.8	3	160	0.8	3	160	0.8	1	180	0	1	225	0	1	281	0	1	153	0	3	160	0.8	1	153	0	1	153	0	1	70	0.95	false	true	false	"Medium"	6586
"sp_ed_hms_victory"	12	15	250	"sp_ed_hms_victory"	"naval_12_pounder"	"naval_12_pounder"	nil	"naval_6_pounder"	"naval_12_pounder"	"naval_24_pounder"	"naval_32_pounder"	"hms_victory"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	32	32	204	30	10	"matchlock"	4.5	0.1	0.8	3210	0.7	105	85	7	12	0.7	23	0.5	135	30	130	0.85	0.9	0.95	0.9	0.85	0.8	0.75	0.7	0.65	0.59	0.48	0.38	0.17	0.12	1.55	3.75	4.25	4.75	4.25	3.75	2.65	1.15	true	3	350	0.7	3	440	0.7	5	616	0.95	3	440	0.7	5	616	0.95	1	30	0.1	5	616	0.95	3	180	0.8	3	180	0.8	3	180	0.8	1	215	0	1	268	0	1	335	0	1	182	0	3	180	0.8	1	182	0	1	182	0	1	70	0.95	false	true	false	"Low"	10586
"sp_ed_hms_victory_admiral"	12	15	250	"sp_ed_hms_victory_admiral"	"naval_12_pounder"	"naval_12_pounder"	nil	"naval_6_pounder"	"naval_12_pounder"	"naval_24_pounder"	"naval_32_pounder"	"hms_victory"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	32	32	204	30	10	"matchlock"	4.5	0.1	0.8	3210	0.7	105	85	7	12	0.7	23	0.5	135	30	130	0.85	0.9	0.95	0.9	0.85	0.8	0.75	0.7	0.65	0.59	0.48	0.38	0.17	0.12	1.55	3.75	4.25	4.75	4.25	3.75	2.65	1.15	true	3	350	0.7	3	440	0.7	5	616	0.95	3	440	0.7	5	616	0.95	1	30	0.1	5	616	0.95	3	180	0.8	3	180	0.8	3	180	0.8	1	215	0	1	268	0	1	335	0	1	182	0	3	180	0.8	1	182	0	1	182	0	1	70	0.95	false	true	false	"Low"	10586
"steam_ship"	9	18	200	"3rd_rate_admiral"	"naval_12_pounder"	"naval_12_pounder"	nil	"naval_carronade_64_pounder"	"naval_carronade_64_pounder"	nil	nil	"steam_frigate"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	26	26	62	60	40	"matchlock"	3.5	0.1	2	2100	1	95	75	9	18	1.5	13	0.1	180	90	130	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.9	0.84	0.77	0.17	0.12	5	7.25	7.25	7.25	6.75	6.25	5.6	8	false	3	130	0.7	3	200	0.7	3	286	0.95	3	200	0.7	3	286	0.95	1	20	0.1	3	286	0.95	3	160	0.8	3	160	0.8	3	160	0.8	1	180	0	1	225	0	1	281	0	1	0	0	3	160	0.8	1	153	0	1	153	0	1	40	0.95	false	false	false	"High"	2976
"steam_ship_american"	10	18	200	"3rd_rate_admiral_american"	"naval_12_pounder"	"naval_12_pounder"	nil	"naval_carronade_64_pounder"	"naval_carronade_64_pounder"	nil	nil	"steam_frigate"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	26	26	62	60	50	"matchlock"	3.5	0.1	2	2100	1	95	75	9	18	1.5	13	0.1	180	90	130	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.9	0.84	0.77	0.17	0.12	5	7.25	7.25	7.25	6.75	6.25	5.6	8	false	3	136	0.7	3	210	0.7	3	300	0.95	3	210	0.7	3	300	0.95	1	21	0.1	3	300	0.95	3	160	0.8	3	160	0.8	3	160	0.8	1	180	0	1	225	0	1	281	0	1	0	0	3	160	0.8	1	153	0	1	153	0	1	42	0.95	false	false	false	"High"	3134
"steam_ship_british"	10	18	200	"3rd_rate_admiral_british"	"naval_12_pounder"	"naval_12_pounder"	nil	"naval_carronade_64_pounder"	"naval_carronade_64_pounder"	nil	nil	"steam_frigate"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	26	26	62	60	55	"matchlock"	3.5	0.1	2	2100	1	95	75	11	18	1.5	13	0.1	180	90	130	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.9	0.84	0.77	0.17	0.12	5	7.25	7.25	7.25	6.75	6.25	5.6	8	false	3	136	0.7	3	210	0.7	3	300	0.95	3	210	0.7	3	300	0.95	1	21	0.1	3	300	0.95	3	160	0.8	3	160	0.8	3	160	0.8	1	180	0	1	225	0	1	281	0	1	0	0	3	160	0.8	1	153	0	1	153	0	1	42	0.95	false	false	false	"High"	3134
"steam_ship_french"	9	18	200	"3rd_rate_admiral_french"	"naval_12_pounder"	"naval_12_pounder"	nil	"naval_carronade_64_pounder"	"naval_carronade_64_pounder"	nil	nil	"steam_frigate"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	26	26	62	70	40	"matchlock"	3.5	0.1	2	2100	1	95	75	9	19	1.7	13	0.1	180	90	130	0.9975	0.9975	0.9975	0.9975	0.9975	0.9975	0.9975	0.9975	0.9975	0.945	0.882	0.8085	0.17	0.12	5.25	7.6125	7.6125	7.6125	7.0875	6.5625	5.88	8.4	false	3	130	0.7	3	200	0.7	3	286	0.95	3	200	0.7	3	286	0.95	1	20	0.1	3	286	0.95	3	160	0.8	3	160	0.8	3	160	0.8	1	180	0	1	225	0	1	281	0	1	0	0	3	160	0.8	1	153	0	1	153	0	1	40	0.95	false	false	false	"High"	3022
"steam_ship_spanish"	9	18	200	"3rd_rate_admiral_spanish"	"naval_12_pounder"	"naval_12_pounder"	nil	"naval_carronade_64_pounder"	"naval_carronade_64_pounder"	nil	nil	"steam_frigate"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	26	26	62	60	40	"matchlock"	3.5	0.1	2	2100	1	95	75	9	18	1.5	13	0.1	180	90	130	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.9	0.84	0.77	0.17	0.12	5	7.25	7.25	7.25	6.75	6.25	5.6	8	false	3	130	0.7	3	200	0.7	3	286	0.95	3	200	0.7	3	286	0.95	1	20	0.1	3	286	0.95	3	160	0.8	3	160	0.8	3	160	0.8	1	180	0	1	225	0	1	281	0	1	0	0	3	160	0.8	1	153	0	1	153	0	1	40	0.95	false	false	false	"High"	2976
